After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 200, test_loss = 2.553, test_acc = 0.5402
After round 201, test_loss = 2.5548, test_acc = 0.5406
After round 202, test_loss = 2.5563, test_acc = 0.5405
After round 203, test_loss = 2.5582, test_acc = 0.5406
After round 204, test_loss = 2.56, test_acc = 0.5407
After round 205, test_loss = 2.5613, test_acc = 0.5404
After round 206, test_loss = 2.5626, test_acc = 0.541
After round 207, test_loss = 2.5639, test_acc = 0.5411
After round 208, test_loss = 2.5654, test_acc = 0.5413
After round 209, test_loss = 2.5669, test_acc = 0.5413
After round 210, test_loss = 2.5688, test_acc = 0.5413
After round 211, test_loss = 2.57, test_acc = 0.5415
After round 212, test_loss = 2.5714, test_acc = 0.5416
After round 213, test_loss = 2.5717, test_acc = 0.5418
After round 214, test_loss = 2.5734, test_acc = 0.5419
After round 215, test_loss = 2.5754, test_acc = 0.5419
After round 216, test_loss = 2.5762, test_acc = 0.5424
After round 217, test_loss = 2.5773, test_acc = 0.5435
After round 218, test_loss = 2.579, test_acc = 0.5434
After round 219, test_loss = 2.5801, test_acc = 0.5434
After round 220, test_loss = 2.5817, test_acc = 0.5433
After round 221, test_loss = 2.5829, test_acc = 0.5436
After round 222, test_loss = 2.5838, test_acc = 0.5442
After round 223, test_loss = 2.5856, test_acc = 0.544
After round 224, test_loss = 2.5878, test_acc = 0.5439
After round 225, test_loss = 2.5897, test_acc = 0.544
After round 226, test_loss = 2.5912, test_acc = 0.5435
After round 227, test_loss = 2.5936, test_acc = 0.543
After round 228, test_loss = 2.5946, test_acc = 0.5434
After round 229, test_loss = 2.5962, test_acc = 0.5435
After round 230, test_loss = 2.5968, test_acc = 0.5437
After round 231, test_loss = 2.5985, test_acc = 0.5435
After round 232, test_loss = 2.6005, test_acc = 0.543
After round 233, test_loss = 2.6017, test_acc = 0.5431
After round 234, test_loss = 2.6035, test_acc = 0.5435
After round 235, test_loss = 2.6053, test_acc = 0.5436
After round 236, test_loss = 2.6063, test_acc = 0.5444
After round 237, test_loss = 2.6082, test_acc = 0.5439
After round 238, test_loss = 2.6097, test_acc = 0.5442
After round 239, test_loss = 2.6111, test_acc = 0.5446
After round 240, test_loss = 2.6123, test_acc = 0.5447
After round 241, test_loss = 2.6138, test_acc = 0.5452
After round 242, test_loss = 2.6142, test_acc = 0.5454
After round 243, test_loss = 2.6161, test_acc = 0.5456
After round 244, test_loss = 2.6175, test_acc = 0.5453
After round 245, test_loss = 2.6188, test_acc = 0.5457
After round 246, test_loss = 2.6196, test_acc = 0.5458
After round 247, test_loss = 2.6218, test_acc = 0.5456
After round 248, test_loss = 2.6238, test_acc = 0.5457
After round 249, test_loss = 2.6254, test_acc = 0.5457
After round 250, test_loss = 2.626, test_acc = 0.5457
After round 251, test_loss = 2.6272, test_acc = 0.5457
After round 252, test_loss = 2.628, test_acc = 0.546
After round 253, test_loss = 2.6291, test_acc = 0.5461
After round 254, test_loss = 2.6312, test_acc = 0.5457
After round 255, test_loss = 2.6325, test_acc = 0.5457
After round 256, test_loss = 2.6341, test_acc = 0.5457
After round 257, test_loss = 2.6362, test_acc = 0.5458
After round 258, test_loss = 2.6378, test_acc = 0.5458
After round 259, test_loss = 2.6396, test_acc = 0.5458
After round 260, test_loss = 2.6408, test_acc = 0.5461
After round 261, test_loss = 2.6418, test_acc = 0.5461
After round 262, test_loss = 2.6433, test_acc = 0.5462
After round 263, test_loss = 2.6443, test_acc = 0.5463
After round 264, test_loss = 2.6455, test_acc = 0.5465
After round 265, test_loss = 2.6468, test_acc = 0.5466
After round 266, test_loss = 2.6475, test_acc = 0.547
After round 267, test_loss = 2.6487, test_acc = 0.5469
After round 268, test_loss = 2.6497, test_acc = 0.5471
After round 269, test_loss = 2.6516, test_acc = 0.547
After round 270, test_loss = 2.6527, test_acc = 0.5471
After round 271, test_loss = 2.6535, test_acc = 0.5473
After round 272, test_loss = 2.6548, test_acc = 0.5471
After round 273, test_loss = 2.6555, test_acc = 0.5471
After round 274, test_loss = 2.6565, test_acc = 0.547
After round 275, test_loss = 2.6572, test_acc = 0.5474
After round 276, test_loss = 2.6586, test_acc = 0.5473
After round 277, test_loss = 2.6604, test_acc = 0.5472
After round 278, test_loss = 2.6617, test_acc = 0.5473
After round 279, test_loss = 2.6627, test_acc = 0.5472
After round 280, test_loss = 2.664, test_acc = 0.5474
After round 281, test_loss = 2.6656, test_acc = 0.5475
After round 282, test_loss = 2.6666, test_acc = 0.5474
After round 283, test_loss = 2.6686, test_acc = 0.5474
After round 284, test_loss = 2.6693, test_acc = 0.5474
After round 285, test_loss = 2.6715, test_acc = 0.5472
After round 286, test_loss = 2.6724, test_acc = 0.5476
After round 287, test_loss = 2.6737, test_acc = 0.5482
After round 288, test_loss = 2.6754, test_acc = 0.5484
After round 289, test_loss = 2.6767, test_acc = 0.548
After round 290, test_loss = 2.6779, test_acc = 0.5484
After round 291, test_loss = 2.6792, test_acc = 0.549
After round 292, test_loss = 2.6811, test_acc = 0.5488
After round 293, test_loss = 2.6818, test_acc = 0.5491
After round 294, test_loss = 2.6828, test_acc = 0.5491
After round 295, test_loss = 2.6839, test_acc = 0.5497
After round 296, test_loss = 2.6852, test_acc = 0.5494
After round 297, test_loss = 2.6865, test_acc = 0.5493
After round 298, test_loss = 2.6881, test_acc = 0.5493
After round 299, test_loss = 2.6898, test_acc = 0.5493
After round 300, test_loss = 2.6908, test_acc = 0.5493
