Starting: 17:44:57:621702
round_1_start: 17:44:57:621733
round_1_received_params: 17:44:57:659756
received_params: 17:44:58:292140
round_1_aggregation: 17:44:58:292149
round_1_end: 17:44:58:370261
round_2_start: 17:44:58:370305
round_2_received_params: 17:44:59:020771
received_params: 17:44:59:030863
received_params: 17:44:59:037387
round_2_aggregation: 17:44:59:037399
round_2_end: 17:44:59:116514
round_3_start: 17:44:59:116556
round_3_received_params: 17:44:59:734369
received_params: 17:44:59:756035
received_params: 17:44:59:769186
round_3_aggregation: 17:44:59:769195
round_3_end: 17:44:59:854299
round_4_start: 17:44:59:854344
round_4_received_params: 17:45:00:480425
received_params: 17:45:00:488756
round_4_aggregation: 17:45:00:488764
round_4_end: 17:45:00:573747
round_5_start: 17:45:00:573793
round_5_received_params: 17:45:01:219848
received_params: 17:45:01:231303
received_params: 17:45:01:235503
round_5_aggregation: 17:45:01:235511
round_5_end: 17:45:01:317907
round_6_start: 17:45:01:317954
round_6_received_params: 17:45:01:967499
received_params: 17:45:01:978027
received_params: 17:45:01:993336
round_6_aggregation: 17:45:01:993347
round_6_end: 17:45:02:080002
round_7_start: 17:45:02:080047
round_7_received_params: 17:45:02:694159
received_params: 17:45:02:709905
received_params: 17:45:02:737730
round_7_aggregation: 17:45:02:737739
round_7_end: 17:45:02:802538
round_8_start: 17:45:02:802583
round_8_received_params: 17:45:03:434647
received_params: 17:45:03:457938
received_params: 17:45:03:463412
round_8_aggregation: 17:45:03:463421
round_8_end: 17:45:03:539001
round_9_start: 17:45:03:539046
round_9_received_params: 17:45:04:179308
received_params: 17:45:04:187721
received_params: 17:45:04:191980
round_9_aggregation: 17:45:04:191988
round_9_end: 17:45:04:266562
round_10_start: 17:45:04:266609
round_10_received_params: 17:45:04:890512
received_params: 17:45:04:912326
received_params: 17:45:04:933265
round_10_aggregation: 17:45:04:933274
round_10_end: 17:45:05:018249
end: 17:45:05:018325
