After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3169, test_acc = 0.114
After round 2, test_loss = 2.2952, test_acc = 0.1424
After round 3, test_loss = 2.2731, test_acc = 0.1788
After round 4, test_loss = 2.2523, test_acc = 0.2184
After round 5, test_loss = 2.2307, test_acc = 0.258
After round 6, test_loss = 2.2104, test_acc = 0.2885
After round 7, test_loss = 2.1911, test_acc = 0.323
After round 8, test_loss = 2.1698, test_acc = 0.3594
After round 9, test_loss = 2.15, test_acc = 0.3959
After round 10, test_loss = 2.1299, test_acc = 0.4265
After round 11, test_loss = 2.1116, test_acc = 0.4588
After round 12, test_loss = 2.0916, test_acc = 0.4923
After round 13, test_loss = 2.0726, test_acc = 0.5194
After round 14, test_loss = 2.0543, test_acc = 0.5301
After round 15, test_loss = 2.0371, test_acc = 0.5576
After round 16, test_loss = 2.0194, test_acc = 0.5775
After round 17, test_loss = 2.0023, test_acc = 0.6016
After round 18, test_loss = 1.985, test_acc = 0.6097
After round 19, test_loss = 1.968, test_acc = 0.6289
After round 20, test_loss = 1.952, test_acc = 0.6432
After round 21, test_loss = 1.9356, test_acc = 0.6501
After round 22, test_loss = 1.9194, test_acc = 0.6561
After round 23, test_loss = 1.9037, test_acc = 0.6634
After round 24, test_loss = 1.8883, test_acc = 0.6712
After round 25, test_loss = 1.8728, test_acc = 0.677
After round 26, test_loss = 1.8573, test_acc = 0.6814
After round 27, test_loss = 1.8424, test_acc = 0.6889
After round 28, test_loss = 1.8274, test_acc = 0.6966
After round 29, test_loss = 1.8124, test_acc = 0.6996
After round 30, test_loss = 1.798, test_acc = 0.7009
After round 31, test_loss = 1.7836, test_acc = 0.7029
After round 32, test_loss = 1.77, test_acc = 0.7121
After round 33, test_loss = 1.7557, test_acc = 0.7157
After round 34, test_loss = 1.7421, test_acc = 0.7196
After round 35, test_loss = 1.7292, test_acc = 0.7254
After round 36, test_loss = 1.716, test_acc = 0.7286
After round 37, test_loss = 1.7032, test_acc = 0.7312
After round 38, test_loss = 1.6909, test_acc = 0.7346
After round 39, test_loss = 1.6787, test_acc = 0.7378
After round 40, test_loss = 1.6662, test_acc = 0.7402
After round 41, test_loss = 1.6543, test_acc = 0.7458
After round 42, test_loss = 1.6419, test_acc = 0.7476
After round 43, test_loss = 1.6302, test_acc = 0.7496
After round 44, test_loss = 1.6183, test_acc = 0.7539
After round 45, test_loss = 1.6069, test_acc = 0.7569
After round 46, test_loss = 1.5961, test_acc = 0.7562
After round 47, test_loss = 1.5847, test_acc = 0.7605
After round 48, test_loss = 1.5739, test_acc = 0.7625
After round 49, test_loss = 1.5631, test_acc = 0.762
After round 50, test_loss = 1.5529, test_acc = 0.7643
After round 51, test_loss = 1.5423, test_acc = 0.7653
After round 52, test_loss = 1.532, test_acc = 0.7683
After round 53, test_loss = 1.5217, test_acc = 0.7678
After round 54, test_loss = 1.5119, test_acc = 0.7677
After round 55, test_loss = 1.5023, test_acc = 0.7676
After round 56, test_loss = 1.4926, test_acc = 0.7686
After round 57, test_loss = 1.4829, test_acc = 0.7704
After round 58, test_loss = 1.4737, test_acc = 0.7709
After round 59, test_loss = 1.4645, test_acc = 0.7743
After round 60, test_loss = 1.4553, test_acc = 0.7738
After round 61, test_loss = 1.4462, test_acc = 0.7742
After round 62, test_loss = 1.4373, test_acc = 0.7773
After round 63, test_loss = 1.4288, test_acc = 0.7793
After round 64, test_loss = 1.4202, test_acc = 0.778
After round 65, test_loss = 1.4116, test_acc = 0.7812
After round 66, test_loss = 1.403, test_acc = 0.7844
After round 67, test_loss = 1.3947, test_acc = 0.7872
After round 68, test_loss = 1.3868, test_acc = 0.7867
After round 69, test_loss = 1.3787, test_acc = 0.7862
