After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 136, test_loss = 1.0235, test_acc = 0.8229
After round 137, test_loss = 1.02, test_acc = 0.8236
After round 138, test_loss = 1.0166, test_acc = 0.8239
After round 139, test_loss = 1.0133, test_acc = 0.825
After round 140, test_loss = 1.01, test_acc = 0.8241
After round 141, test_loss = 1.0069, test_acc = 0.8231
After round 142, test_loss = 1.0037, test_acc = 0.8237
After round 143, test_loss = 1.0007, test_acc = 0.8241
After round 144, test_loss = 0.9972, test_acc = 0.8245
After round 145, test_loss = 0.994, test_acc = 0.8243
After round 146, test_loss = 0.9908, test_acc = 0.824
After round 147, test_loss = 0.9879, test_acc = 0.8241
After round 148, test_loss = 0.9848, test_acc = 0.8233
After round 149, test_loss = 0.9817, test_acc = 0.8251
After round 150, test_loss = 0.9787, test_acc = 0.8262
After round 151, test_loss = 0.9755, test_acc = 0.8263
After round 152, test_loss = 0.9722, test_acc = 0.8273
After round 153, test_loss = 0.9692, test_acc = 0.8271
After round 154, test_loss = 0.9661, test_acc = 0.8283
After round 155, test_loss = 0.9632, test_acc = 0.8296
After round 156, test_loss = 0.9601, test_acc = 0.8297
After round 157, test_loss = 0.9572, test_acc = 0.8308
After round 158, test_loss = 0.9543, test_acc = 0.8309
After round 159, test_loss = 0.9516, test_acc = 0.8309
After round 160, test_loss = 0.9486, test_acc = 0.8311
After round 161, test_loss = 0.9459, test_acc = 0.8306
After round 162, test_loss = 0.9429, test_acc = 0.8316
After round 163, test_loss = 0.9402, test_acc = 0.8329
After round 164, test_loss = 0.9377, test_acc = 0.8328
After round 165, test_loss = 0.9348, test_acc = 0.8333
After round 166, test_loss = 0.9323, test_acc = 0.8342
After round 167, test_loss = 0.9298, test_acc = 0.8346
After round 168, test_loss = 0.9273, test_acc = 0.8348
After round 169, test_loss = 0.9247, test_acc = 0.8354
After round 170, test_loss = 0.9221, test_acc = 0.8351
After round 171, test_loss = 0.9198, test_acc = 0.8356
After round 172, test_loss = 0.9173, test_acc = 0.8352
After round 173, test_loss = 0.9149, test_acc = 0.8372
After round 174, test_loss = 0.9125, test_acc = 0.8374
After round 175, test_loss = 0.91, test_acc = 0.8358
After round 176, test_loss = 0.9076, test_acc = 0.8367
After round 177, test_loss = 0.9052, test_acc = 0.8367
After round 178, test_loss = 0.9029, test_acc = 0.8363
After round 179, test_loss = 0.9006, test_acc = 0.8363
After round 180, test_loss = 0.8983, test_acc = 0.8368
After round 181, test_loss = 0.8961, test_acc = 0.8364
After round 182, test_loss = 0.8939, test_acc = 0.8369
After round 183, test_loss = 0.8917, test_acc = 0.8372
After round 184, test_loss = 0.8894, test_acc = 0.8381
After round 185, test_loss = 0.8872, test_acc = 0.839
After round 186, test_loss = 0.885, test_acc = 0.8379
After round 187, test_loss = 0.883, test_acc = 0.8372
After round 188, test_loss = 0.8808, test_acc = 0.838
After round 189, test_loss = 0.8785, test_acc = 0.8384
After round 190, test_loss = 0.8764, test_acc = 0.8392
After round 191, test_loss = 0.8741, test_acc = 0.8389
After round 192, test_loss = 0.872, test_acc = 0.8395
After round 193, test_loss = 0.87, test_acc = 0.8395
After round 194, test_loss = 0.8678, test_acc = 0.8394
After round 195, test_loss = 0.8658, test_acc = 0.8397
After round 196, test_loss = 0.8637, test_acc = 0.8397
After round 197, test_loss = 0.8619, test_acc = 0.8394
After round 198, test_loss = 0.86, test_acc = 0.8397
After round 199, test_loss = 0.858, test_acc = 0.8397
After round 200, test_loss = 0.856, test_acc = 0.8393
After round 201, test_loss = 0.8543, test_acc = 0.8391
After round 202, test_loss = 0.8523, test_acc = 0.8396
After round 203, test_loss = 0.8504, test_acc = 0.84
After round 204, test_loss = 0.8486, test_acc = 0.8401
After round 205, test_loss = 0.8468, test_acc = 0.8397
After round 206, test_loss = 0.845, test_acc = 0.8404
After round 207, test_loss = 0.8432, test_acc = 0.8405
After round 208, test_loss = 0.8415, test_acc = 0.84
After round 209, test_loss = 0.8395, test_acc = 0.8403
After round 210, test_loss = 0.8376, test_acc = 0.8407
After round 211, test_loss = 0.8356, test_acc = 0.8412
After round 212, test_loss = 0.8338, test_acc = 0.8415
After round 213, test_loss = 0.8321, test_acc = 0.8426
After round 214, test_loss = 0.8304, test_acc = 0.8436
After round 215, test_loss = 0.8286, test_acc = 0.8438
After round 216, test_loss = 0.827, test_acc = 0.8428
After round 217, test_loss = 0.8252, test_acc = 0.8438
After round 218, test_loss = 0.8234, test_acc = 0.8442
After round 219, test_loss = 0.8217, test_acc = 0.8453
After round 220, test_loss = 0.8201, test_acc = 0.8439
After round 221, test_loss = 0.8184, test_acc = 0.8449
After round 222, test_loss = 0.8167, test_acc = 0.8439
After round 223, test_loss = 0.8151, test_acc = 0.8433
After round 224, test_loss = 0.8135, test_acc = 0.8432
After round 225, test_loss = 0.8117, test_acc = 0.844
After round 226, test_loss = 0.8103, test_acc = 0.8434
After round 227, test_loss = 0.8088, test_acc = 0.8442
After round 228, test_loss = 0.8071, test_acc = 0.8439
After round 229, test_loss = 0.8056, test_acc = 0.8447
After round 230, test_loss = 0.8039, test_acc = 0.8446
After round 231, test_loss = 0.8026, test_acc = 0.8451
After round 232, test_loss = 0.801, test_acc = 0.8453
After round 233, test_loss = 0.7995, test_acc = 0.8455
After round 234, test_loss = 0.798, test_acc = 0.8462
After round 235, test_loss = 0.7964, test_acc = 0.8467
After round 236, test_loss = 0.795, test_acc = 0.8463
After round 237, test_loss = 0.7934, test_acc = 0.8463
After round 238, test_loss = 0.7918, test_acc = 0.8479
After round 239, test_loss = 0.7903, test_acc = 0.8476
After round 240, test_loss = 0.7889, test_acc = 0.8475
After round 241, test_loss = 0.7874, test_acc = 0.8479
After round 242, test_loss = 0.786, test_acc = 0.8478
After round 243, test_loss = 0.7846, test_acc = 0.849
After round 244, test_loss = 0.7831, test_acc = 0.8486
After round 245, test_loss = 0.7817, test_acc = 0.8489
After round 246, test_loss = 0.7803, test_acc = 0.8487
After round 247, test_loss = 0.7788, test_acc = 0.8495
After round 248, test_loss = 0.7774, test_acc = 0.8489
After round 249, test_loss = 0.7761, test_acc = 0.8492
After round 250, test_loss = 0.7747, test_acc = 0.8493
After round 251, test_loss = 0.7732, test_acc = 0.8492
After round 252, test_loss = 0.7718, test_acc = 0.8495
After round 253, test_loss = 0.7704, test_acc = 0.8496
After round 254, test_loss = 0.7691, test_acc = 0.85
After round 255, test_loss = 0.7677, test_acc = 0.8496
After round 256, test_loss = 0.7664, test_acc = 0.8501
After round 257, test_loss = 0.7651, test_acc = 0.8501
After round 258, test_loss = 0.7638, test_acc = 0.8498
After round 259, test_loss = 0.7626, test_acc = 0.85
After round 260, test_loss = 0.7613, test_acc = 0.8503
