After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 137, test_loss = 1.02, test_acc = 0.8244
After round 138, test_loss = 1.0166, test_acc = 0.8249
After round 139, test_loss = 1.0133, test_acc = 0.8239
After round 140, test_loss = 1.0099, test_acc = 0.8255
After round 141, test_loss = 1.0068, test_acc = 0.8237
After round 142, test_loss = 1.0037, test_acc = 0.8237
After round 143, test_loss = 1.0006, test_acc = 0.8237
After round 144, test_loss = 0.9972, test_acc = 0.8233
After round 145, test_loss = 0.994, test_acc = 0.8239
After round 146, test_loss = 0.9909, test_acc = 0.8237
After round 147, test_loss = 0.9878, test_acc = 0.8237
After round 148, test_loss = 0.9848, test_acc = 0.8235
After round 149, test_loss = 0.9819, test_acc = 0.8243
After round 150, test_loss = 0.9787, test_acc = 0.8253
After round 151, test_loss = 0.9754, test_acc = 0.8259
After round 152, test_loss = 0.9722, test_acc = 0.8266
After round 153, test_loss = 0.9692, test_acc = 0.8268
After round 154, test_loss = 0.9661, test_acc = 0.8287
After round 155, test_loss = 0.9632, test_acc = 0.8278
After round 156, test_loss = 0.9602, test_acc = 0.8298
After round 157, test_loss = 0.9573, test_acc = 0.8299
After round 158, test_loss = 0.9543, test_acc = 0.8301
After round 159, test_loss = 0.9513, test_acc = 0.8304
After round 160, test_loss = 0.9486, test_acc = 0.8314
After round 161, test_loss = 0.9458, test_acc = 0.8313
After round 162, test_loss = 0.9428, test_acc = 0.8325
After round 163, test_loss = 0.9402, test_acc = 0.8325
After round 164, test_loss = 0.9376, test_acc = 0.8332
After round 165, test_loss = 0.9348, test_acc = 0.8339
After round 166, test_loss = 0.9324, test_acc = 0.8341
After round 167, test_loss = 0.9298, test_acc = 0.8349
After round 168, test_loss = 0.9273, test_acc = 0.8344
After round 169, test_loss = 0.9247, test_acc = 0.8355
After round 170, test_loss = 0.9222, test_acc = 0.8357
After round 171, test_loss = 0.9198, test_acc = 0.836
After round 172, test_loss = 0.9173, test_acc = 0.8358
After round 173, test_loss = 0.9149, test_acc = 0.8375
After round 174, test_loss = 0.9125, test_acc = 0.837
After round 175, test_loss = 0.91, test_acc = 0.8362
After round 176, test_loss = 0.9077, test_acc = 0.8359
After round 177, test_loss = 0.9052, test_acc = 0.8365
After round 178, test_loss = 0.9029, test_acc = 0.8363
After round 179, test_loss = 0.9006, test_acc = 0.8361
After round 180, test_loss = 0.8984, test_acc = 0.8366
After round 181, test_loss = 0.896, test_acc = 0.8369
After round 182, test_loss = 0.8938, test_acc = 0.8369
After round 183, test_loss = 0.8916, test_acc = 0.8368
After round 184, test_loss = 0.8894, test_acc = 0.838
After round 185, test_loss = 0.8872, test_acc = 0.8383
After round 186, test_loss = 0.8849, test_acc = 0.8379
After round 187, test_loss = 0.8829, test_acc = 0.8372
After round 188, test_loss = 0.8809, test_acc = 0.8377
After round 189, test_loss = 0.8786, test_acc = 0.8389
After round 190, test_loss = 0.8764, test_acc = 0.8398
After round 191, test_loss = 0.8742, test_acc = 0.8392
After round 192, test_loss = 0.872, test_acc = 0.8396
After round 193, test_loss = 0.87, test_acc = 0.8392
After round 194, test_loss = 0.8678, test_acc = 0.8397
After round 195, test_loss = 0.8658, test_acc = 0.8395
After round 196, test_loss = 0.8638, test_acc = 0.8398
After round 197, test_loss = 0.8619, test_acc = 0.8396
After round 198, test_loss = 0.8599, test_acc = 0.8406
After round 199, test_loss = 0.858, test_acc = 0.8394
After round 200, test_loss = 0.8561, test_acc = 0.8394
After round 201, test_loss = 0.8543, test_acc = 0.8389
After round 202, test_loss = 0.8524, test_acc = 0.8391
After round 203, test_loss = 0.8504, test_acc = 0.8402
After round 204, test_loss = 0.8485, test_acc = 0.8405
After round 205, test_loss = 0.8468, test_acc = 0.8397
After round 206, test_loss = 0.845, test_acc = 0.84
After round 207, test_loss = 0.8433, test_acc = 0.8406
After round 208, test_loss = 0.8415, test_acc = 0.841
After round 209, test_loss = 0.8395, test_acc = 0.8405
After round 210, test_loss = 0.8376, test_acc = 0.8406
After round 211, test_loss = 0.8357, test_acc = 0.8415
After round 212, test_loss = 0.8338, test_acc = 0.8415
After round 213, test_loss = 0.8321, test_acc = 0.8428
After round 214, test_loss = 0.8303, test_acc = 0.8436
After round 215, test_loss = 0.8285, test_acc = 0.8435
After round 216, test_loss = 0.827, test_acc = 0.8434
After round 217, test_loss = 0.8253, test_acc = 0.8438
After round 218, test_loss = 0.8234, test_acc = 0.8442
After round 219, test_loss = 0.8217, test_acc = 0.8454
After round 220, test_loss = 0.8201, test_acc = 0.8439
After round 221, test_loss = 0.8184, test_acc = 0.8449
After round 222, test_loss = 0.8167, test_acc = 0.8438
After round 223, test_loss = 0.8151, test_acc = 0.8436
After round 224, test_loss = 0.8134, test_acc = 0.8435
After round 225, test_loss = 0.8117, test_acc = 0.8447
After round 226, test_loss = 0.8102, test_acc = 0.8439
After round 227, test_loss = 0.8087, test_acc = 0.8441
After round 228, test_loss = 0.807, test_acc = 0.8442
After round 229, test_loss = 0.8056, test_acc = 0.8445
After round 230, test_loss = 0.804, test_acc = 0.8457
After round 231, test_loss = 0.8026, test_acc = 0.8451
After round 232, test_loss = 0.8009, test_acc = 0.8459
After round 233, test_loss = 0.7994, test_acc = 0.846
After round 234, test_loss = 0.798, test_acc = 0.8456
After round 235, test_loss = 0.7964, test_acc = 0.8466
After round 236, test_loss = 0.7949, test_acc = 0.8464
After round 237, test_loss = 0.7934, test_acc = 0.8466
After round 238, test_loss = 0.7918, test_acc = 0.8476
After round 239, test_loss = 0.7904, test_acc = 0.8471
After round 240, test_loss = 0.789, test_acc = 0.8471
After round 241, test_loss = 0.7874, test_acc = 0.848
After round 242, test_loss = 0.786, test_acc = 0.8481
After round 243, test_loss = 0.7846, test_acc = 0.8488
After round 244, test_loss = 0.7831, test_acc = 0.8484
After round 245, test_loss = 0.7817, test_acc = 0.8487
After round 246, test_loss = 0.7803, test_acc = 0.849
After round 247, test_loss = 0.7788, test_acc = 0.8493
After round 248, test_loss = 0.7775, test_acc = 0.8495
After round 249, test_loss = 0.776, test_acc = 0.8486
After round 250, test_loss = 0.7746, test_acc = 0.8485
After round 251, test_loss = 0.7732, test_acc = 0.8487
After round 252, test_loss = 0.7718, test_acc = 0.8499
After round 253, test_loss = 0.7704, test_acc = 0.8492
After round 254, test_loss = 0.769, test_acc = 0.8503
After round 255, test_loss = 0.7677, test_acc = 0.8501
After round 256, test_loss = 0.7665, test_acc = 0.8498
After round 257, test_loss = 0.7651, test_acc = 0.85
After round 258, test_loss = 0.7639, test_acc = 0.8497
After round 259, test_loss = 0.7626, test_acc = 0.8506
After round 260, test_loss = 0.7613, test_acc = 0.8508
