After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3169, test_acc = 0.114
After round 2, test_loss = 2.2943, test_acc = 0.1457
After round 3, test_loss = 2.2737, test_acc = 0.1804
After round 4, test_loss = 2.2523, test_acc = 0.2184
After round 5, test_loss = 2.2307, test_acc = 0.258
After round 6, test_loss = 2.2103, test_acc = 0.2864
After round 7, test_loss = 2.1905, test_acc = 0.326
After round 8, test_loss = 2.1698, test_acc = 0.3597
After round 9, test_loss = 2.15, test_acc = 0.3959
After round 10, test_loss = 2.1311, test_acc = 0.4264
After round 11, test_loss = 2.1121, test_acc = 0.4516
After round 12, test_loss = 2.0926, test_acc = 0.4836
After round 13, test_loss = 2.073, test_acc = 0.5151
After round 14, test_loss = 2.0546, test_acc = 0.5331
After round 15, test_loss = 2.0371, test_acc = 0.5576
After round 16, test_loss = 2.0196, test_acc = 0.5774
After round 17, test_loss = 2.0023, test_acc = 0.6038
After round 18, test_loss = 1.985, test_acc = 0.6098
After round 19, test_loss = 1.9681, test_acc = 0.6273
After round 20, test_loss = 1.9513, test_acc = 0.6375
After round 21, test_loss = 1.9351, test_acc = 0.6488
After round 22, test_loss = 1.9191, test_acc = 0.6528
After round 23, test_loss = 1.9037, test_acc = 0.6634
After round 24, test_loss = 1.8879, test_acc = 0.6727
After round 25, test_loss = 1.8728, test_acc = 0.677
After round 26, test_loss = 1.8573, test_acc = 0.6845
After round 27, test_loss = 1.8425, test_acc = 0.6846
After round 28, test_loss = 1.8278, test_acc = 0.6939
After round 29, test_loss = 1.8128, test_acc = 0.7017
After round 30, test_loss = 1.7981, test_acc = 0.7083
After round 31, test_loss = 1.7837, test_acc = 0.7024
After round 32, test_loss = 1.7698, test_acc = 0.7114
After round 33, test_loss = 1.7556, test_acc = 0.7162
After round 34, test_loss = 1.7423, test_acc = 0.7213
After round 35, test_loss = 1.7292, test_acc = 0.7243
After round 36, test_loss = 1.716, test_acc = 0.7289
After round 37, test_loss = 1.7033, test_acc = 0.7315
After round 38, test_loss = 1.691, test_acc = 0.7344
After round 39, test_loss = 1.6786, test_acc = 0.7376
After round 40, test_loss = 1.6662, test_acc = 0.7402
After round 41, test_loss = 1.6543, test_acc = 0.7458
After round 42, test_loss = 1.6422, test_acc = 0.7506
After round 43, test_loss = 1.6303, test_acc = 0.7538
After round 44, test_loss = 1.6183, test_acc = 0.7539
After round 45, test_loss = 1.6071, test_acc = 0.7544
After round 46, test_loss = 1.5961, test_acc = 0.7562
After round 47, test_loss = 1.5848, test_acc = 0.759
After round 48, test_loss = 1.5739, test_acc = 0.7625
After round 49, test_loss = 1.5629, test_acc = 0.7615
After round 50, test_loss = 1.5528, test_acc = 0.765
After round 51, test_loss = 1.5423, test_acc = 0.7651
After round 52, test_loss = 1.5319, test_acc = 0.769
After round 53, test_loss = 1.5218, test_acc = 0.7673
After round 54, test_loss = 1.5119, test_acc = 0.7672
After round 55, test_loss = 1.5023, test_acc = 0.7677
After round 56, test_loss = 1.4926, test_acc = 0.7686
After round 57, test_loss = 1.4829, test_acc = 0.769
After round 58, test_loss = 1.4737, test_acc = 0.7709
After round 59, test_loss = 1.4646, test_acc = 0.7732
After round 60, test_loss = 1.4552, test_acc = 0.7738
After round 61, test_loss = 1.4462, test_acc = 0.776
After round 62, test_loss = 1.4373, test_acc = 0.7774
After round 63, test_loss = 1.4287, test_acc = 0.778
After round 64, test_loss = 1.4202, test_acc = 0.7796
After round 65, test_loss = 1.4115, test_acc = 0.7822
After round 66, test_loss = 1.403, test_acc = 0.7844
After round 67, test_loss = 1.3947, test_acc = 0.7867
After round 68, test_loss = 1.3868, test_acc = 0.7867
After round 69, test_loss = 1.3791, test_acc = 0.7873
After round 70, test_loss = 1.371, test_acc = 0.7862
After round 71, test_loss = 1.3632, test_acc = 0.7885
After round 72, test_loss = 1.3553, test_acc = 0.7883
After round 73, test_loss = 1.348, test_acc = 0.7876
After round 74, test_loss = 1.3406, test_acc = 0.7891
After round 75, test_loss = 1.3333, test_acc = 0.7914
After round 76, test_loss = 1.3263, test_acc = 0.7912
After round 77, test_loss = 1.3193, test_acc = 0.7921
After round 78, test_loss = 1.3122, test_acc = 0.7942
After round 79, test_loss = 1.305, test_acc = 0.794
After round 80, test_loss = 1.2981, test_acc = 0.7932
After round 81, test_loss = 1.2912, test_acc = 0.7962
After round 82, test_loss = 1.2841, test_acc = 0.7973
After round 83, test_loss = 1.2775, test_acc = 0.7986
After round 84, test_loss = 1.271, test_acc = 0.7991
After round 85, test_loss = 1.2645, test_acc = 0.8
After round 86, test_loss = 1.2582, test_acc = 0.7995
After round 87, test_loss = 1.252, test_acc = 0.8014
After round 88, test_loss = 1.2458, test_acc = 0.8003
After round 89, test_loss = 1.2396, test_acc = 0.8002
After round 90, test_loss = 1.2336, test_acc = 0.8007
After round 91, test_loss = 1.2275, test_acc = 0.7996
After round 92, test_loss = 1.2216, test_acc = 0.803
After round 93, test_loss = 1.2162, test_acc = 0.8047
After round 94, test_loss = 1.2105, test_acc = 0.8082
After round 95, test_loss = 1.2049, test_acc = 0.8095
After round 96, test_loss = 1.1991, test_acc = 0.8079
After round 97, test_loss = 1.1937, test_acc = 0.8087
After round 98, test_loss = 1.1881, test_acc = 0.8085
After round 99, test_loss = 1.1827, test_acc = 0.8095
After round 100, test_loss = 1.1775, test_acc = 0.8101
After round 101, test_loss = 1.1722, test_acc = 0.8101
After round 102, test_loss = 1.167, test_acc = 0.8104
After round 103, test_loss = 1.1618, test_acc = 0.8128
After round 104, test_loss = 1.1568, test_acc = 0.8126
After round 105, test_loss = 1.1519, test_acc = 0.8115
After round 106, test_loss = 1.147, test_acc = 0.8129
After round 107, test_loss = 1.1422, test_acc = 0.813
After round 108, test_loss = 1.1375, test_acc = 0.8134
After round 109, test_loss = 1.1327, test_acc = 0.8144
After round 110, test_loss = 1.1282, test_acc = 0.8144
After round 111, test_loss = 1.1235, test_acc = 0.8155
After round 112, test_loss = 1.1188, test_acc = 0.8157
After round 113, test_loss = 1.1143, test_acc = 0.8158
After round 114, test_loss = 1.1097, test_acc = 0.817
After round 115, test_loss = 1.1053, test_acc = 0.8179
After round 116, test_loss = 1.101, test_acc = 0.818
After round 117, test_loss = 1.0969, test_acc = 0.8182
After round 118, test_loss = 1.0925, test_acc = 0.8188
After round 119, test_loss = 1.0883, test_acc = 0.8187
After round 120, test_loss = 1.0842, test_acc = 0.8195
After round 121, test_loss = 1.0799, test_acc = 0.8197
After round 122, test_loss = 1.0758, test_acc = 0.8206
After round 123, test_loss = 1.0718, test_acc = 0.8209
After round 124, test_loss = 1.0678, test_acc = 0.8212
After round 125, test_loss = 1.0639, test_acc = 0.8201
After round 126, test_loss = 1.0599, test_acc = 0.8211
After round 127, test_loss = 1.056, test_acc = 0.8223
After round 128, test_loss = 1.0522, test_acc = 0.8224
After round 129, test_loss = 1.0485, test_acc = 0.8215
After round 130, test_loss = 1.0447, test_acc = 0.8231
After round 131, test_loss = 1.0411, test_acc = 0.8213
After round 132, test_loss = 1.0374, test_acc = 0.8231
After round 133, test_loss = 1.034, test_acc = 0.8217
After round 134, test_loss = 1.0303, test_acc = 0.8215
After round 135, test_loss = 1.0268, test_acc = 0.8219
After round 136, test_loss = 1.0235, test_acc = 0.8235
