After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 94, test_loss = 1.4756, test_acc = 0.6186
After round 95, test_loss = 1.474, test_acc = 0.6213
After round 96, test_loss = 1.4723, test_acc = 0.6215
After round 97, test_loss = 1.4487, test_acc = 0.622
After round 98, test_loss = 1.4551, test_acc = 0.6194
After round 99, test_loss = 1.445, test_acc = 0.6244
After round 100, test_loss = 1.4448, test_acc = 0.6229
After round 101, test_loss = 1.4171, test_acc = 0.6223
After round 102, test_loss = 1.4319, test_acc = 0.6205
After round 103, test_loss = 1.4248, test_acc = 0.6254
After round 104, test_loss = 1.4276, test_acc = 0.6222
After round 105, test_loss = 1.4194, test_acc = 0.6259
After round 106, test_loss = 1.4209, test_acc = 0.6234
After round 107, test_loss = 1.4145, test_acc = 0.6264
After round 108, test_loss = 1.4177, test_acc = 0.6268
After round 109, test_loss = 1.3885, test_acc = 0.6264
After round 110, test_loss = 1.3728, test_acc = 0.6273
After round 111, test_loss = 1.3657, test_acc = 0.6242
After round 112, test_loss = 1.3882, test_acc = 0.622
After round 113, test_loss = 1.3941, test_acc = 0.6273
After round 114, test_loss = 1.3948, test_acc = 0.6263
After round 115, test_loss = 1.3937, test_acc = 0.6274
After round 116, test_loss = 1.3918, test_acc = 0.6302
After round 117, test_loss = 1.3925, test_acc = 0.6284
After round 118, test_loss = 1.3865, test_acc = 0.6268
After round 119, test_loss = 1.3845, test_acc = 0.6336
After round 120, test_loss = 1.3856, test_acc = 0.6301
After round 121, test_loss = 1.3747, test_acc = 0.6304
After round 122, test_loss = 1.3603, test_acc = 0.6468
After round 123, test_loss = 1.363, test_acc = 0.6452
After round 124, test_loss = 1.3662, test_acc = 0.6398
After round 125, test_loss = 1.3598, test_acc = 0.6375
After round 126, test_loss = 1.3582, test_acc = 0.6402
After round 127, test_loss = 1.3535, test_acc = 0.6471
After round 128, test_loss = 1.3266, test_acc = 0.6498
After round 129, test_loss = 1.3277, test_acc = 0.66
After round 130, test_loss = 1.3217, test_acc = 0.6719
After round 131, test_loss = 1.297, test_acc = 0.6627
After round 132, test_loss = 1.3155, test_acc = 0.6516
After round 133, test_loss = 1.3196, test_acc = 0.6556
After round 134, test_loss = 1.3222, test_acc = 0.6493
After round 135, test_loss = 1.3164, test_acc = 0.6631
After round 136, test_loss = 1.2938, test_acc = 0.6541
After round 137, test_loss = 1.2872, test_acc = 0.6578
After round 138, test_loss = 1.3062, test_acc = 0.6615
After round 139, test_loss = 1.3057, test_acc = 0.6666
After round 140, test_loss = 1.3061, test_acc = 0.6585
After round 141, test_loss = 1.3057, test_acc = 0.6648
After round 142, test_loss = 1.2986, test_acc = 0.6615
After round 143, test_loss = 1.2977, test_acc = 0.6554
After round 144, test_loss = 1.2595, test_acc = 0.6651
After round 145, test_loss = 1.2835, test_acc = 0.6541
After round 146, test_loss = 1.2815, test_acc = 0.65
After round 147, test_loss = 1.2778, test_acc = 0.6497
After round 148, test_loss = 1.2752, test_acc = 0.662
After round 149, test_loss = 1.2794, test_acc = 0.6546
After round 150, test_loss = 1.2798, test_acc = 0.6592
After round 151, test_loss = 1.2681, test_acc = 0.6616
After round 152, test_loss = 1.2609, test_acc = 0.6672
After round 153, test_loss = 1.2599, test_acc = 0.6631
After round 154, test_loss = 1.2592, test_acc = 0.6653
After round 155, test_loss = 1.2613, test_acc = 0.6613
After round 156, test_loss = 1.2608, test_acc = 0.6664
After round 157, test_loss = 1.2576, test_acc = 0.682
After round 158, test_loss = 1.2598, test_acc = 0.6718
After round 159, test_loss = 1.2251, test_acc = 0.6774
After round 160, test_loss = 1.2211, test_acc = 0.6742
After round 161, test_loss = 1.2353, test_acc = 0.6683
After round 162, test_loss = 1.2419, test_acc = 0.6737
After round 163, test_loss = 1.2508, test_acc = 0.6652
After round 164, test_loss = 1.2475, test_acc = 0.6691
After round 165, test_loss = 1.2426, test_acc = 0.6726
After round 166, test_loss = 1.2372, test_acc = 0.6924
After round 167, test_loss = 1.2385, test_acc = 0.6793
After round 168, test_loss = 1.2361, test_acc = 0.681
After round 169, test_loss = 1.2342, test_acc = 0.6762
After round 170, test_loss = 1.2318, test_acc = 0.6754
After round 171, test_loss = 1.2345, test_acc = 0.6728
After round 172, test_loss = 1.2331, test_acc = 0.6717
After round 173, test_loss = 1.2277, test_acc = 0.6766
After round 174, test_loss = 1.2293, test_acc = 0.682
After round 175, test_loss = 1.2211, test_acc = 0.7004
After round 176, test_loss = 1.2197, test_acc = 0.6927
After round 177, test_loss = 1.1938, test_acc = 0.6864
After round 178, test_loss = 1.2117, test_acc = 0.6776
After round 179, test_loss = 1.2212, test_acc = 0.6706
After round 180, test_loss = 1.2224, test_acc = 0.6769
After round 181, test_loss = 1.2167, test_acc = 0.6847
After round 182, test_loss = 1.2167, test_acc = 0.6866
After round 183, test_loss = 1.2163, test_acc = 0.69
After round 184, test_loss = 1.2055, test_acc = 0.7083
After round 185, test_loss = 1.2063, test_acc = 0.7029
After round 186, test_loss = 1.2015, test_acc = 0.7049
After round 187, test_loss = 1.2058, test_acc = 0.6942
After round 188, test_loss = 1.2006, test_acc = 0.6933
After round 189, test_loss = 1.2001, test_acc = 0.7013
After round 190, test_loss = 1.1927, test_acc = 0.6968
After round 191, test_loss = 1.1874, test_acc = 0.7032
After round 192, test_loss = 1.1883, test_acc = 0.7034
After round 193, test_loss = 1.173, test_acc = 0.7083
After round 194, test_loss = 1.1715, test_acc = 0.7065
After round 195, test_loss = 1.1682, test_acc = 0.7055
After round 196, test_loss = 1.1669, test_acc = 0.7093
After round 197, test_loss = 1.1684, test_acc = 0.7048
After round 198, test_loss = 1.1708, test_acc = 0.7007
After round 199, test_loss = 1.1645, test_acc = 0.7041
After round 200, test_loss = 1.1662, test_acc = 0.7007
After round 201, test_loss = 1.1714, test_acc = 0.6941
After round 202, test_loss = 1.1459, test_acc = 0.6929
After round 203, test_loss = 1.155, test_acc = 0.6896
After round 204, test_loss = 1.1565, test_acc = 0.6967
After round 205, test_loss = 1.1535, test_acc = 0.7024
After round 206, test_loss = 1.1415, test_acc = 0.7057
After round 207, test_loss = 1.1412, test_acc = 0.7012
After round 208, test_loss = 1.1378, test_acc = 0.7096
After round 209, test_loss = 1.1388, test_acc = 0.7015
After round 210, test_loss = 1.1416, test_acc = 0.6966
After round 211, test_loss = 1.1366, test_acc = 0.6931
After round 212, test_loss = 1.1367, test_acc = 0.6896
After round 213, test_loss = 1.139, test_acc = 0.69
After round 214, test_loss = 1.1341, test_acc = 0.7021
After round 215, test_loss = 1.14, test_acc = 0.6899
After round 216, test_loss = 1.1363, test_acc = 0.6942
After round 217, test_loss = 1.1285, test_acc = 0.7035
After round 218, test_loss = 1.1341, test_acc = 0.6988
After round 219, test_loss = 1.1355, test_acc = 0.6985
After round 220, test_loss = 1.1255, test_acc = 0.6957
After round 221, test_loss = 1.1225, test_acc = 0.6959
After round 222, test_loss = 1.1137, test_acc = 0.705
After round 223, test_loss = 1.1114, test_acc = 0.7031
After round 224, test_loss = 1.0862, test_acc = 0.6995
After round 225, test_loss = 1.0934, test_acc = 0.6985
After round 226, test_loss = 1.0965, test_acc = 0.6993
After round 227, test_loss = 1.1028, test_acc = 0.6987
After round 228, test_loss = 1.1041, test_acc = 0.6997
After round 229, test_loss = 1.1079, test_acc = 0.6979
After round 230, test_loss = 1.1047, test_acc = 0.6967
After round 231, test_loss = 1.1066, test_acc = 0.6956
After round 232, test_loss = 1.1056, test_acc = 0.6966
After round 233, test_loss = 1.0982, test_acc = 0.7007
After round 234, test_loss = 1.0681, test_acc = 0.6988
After round 235, test_loss = 1.0631, test_acc = 0.6981
After round 236, test_loss = 1.0768, test_acc = 0.6973
After round 237, test_loss = 1.0853, test_acc = 0.6948
After round 238, test_loss = 1.0828, test_acc = 0.6925
After round 239, test_loss = 1.0834, test_acc = 0.694
After round 240, test_loss = 1.0837, test_acc = 0.6933
After round 241, test_loss = 1.0592, test_acc = 0.6968
After round 242, test_loss = 1.0683, test_acc = 0.6987
After round 243, test_loss = 1.0427, test_acc = 0.7017
After round 244, test_loss = 1.0633, test_acc = 0.7005
After round 245, test_loss = 1.0698, test_acc = 0.704
After round 246, test_loss = 1.0705, test_acc = 0.7057
After round 247, test_loss = 1.0451, test_acc = 0.7064
After round 248, test_loss = 1.0436, test_acc = 0.7046
After round 249, test_loss = 1.0652, test_acc = 0.7067
After round 250, test_loss = 1.0621, test_acc = 0.7082
After round 251, test_loss = 1.069, test_acc = 0.7032
After round 252, test_loss = 1.0676, test_acc = 0.705
After round 253, test_loss = 1.0735, test_acc = 0.7001
After round 254, test_loss = 1.0698, test_acc = 0.7007
After round 255, test_loss = 1.0649, test_acc = 0.704
After round 256, test_loss = 1.0656, test_acc = 0.7047
After round 257, test_loss = 1.0662, test_acc = 0.7024
After round 258, test_loss = 1.0691, test_acc = 0.7013
After round 259, test_loss = 1.0725, test_acc = 0.6973
After round 260, test_loss = 1.0712, test_acc = 0.6989
