After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3264, test_acc = 0.1095
After round 2, test_loss = 2.2939, test_acc = 0.1701
After round 3, test_loss = 2.2707, test_acc = 0.2282
After round 4, test_loss = 2.252, test_acc = 0.2672
After round 5, test_loss = 2.2442, test_acc = 0.3071
After round 6, test_loss = 2.2314, test_acc = 0.3481
After round 7, test_loss = 2.2182, test_acc = 0.3664
After round 8, test_loss = 2.2046, test_acc = 0.3901
After round 9, test_loss = 2.1866, test_acc = 0.4537
After round 10, test_loss = 2.1809, test_acc = 0.4532
After round 11, test_loss = 2.1715, test_acc = 0.4386
After round 12, test_loss = 2.1563, test_acc = 0.423
After round 13, test_loss = 2.1383, test_acc = 0.487
After round 14, test_loss = 2.132, test_acc = 0.4742
After round 15, test_loss = 2.1129, test_acc = 0.5117
After round 16, test_loss = 2.1082, test_acc = 0.49
After round 17, test_loss = 2.0892, test_acc = 0.5191
After round 18, test_loss = 2.0844, test_acc = 0.5059
After round 19, test_loss = 2.0619, test_acc = 0.5211
After round 20, test_loss = 2.0538, test_acc = 0.5316
After round 21, test_loss = 2.045, test_acc = 0.5291
After round 22, test_loss = 2.0241, test_acc = 0.525
After round 23, test_loss = 2.0057, test_acc = 0.5226
After round 24, test_loss = 1.9958, test_acc = 0.5278
After round 25, test_loss = 1.9818, test_acc = 0.5244
After round 26, test_loss = 1.973, test_acc = 0.5233
After round 27, test_loss = 1.9634, test_acc = 0.5525
After round 28, test_loss = 1.9514, test_acc = 0.5582
After round 29, test_loss = 1.9381, test_acc = 0.5488
After round 30, test_loss = 1.9258, test_acc = 0.5502
After round 31, test_loss = 1.924, test_acc = 0.5623
After round 32, test_loss = 1.9053, test_acc = 0.5647
After round 33, test_loss = 1.8982, test_acc = 0.5627
After round 34, test_loss = 1.8804, test_acc = 0.575
After round 35, test_loss = 1.8681, test_acc = 0.5737
After round 36, test_loss = 1.8621, test_acc = 0.571
After round 37, test_loss = 1.859, test_acc = 0.5789
After round 38, test_loss = 1.8435, test_acc = 0.5714
After round 39, test_loss = 1.8379, test_acc = 0.5718
After round 40, test_loss = 1.8196, test_acc = 0.5827
After round 41, test_loss = 1.8121, test_acc = 0.5823
After round 42, test_loss = 1.8052, test_acc = 0.577
After round 43, test_loss = 1.8004, test_acc = 0.5748
After round 44, test_loss = 1.7919, test_acc = 0.5831
After round 45, test_loss = 1.7901, test_acc = 0.589
After round 46, test_loss = 1.7589, test_acc = 0.5807
After round 47, test_loss = 1.7557, test_acc = 0.5763
After round 48, test_loss = 1.7511, test_acc = 0.5873
After round 49, test_loss = 1.7518, test_acc = 0.5934
After round 50, test_loss = 1.7271, test_acc = 0.5844
After round 51, test_loss = 1.731, test_acc = 0.5941
After round 52, test_loss = 1.7215, test_acc = 0.5964
After round 53, test_loss = 1.7208, test_acc = 0.5976
After round 54, test_loss = 1.6877, test_acc = 0.5935
After round 55, test_loss = 1.7012, test_acc = 0.5965
After round 56, test_loss = 1.6931, test_acc = 0.5895
After round 57, test_loss = 1.688, test_acc = 0.5966
After round 58, test_loss = 1.6833, test_acc = 0.5993
After round 59, test_loss = 1.6869, test_acc = 0.5991
After round 60, test_loss = 1.6816, test_acc = 0.5973
After round 61, test_loss = 1.677, test_acc = 0.5976
After round 62, test_loss = 1.6686, test_acc = 0.5991
After round 63, test_loss = 1.6363, test_acc = 0.5996
After round 64, test_loss = 1.651, test_acc = 0.6017
After round 65, test_loss = 1.619, test_acc = 0.6037
After round 66, test_loss = 1.6026, test_acc = 0.6036
After round 67, test_loss = 1.6152, test_acc = 0.6115
After round 68, test_loss = 1.6161, test_acc = 0.6146
After round 69, test_loss = 1.6193, test_acc = 0.6097
After round 70, test_loss = 1.5851, test_acc = 0.6108
After round 71, test_loss = 1.5992, test_acc = 0.6145
After round 72, test_loss = 1.5987, test_acc = 0.6205
After round 73, test_loss = 1.5968, test_acc = 0.6191
After round 74, test_loss = 1.5972, test_acc = 0.6209
After round 75, test_loss = 1.5963, test_acc = 0.6249
After round 76, test_loss = 1.594, test_acc = 0.6278
After round 77, test_loss = 1.5701, test_acc = 0.6222
After round 78, test_loss = 1.5844, test_acc = 0.6252
After round 79, test_loss = 1.5839, test_acc = 0.6193
After round 80, test_loss = 1.565, test_acc = 0.6233
After round 81, test_loss = 1.561, test_acc = 0.6312
After round 82, test_loss = 1.5606, test_acc = 0.6315
After round 83, test_loss = 1.5623, test_acc = 0.6257
After round 84, test_loss = 1.5496, test_acc = 0.6223
After round 85, test_loss = 1.5504, test_acc = 0.6174
After round 86, test_loss = 1.5274, test_acc = 0.6187
After round 87, test_loss = 1.5291, test_acc = 0.6164
After round 88, test_loss = 1.5263, test_acc = 0.6204
After round 89, test_loss = 1.5173, test_acc = 0.6213
After round 90, test_loss = 1.5051, test_acc = 0.6285
After round 91, test_loss = 1.496, test_acc = 0.6213
After round 92, test_loss = 1.4957, test_acc = 0.6234
After round 93, test_loss = 1.4807, test_acc = 0.6176
