After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3224, test_acc = 0.1235
After round 2, test_loss = 2.2977, test_acc = 0.1899
After round 3, test_loss = 2.2777, test_acc = 0.2441
After round 4, test_loss = 2.2619, test_acc = 0.2604
After round 5, test_loss = 2.2462, test_acc = 0.3037
After round 6, test_loss = 2.2303, test_acc = 0.3427
After round 7, test_loss = 2.2149, test_acc = 0.361
After round 8, test_loss = 2.2017, test_acc = 0.3764
After round 9, test_loss = 2.1872, test_acc = 0.3973
After round 10, test_loss = 2.1791, test_acc = 0.4426
After round 11, test_loss = 2.1677, test_acc = 0.4353
After round 12, test_loss = 2.1551, test_acc = 0.4261
After round 13, test_loss = 2.1322, test_acc = 0.4611
After round 14, test_loss = 2.1284, test_acc = 0.4625
After round 15, test_loss = 2.1083, test_acc = 0.4971
After round 16, test_loss = 2.0963, test_acc = 0.5028
After round 17, test_loss = 2.0862, test_acc = 0.5091
After round 18, test_loss = 2.0822, test_acc = 0.503
After round 19, test_loss = 2.0609, test_acc = 0.5098
After round 20, test_loss = 2.0521, test_acc = 0.5211
After round 21, test_loss = 2.0339, test_acc = 0.5089
After round 22, test_loss = 2.0211, test_acc = 0.4997
After round 23, test_loss = 2.0049, test_acc = 0.5112
After round 24, test_loss = 1.999, test_acc = 0.5344
After round 25, test_loss = 1.9794, test_acc = 0.5146
After round 26, test_loss = 1.9689, test_acc = 0.5124
After round 27, test_loss = 1.9586, test_acc = 0.5455
After round 28, test_loss = 1.9473, test_acc = 0.5515
After round 29, test_loss = 1.9408, test_acc = 0.5515
After round 30, test_loss = 1.9296, test_acc = 0.5561
After round 31, test_loss = 1.9142, test_acc = 0.5532
After round 32, test_loss = 1.8876, test_acc = 0.5626
After round 33, test_loss = 1.8787, test_acc = 0.5624
After round 34, test_loss = 1.8815, test_acc = 0.5579
After round 35, test_loss = 1.8724, test_acc = 0.5654
After round 36, test_loss = 1.8657, test_acc = 0.5683
After round 37, test_loss = 1.8492, test_acc = 0.5615
After round 38, test_loss = 1.8329, test_acc = 0.5659
After round 39, test_loss = 1.8238, test_acc = 0.5701
After round 40, test_loss = 1.8167, test_acc = 0.5724
After round 41, test_loss = 1.8105, test_acc = 0.5735
After round 42, test_loss = 1.8007, test_acc = 0.5698
After round 43, test_loss = 1.7964, test_acc = 0.567
After round 44, test_loss = 1.7889, test_acc = 0.5756
After round 45, test_loss = 1.7867, test_acc = 0.5801
After round 46, test_loss = 1.7777, test_acc = 0.5779
After round 47, test_loss = 1.7477, test_acc = 0.5826
After round 48, test_loss = 1.7527, test_acc = 0.5864
After round 49, test_loss = 1.75, test_acc = 0.5866
After round 50, test_loss = 1.7473, test_acc = 0.5873
After round 51, test_loss = 1.7325, test_acc = 0.589
After round 52, test_loss = 1.7295, test_acc = 0.5859
After round 53, test_loss = 1.7197, test_acc = 0.5909
After round 54, test_loss = 1.7066, test_acc = 0.593
After round 55, test_loss = 1.6925, test_acc = 0.591
After round 56, test_loss = 1.6906, test_acc = 0.5929
After round 57, test_loss = 1.6872, test_acc = 0.5921
After round 58, test_loss = 1.6813, test_acc = 0.5952
