After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 178, test_loss = 1.2279, test_acc = 0.6804
After round 179, test_loss = 1.2314, test_acc = 0.677
After round 180, test_loss = 1.2302, test_acc = 0.6775
After round 181, test_loss = 1.2261, test_acc = 0.6816
After round 182, test_loss = 1.2113, test_acc = 0.6984
After round 183, test_loss = 1.2241, test_acc = 0.6899
After round 184, test_loss = 1.2187, test_acc = 0.6914
After round 185, test_loss = 1.212, test_acc = 0.6952
After round 186, test_loss = 1.207, test_acc = 0.6946
After round 187, test_loss = 1.2123, test_acc = 0.6898
After round 188, test_loss = 1.2134, test_acc = 0.6906
After round 189, test_loss = 1.2034, test_acc = 0.6887
After round 190, test_loss = 1.2004, test_acc = 0.6906
After round 191, test_loss = 1.1958, test_acc = 0.6951
After round 192, test_loss = 1.197, test_acc = 0.6967
After round 193, test_loss = 1.173, test_acc = 0.7083
After round 194, test_loss = 1.178, test_acc = 0.7008
After round 195, test_loss = 1.176, test_acc = 0.6996
After round 196, test_loss = 1.1773, test_acc = 0.6994
After round 197, test_loss = 1.1786, test_acc = 0.6962
After round 198, test_loss = 1.1801, test_acc = 0.6954
After round 199, test_loss = 1.1767, test_acc = 0.6958
After round 200, test_loss = 1.1774, test_acc = 0.6948
After round 201, test_loss = 1.1816, test_acc = 0.6908
After round 202, test_loss = 1.1695, test_acc = 0.7034
After round 203, test_loss = 1.1672, test_acc = 0.6906
After round 204, test_loss = 1.1683, test_acc = 0.691
After round 205, test_loss = 1.1661, test_acc = 0.6947
After round 206, test_loss = 1.153, test_acc = 0.6938
After round 207, test_loss = 1.1496, test_acc = 0.6948
After round 208, test_loss = 1.1533, test_acc = 0.6934
After round 209, test_loss = 1.1504, test_acc = 0.6945
After round 210, test_loss = 1.1518, test_acc = 0.6899
After round 211, test_loss = 1.146, test_acc = 0.6889
After round 212, test_loss = 1.1465, test_acc = 0.6879
After round 213, test_loss = 1.1482, test_acc = 0.6888
After round 214, test_loss = 1.1474, test_acc = 0.6887
After round 215, test_loss = 1.1237, test_acc = 0.6872
After round 216, test_loss = 1.1416, test_acc = 0.69
After round 217, test_loss = 1.1452, test_acc = 0.692
After round 218, test_loss = 1.1467, test_acc = 0.6935
After round 219, test_loss = 1.1483, test_acc = 0.696
After round 220, test_loss = 1.1374, test_acc = 0.6926
After round 221, test_loss = 1.1115, test_acc = 0.6934
After round 222, test_loss = 1.1204, test_acc = 0.6942
After round 223, test_loss = 1.123, test_acc = 0.6962
After round 224, test_loss = 1.1252, test_acc = 0.6967
After round 225, test_loss = 1.1159, test_acc = 0.696
After round 226, test_loss = 1.1135, test_acc = 0.6962
After round 227, test_loss = 1.1176, test_acc = 0.695
After round 228, test_loss = 1.1193, test_acc = 0.6957
After round 229, test_loss = 1.1215, test_acc = 0.6956
After round 230, test_loss = 1.1197, test_acc = 0.6966
After round 231, test_loss = 1.1212, test_acc = 0.6959
After round 232, test_loss = 1.1115, test_acc = 0.6956
After round 233, test_loss = 1.1157, test_acc = 0.6913
After round 234, test_loss = 1.111, test_acc = 0.6935
After round 235, test_loss = 1.1096, test_acc = 0.6958
After round 236, test_loss = 1.0974, test_acc = 0.6952
After round 237, test_loss = 1.0995, test_acc = 0.6929
After round 238, test_loss = 1.0959, test_acc = 0.6937
After round 239, test_loss = 1.0977, test_acc = 0.6933
After round 240, test_loss = 1.0955, test_acc = 0.6923
After round 241, test_loss = 1.0932, test_acc = 0.694
After round 242, test_loss = 1.0839, test_acc = 0.6936
After round 243, test_loss = 1.0852, test_acc = 0.6964
After round 244, test_loss = 1.0794, test_acc = 0.6964
After round 245, test_loss = 1.0826, test_acc = 0.6974
After round 246, test_loss = 1.0836, test_acc = 0.6993
After round 247, test_loss = 1.082, test_acc = 0.7011
After round 248, test_loss = 1.0852, test_acc = 0.7009
After round 249, test_loss = 1.0868, test_acc = 0.7018
After round 250, test_loss = 1.0769, test_acc = 0.7032
After round 251, test_loss = 1.0816, test_acc = 0.7014
After round 252, test_loss = 1.0561, test_acc = 0.7016
After round 253, test_loss = 1.0789, test_acc = 0.6989
After round 254, test_loss = 1.0805, test_acc = 0.7
After round 255, test_loss = 1.0793, test_acc = 0.7008
After round 256, test_loss = 1.0808, test_acc = 0.6999
After round 257, test_loss = 1.0842, test_acc = 0.6986
After round 258, test_loss = 1.0839, test_acc = 0.6987
After round 259, test_loss = 1.0871, test_acc = 0.698
After round 260, test_loss = 1.0871, test_acc = 0.6976
