After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 209, test_loss = 0.8399, test_acc = 0.8408
After round 210, test_loss = 0.838, test_acc = 0.8412
After round 211, test_loss = 0.8361, test_acc = 0.8413
After round 212, test_loss = 0.8343, test_acc = 0.8415
After round 213, test_loss = 0.8325, test_acc = 0.8411
After round 214, test_loss = 0.8307, test_acc = 0.8412
After round 215, test_loss = 0.829, test_acc = 0.842
After round 216, test_loss = 0.8274, test_acc = 0.8422
After round 217, test_loss = 0.8256, test_acc = 0.844
After round 218, test_loss = 0.8238, test_acc = 0.8435
After round 219, test_loss = 0.8221, test_acc = 0.8448
After round 220, test_loss = 0.8205, test_acc = 0.8431
After round 221, test_loss = 0.8188, test_acc = 0.8438
After round 222, test_loss = 0.8171, test_acc = 0.8426
After round 223, test_loss = 0.8155, test_acc = 0.8425
After round 224, test_loss = 0.8139, test_acc = 0.8424
After round 225, test_loss = 0.8122, test_acc = 0.8433
After round 226, test_loss = 0.8106, test_acc = 0.8438
After round 227, test_loss = 0.8091, test_acc = 0.8439
After round 228, test_loss = 0.8074, test_acc = 0.8446
After round 229, test_loss = 0.8059, test_acc = 0.8442
After round 230, test_loss = 0.8043, test_acc = 0.8453
After round 231, test_loss = 0.803, test_acc = 0.8444
After round 232, test_loss = 0.8014, test_acc = 0.8448
After round 233, test_loss = 0.8, test_acc = 0.8459
After round 234, test_loss = 0.7985, test_acc = 0.8457
After round 235, test_loss = 0.7969, test_acc = 0.8452
After round 236, test_loss = 0.7954, test_acc = 0.8461
After round 237, test_loss = 0.7937, test_acc = 0.8466
After round 238, test_loss = 0.7922, test_acc = 0.8468
After round 239, test_loss = 0.7907, test_acc = 0.8473
After round 240, test_loss = 0.7893, test_acc = 0.8476
After round 241, test_loss = 0.7879, test_acc = 0.8477
After round 242, test_loss = 0.7864, test_acc = 0.8476
After round 243, test_loss = 0.7849, test_acc = 0.8487
After round 244, test_loss = 0.7835, test_acc = 0.8491
After round 245, test_loss = 0.7821, test_acc = 0.8496
After round 246, test_loss = 0.7806, test_acc = 0.8486
After round 247, test_loss = 0.7792, test_acc = 0.8489
After round 248, test_loss = 0.7778, test_acc = 0.8492
After round 249, test_loss = 0.7764, test_acc = 0.8488
After round 250, test_loss = 0.775, test_acc = 0.8482
After round 251, test_loss = 0.7736, test_acc = 0.8484
After round 252, test_loss = 0.7721, test_acc = 0.8491
After round 253, test_loss = 0.7708, test_acc = 0.8492
After round 254, test_loss = 0.7694, test_acc = 0.8496
After round 255, test_loss = 0.7682, test_acc = 0.8496
After round 256, test_loss = 0.7669, test_acc = 0.8502
After round 257, test_loss = 0.7655, test_acc = 0.8502
After round 258, test_loss = 0.7642, test_acc = 0.85
After round 259, test_loss = 0.763, test_acc = 0.8497
After round 260, test_loss = 0.7617, test_acc = 0.8501
