After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3162, test_acc = 0.1131
After round 2, test_loss = 2.2941, test_acc = 0.1427
After round 3, test_loss = 2.2733, test_acc = 0.1767
After round 4, test_loss = 2.2514, test_acc = 0.2212
After round 5, test_loss = 2.2292, test_acc = 0.252
After round 6, test_loss = 2.2091, test_acc = 0.2848
After round 7, test_loss = 2.1887, test_acc = 0.3254
After round 8, test_loss = 2.1685, test_acc = 0.364
After round 9, test_loss = 2.1483, test_acc = 0.3995
After round 10, test_loss = 2.1292, test_acc = 0.4313
After round 11, test_loss = 2.111, test_acc = 0.455
After round 12, test_loss = 2.0907, test_acc = 0.4847
After round 13, test_loss = 2.0714, test_acc = 0.5147
After round 14, test_loss = 2.0531, test_acc = 0.5287
After round 15, test_loss = 2.0361, test_acc = 0.5519
After round 16, test_loss = 2.0185, test_acc = 0.5748
After round 17, test_loss = 2.0011, test_acc = 0.5954
After round 18, test_loss = 1.9843, test_acc = 0.6065
After round 19, test_loss = 1.9673, test_acc = 0.622
After round 20, test_loss = 1.9505, test_acc = 0.635
After round 21, test_loss = 1.9344, test_acc = 0.646
After round 22, test_loss = 1.9188, test_acc = 0.6547
After round 23, test_loss = 1.9031, test_acc = 0.6612
After round 24, test_loss = 1.8874, test_acc = 0.672
After round 25, test_loss = 1.8719, test_acc = 0.6806
After round 26, test_loss = 1.8563, test_acc = 0.6886
After round 27, test_loss = 1.8412, test_acc = 0.69
After round 28, test_loss = 1.8267, test_acc = 0.692
After round 29, test_loss = 1.8119, test_acc = 0.7021
After round 30, test_loss = 1.797, test_acc = 0.6979
After round 31, test_loss = 1.7826, test_acc = 0.7037
After round 32, test_loss = 1.7692, test_acc = 0.7083
After round 33, test_loss = 1.7551, test_acc = 0.7141
After round 34, test_loss = 1.7416, test_acc = 0.7189
After round 35, test_loss = 1.7283, test_acc = 0.7245
After round 36, test_loss = 1.7155, test_acc = 0.7279
After round 37, test_loss = 1.7025, test_acc = 0.7301
After round 38, test_loss = 1.6899, test_acc = 0.7333
After round 39, test_loss = 1.6781, test_acc = 0.7352
After round 40, test_loss = 1.6655, test_acc = 0.7386
After round 41, test_loss = 1.6534, test_acc = 0.7452
After round 42, test_loss = 1.6415, test_acc = 0.7459
After round 43, test_loss = 1.6298, test_acc = 0.7489
After round 44, test_loss = 1.6178, test_acc = 0.7533
After round 45, test_loss = 1.6069, test_acc = 0.7548
After round 46, test_loss = 1.596, test_acc = 0.754
After round 47, test_loss = 1.5847, test_acc = 0.7579
After round 48, test_loss = 1.5737, test_acc = 0.76
After round 49, test_loss = 1.563, test_acc = 0.7599
After round 50, test_loss = 1.5528, test_acc = 0.7617
After round 51, test_loss = 1.5428, test_acc = 0.7654
After round 52, test_loss = 1.5321, test_acc = 0.7678
After round 53, test_loss = 1.522, test_acc = 0.769
After round 54, test_loss = 1.512, test_acc = 0.7675
After round 55, test_loss = 1.5023, test_acc = 0.769
After round 56, test_loss = 1.4927, test_acc = 0.7693
After round 57, test_loss = 1.4833, test_acc = 0.7717
After round 58, test_loss = 1.4739, test_acc = 0.7713
After round 59, test_loss = 1.4649, test_acc = 0.7737
After round 60, test_loss = 1.4552, test_acc = 0.7739
After round 61, test_loss = 1.4461, test_acc = 0.7759
After round 62, test_loss = 1.4372, test_acc = 0.7792
After round 63, test_loss = 1.4291, test_acc = 0.7789
After round 64, test_loss = 1.4203, test_acc = 0.782
After round 65, test_loss = 1.4119, test_acc = 0.7824
After round 66, test_loss = 1.4032, test_acc = 0.7848
After round 67, test_loss = 1.3949, test_acc = 0.7893
After round 68, test_loss = 1.3867, test_acc = 0.7884
After round 69, test_loss = 1.3786, test_acc = 0.7873
After round 70, test_loss = 1.3714, test_acc = 0.7868
After round 71, test_loss = 1.3633, test_acc = 0.7897
After round 72, test_loss = 1.3558, test_acc = 0.7904
After round 73, test_loss = 1.3484, test_acc = 0.7874
After round 74, test_loss = 1.3408, test_acc = 0.7902
After round 75, test_loss = 1.3336, test_acc = 0.7902
After round 76, test_loss = 1.3264, test_acc = 0.7918
After round 77, test_loss = 1.3197, test_acc = 0.7933
After round 78, test_loss = 1.3123, test_acc = 0.7937
After round 79, test_loss = 1.3052, test_acc = 0.7935
After round 80, test_loss = 1.2983, test_acc = 0.7952
After round 81, test_loss = 1.2913, test_acc = 0.7957
After round 82, test_loss = 1.2845, test_acc = 0.7969
After round 83, test_loss = 1.2778, test_acc = 0.7981
After round 84, test_loss = 1.2714, test_acc = 0.7999
After round 85, test_loss = 1.2651, test_acc = 0.7985
After round 86, test_loss = 1.2585, test_acc = 0.7991
After round 87, test_loss = 1.2523, test_acc = 0.7991
After round 88, test_loss = 1.2463, test_acc = 0.7994
After round 89, test_loss = 1.24, test_acc = 0.8012
After round 90, test_loss = 1.234, test_acc = 0.8026
After round 91, test_loss = 1.2281, test_acc = 0.8022
After round 92, test_loss = 1.222, test_acc = 0.8054
After round 93, test_loss = 1.2164, test_acc = 0.8069
After round 94, test_loss = 1.2107, test_acc = 0.8092
After round 95, test_loss = 1.2052, test_acc = 0.8095
After round 96, test_loss = 1.1993, test_acc = 0.8088
After round 97, test_loss = 1.1939, test_acc = 0.8084
After round 98, test_loss = 1.1885, test_acc = 0.8079
After round 99, test_loss = 1.1831, test_acc = 0.8087
After round 100, test_loss = 1.1778, test_acc = 0.8097
After round 101, test_loss = 1.1726, test_acc = 0.8073
After round 102, test_loss = 1.1673, test_acc = 0.8095
After round 103, test_loss = 1.1621, test_acc = 0.8114
After round 104, test_loss = 1.157, test_acc = 0.8139
After round 105, test_loss = 1.1522, test_acc = 0.8124
After round 106, test_loss = 1.1473, test_acc = 0.8111
After round 107, test_loss = 1.1425, test_acc = 0.8133
After round 108, test_loss = 1.1378, test_acc = 0.8146
After round 109, test_loss = 1.133, test_acc = 0.8149
After round 110, test_loss = 1.1285, test_acc = 0.8153
After round 111, test_loss = 1.124, test_acc = 0.8142
After round 112, test_loss = 1.1194, test_acc = 0.8156
After round 113, test_loss = 1.1147, test_acc = 0.8165
After round 114, test_loss = 1.1101, test_acc = 0.8166
After round 115, test_loss = 1.1057, test_acc = 0.8172
After round 116, test_loss = 1.1013, test_acc = 0.8179
After round 117, test_loss = 1.0972, test_acc = 0.8173
After round 118, test_loss = 1.0928, test_acc = 0.8186
After round 119, test_loss = 1.0886, test_acc = 0.8184
After round 120, test_loss = 1.0846, test_acc = 0.8187
After round 121, test_loss = 1.0805, test_acc = 0.8191
After round 122, test_loss = 1.0761, test_acc = 0.8202
After round 123, test_loss = 1.0722, test_acc = 0.82
After round 124, test_loss = 1.0683, test_acc = 0.8201
After round 125, test_loss = 1.0644, test_acc = 0.8197
After round 126, test_loss = 1.0605, test_acc = 0.8211
After round 127, test_loss = 1.0566, test_acc = 0.8218
After round 128, test_loss = 1.0529, test_acc = 0.8216
After round 129, test_loss = 1.0491, test_acc = 0.8219
After round 130, test_loss = 1.0453, test_acc = 0.8217
After round 131, test_loss = 1.0417, test_acc = 0.822
After round 132, test_loss = 1.0381, test_acc = 0.8221
After round 133, test_loss = 1.0344, test_acc = 0.8224
After round 134, test_loss = 1.0308, test_acc = 0.822
After round 135, test_loss = 1.0273, test_acc = 0.8233
After round 136, test_loss = 1.024, test_acc = 0.8237
After round 137, test_loss = 1.0203, test_acc = 0.8259
After round 138, test_loss = 1.0169, test_acc = 0.8261
After round 139, test_loss = 1.0136, test_acc = 0.8252
After round 140, test_loss = 1.0102, test_acc = 0.8253
After round 141, test_loss = 1.007, test_acc = 0.824
After round 142, test_loss = 1.0039, test_acc = 0.8232
After round 143, test_loss = 1.0007, test_acc = 0.8232
After round 144, test_loss = 0.9973, test_acc = 0.8233
After round 145, test_loss = 0.994, test_acc = 0.8254
After round 146, test_loss = 0.9909, test_acc = 0.8251
After round 147, test_loss = 0.9879, test_acc = 0.825
After round 148, test_loss = 0.9849, test_acc = 0.8245
After round 149, test_loss = 0.9821, test_acc = 0.8243
After round 150, test_loss = 0.9788, test_acc = 0.8242
After round 151, test_loss = 0.9757, test_acc = 0.8255
After round 152, test_loss = 0.9726, test_acc = 0.827
After round 153, test_loss = 0.9695, test_acc = 0.8272
After round 154, test_loss = 0.9665, test_acc = 0.8289
After round 155, test_loss = 0.9635, test_acc = 0.8293
After round 156, test_loss = 0.9607, test_acc = 0.8296
After round 157, test_loss = 0.9577, test_acc = 0.8295
After round 158, test_loss = 0.9547, test_acc = 0.8302
After round 159, test_loss = 0.9519, test_acc = 0.8297
After round 160, test_loss = 0.9491, test_acc = 0.8305
After round 161, test_loss = 0.9462, test_acc = 0.8303
After round 162, test_loss = 0.9433, test_acc = 0.8317
After round 163, test_loss = 0.9407, test_acc = 0.8327
After round 164, test_loss = 0.9381, test_acc = 0.8326
After round 165, test_loss = 0.9353, test_acc = 0.8328
After round 166, test_loss = 0.9328, test_acc = 0.8334
After round 167, test_loss = 0.9302, test_acc = 0.8344
After round 168, test_loss = 0.9276, test_acc = 0.8349
After round 169, test_loss = 0.9251, test_acc = 0.8359
After round 170, test_loss = 0.9225, test_acc = 0.836
After round 171, test_loss = 0.9202, test_acc = 0.8357
After round 172, test_loss = 0.9177, test_acc = 0.8354
After round 173, test_loss = 0.9152, test_acc = 0.8362
After round 174, test_loss = 0.9128, test_acc = 0.8359
After round 175, test_loss = 0.9102, test_acc = 0.8354
After round 176, test_loss = 0.908, test_acc = 0.8361
After round 177, test_loss = 0.9056, test_acc = 0.8369
After round 178, test_loss = 0.9032, test_acc = 0.8358
After round 179, test_loss = 0.9009, test_acc = 0.8359
After round 180, test_loss = 0.8986, test_acc = 0.8362
After round 181, test_loss = 0.8963, test_acc = 0.8353
After round 182, test_loss = 0.8941, test_acc = 0.8359
After round 183, test_loss = 0.8919, test_acc = 0.8363
After round 184, test_loss = 0.8897, test_acc = 0.8378
After round 185, test_loss = 0.8875, test_acc = 0.8383
After round 186, test_loss = 0.8852, test_acc = 0.8369
After round 187, test_loss = 0.8833, test_acc = 0.8374
After round 188, test_loss = 0.8812, test_acc = 0.8366
After round 189, test_loss = 0.8789, test_acc = 0.8374
After round 190, test_loss = 0.8767, test_acc = 0.8386
After round 191, test_loss = 0.8745, test_acc = 0.8384
After round 192, test_loss = 0.8725, test_acc = 0.8381
After round 193, test_loss = 0.8704, test_acc = 0.8382
After round 194, test_loss = 0.8683, test_acc = 0.8379
After round 195, test_loss = 0.8663, test_acc = 0.8387
After round 196, test_loss = 0.8642, test_acc = 0.8377
After round 197, test_loss = 0.8624, test_acc = 0.8381
After round 198, test_loss = 0.8603, test_acc = 0.8395
After round 199, test_loss = 0.8584, test_acc = 0.8377
After round 200, test_loss = 0.8565, test_acc = 0.8379
After round 201, test_loss = 0.8547, test_acc = 0.8381
After round 202, test_loss = 0.8528, test_acc = 0.8392
After round 203, test_loss = 0.8508, test_acc = 0.8384
After round 204, test_loss = 0.849, test_acc = 0.839
After round 205, test_loss = 0.8473, test_acc = 0.8392
After round 206, test_loss = 0.8453, test_acc = 0.8393
After round 207, test_loss = 0.8436, test_acc = 0.8402
After round 208, test_loss = 0.8419, test_acc = 0.841
