After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3173, test_acc = 0.1125
After round 2, test_loss = 2.2943, test_acc = 0.1414
After round 3, test_loss = 2.2723, test_acc = 0.1773
After round 4, test_loss = 2.251, test_acc = 0.2118
After round 5, test_loss = 2.2299, test_acc = 0.2577
After round 6, test_loss = 2.2091, test_acc = 0.2883
After round 7, test_loss = 2.1891, test_acc = 0.3143
After round 8, test_loss = 2.1688, test_acc = 0.3493
After round 9, test_loss = 2.149, test_acc = 0.3795
After round 10, test_loss = 2.1298, test_acc = 0.4234
After round 11, test_loss = 2.1114, test_acc = 0.4516
After round 12, test_loss = 2.092, test_acc = 0.4838
After round 13, test_loss = 2.0736, test_acc = 0.5136
After round 14, test_loss = 2.0554, test_acc = 0.5356
After round 15, test_loss = 2.0376, test_acc = 0.5606
After round 16, test_loss = 2.0198, test_acc = 0.5752
After round 17, test_loss = 2.0025, test_acc = 0.5983
After round 18, test_loss = 1.9851, test_acc = 0.6069
After round 19, test_loss = 1.9685, test_acc = 0.6244
After round 20, test_loss = 1.9516, test_acc = 0.6338
After round 21, test_loss = 1.935, test_acc = 0.6437
After round 22, test_loss = 1.9189, test_acc = 0.6495
After round 23, test_loss = 1.9033, test_acc = 0.6611
After round 24, test_loss = 1.8875, test_acc = 0.6693
After round 25, test_loss = 1.8721, test_acc = 0.6745
After round 26, test_loss = 1.8568, test_acc = 0.6815
After round 27, test_loss = 1.8418, test_acc = 0.6846
After round 28, test_loss = 1.8275, test_acc = 0.6895
After round 29, test_loss = 1.8124, test_acc = 0.6944
After round 30, test_loss = 1.7979, test_acc = 0.7004
After round 31, test_loss = 1.7837, test_acc = 0.6988
After round 32, test_loss = 1.7696, test_acc = 0.703
After round 33, test_loss = 1.7559, test_acc = 0.708
After round 34, test_loss = 1.7423, test_acc = 0.715
After round 35, test_loss = 1.7288, test_acc = 0.7228
After round 36, test_loss = 1.716, test_acc = 0.7238
After round 37, test_loss = 1.7033, test_acc = 0.7254
After round 38, test_loss = 1.6908, test_acc = 0.7292
After round 39, test_loss = 1.6784, test_acc = 0.7337
After round 40, test_loss = 1.666, test_acc = 0.7362
After round 41, test_loss = 1.6541, test_acc = 0.7411
After round 42, test_loss = 1.6417, test_acc = 0.7448
After round 43, test_loss = 1.6299, test_acc = 0.7483
After round 44, test_loss = 1.6184, test_acc = 0.7498
After round 45, test_loss = 1.6071, test_acc = 0.7517
After round 46, test_loss = 1.5963, test_acc = 0.7564
After round 47, test_loss = 1.585, test_acc = 0.7571
After round 48, test_loss = 1.5739, test_acc = 0.7592
After round 49, test_loss = 1.5631, test_acc = 0.7563
After round 50, test_loss = 1.5528, test_acc = 0.7609
After round 51, test_loss = 1.5427, test_acc = 0.762
After round 52, test_loss = 1.5323, test_acc = 0.7678
After round 53, test_loss = 1.522, test_acc = 0.7672
After round 54, test_loss = 1.5122, test_acc = 0.7692
After round 55, test_loss = 1.5023, test_acc = 0.7708
After round 56, test_loss = 1.4925, test_acc = 0.7701
After round 57, test_loss = 1.4831, test_acc = 0.7716
After round 58, test_loss = 1.4739, test_acc = 0.7731
After round 59, test_loss = 1.4647, test_acc = 0.7733
After round 60, test_loss = 1.4551, test_acc = 0.7752
After round 61, test_loss = 1.4463, test_acc = 0.7756
After round 62, test_loss = 1.4371, test_acc = 0.777
After round 63, test_loss = 1.4284, test_acc = 0.7769
After round 64, test_loss = 1.4197, test_acc = 0.7798
After round 65, test_loss = 1.4109, test_acc = 0.7793
After round 66, test_loss = 1.4024, test_acc = 0.7841
After round 67, test_loss = 1.3944, test_acc = 0.7851
After round 68, test_loss = 1.3865, test_acc = 0.7844
After round 69, test_loss = 1.3785, test_acc = 0.7855
