After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 134, test_loss = 1.0307, test_acc = 0.8225
After round 135, test_loss = 1.0272, test_acc = 0.8232
After round 136, test_loss = 1.0239, test_acc = 0.8247
After round 137, test_loss = 1.0203, test_acc = 0.8259
After round 138, test_loss = 1.0169, test_acc = 0.8254
After round 139, test_loss = 1.0137, test_acc = 0.8252
After round 140, test_loss = 1.0102, test_acc = 0.8253
After round 141, test_loss = 1.007, test_acc = 0.8243
After round 142, test_loss = 1.0038, test_acc = 0.8234
After round 143, test_loss = 1.0008, test_acc = 0.8229
After round 144, test_loss = 0.9973, test_acc = 0.8241
After round 145, test_loss = 0.994, test_acc = 0.8254
After round 146, test_loss = 0.991, test_acc = 0.8248
After round 147, test_loss = 0.988, test_acc = 0.824
After round 148, test_loss = 0.985, test_acc = 0.823
After round 149, test_loss = 0.9819, test_acc = 0.8252
After round 150, test_loss = 0.9788, test_acc = 0.8245
After round 151, test_loss = 0.9757, test_acc = 0.8255
After round 152, test_loss = 0.9726, test_acc = 0.827
After round 153, test_loss = 0.9695, test_acc = 0.827
After round 154, test_loss = 0.9664, test_acc = 0.8289
After round 155, test_loss = 0.9635, test_acc = 0.8286
After round 156, test_loss = 0.9606, test_acc = 0.8301
After round 157, test_loss = 0.9576, test_acc = 0.8302
After round 158, test_loss = 0.9547, test_acc = 0.8296
After round 159, test_loss = 0.9518, test_acc = 0.8301
After round 160, test_loss = 0.9491, test_acc = 0.8305
After round 161, test_loss = 0.9463, test_acc = 0.8296
After round 162, test_loss = 0.9432, test_acc = 0.8319
After round 163, test_loss = 0.9407, test_acc = 0.8332
After round 164, test_loss = 0.938, test_acc = 0.8324
After round 165, test_loss = 0.9353, test_acc = 0.8328
After round 166, test_loss = 0.9328, test_acc = 0.8338
After round 167, test_loss = 0.9302, test_acc = 0.8347
After round 168, test_loss = 0.9277, test_acc = 0.8345
After round 169, test_loss = 0.9251, test_acc = 0.836
After round 170, test_loss = 0.9225, test_acc = 0.8362
After round 171, test_loss = 0.9202, test_acc = 0.8361
After round 172, test_loss = 0.9178, test_acc = 0.8358
After round 173, test_loss = 0.9152, test_acc = 0.8362
After round 174, test_loss = 0.9128, test_acc = 0.8362
After round 175, test_loss = 0.9103, test_acc = 0.8355
After round 176, test_loss = 0.908, test_acc = 0.8359
After round 177, test_loss = 0.9056, test_acc = 0.8362
After round 178, test_loss = 0.9032, test_acc = 0.8359
After round 179, test_loss = 0.9009, test_acc = 0.8358
After round 180, test_loss = 0.8986, test_acc = 0.8356
After round 181, test_loss = 0.8963, test_acc = 0.8364
After round 182, test_loss = 0.894, test_acc = 0.8354
After round 183, test_loss = 0.8918, test_acc = 0.8359
After round 184, test_loss = 0.8896, test_acc = 0.8371
After round 185, test_loss = 0.8875, test_acc = 0.8379
After round 186, test_loss = 0.8852, test_acc = 0.8374
After round 187, test_loss = 0.8832, test_acc = 0.837
After round 188, test_loss = 0.8812, test_acc = 0.8367
After round 189, test_loss = 0.8788, test_acc = 0.8376
After round 190, test_loss = 0.8767, test_acc = 0.8387
After round 191, test_loss = 0.8745, test_acc = 0.8384
After round 192, test_loss = 0.8725, test_acc = 0.8384
After round 193, test_loss = 0.8705, test_acc = 0.8381
After round 194, test_loss = 0.8683, test_acc = 0.838
After round 195, test_loss = 0.8663, test_acc = 0.8382
After round 196, test_loss = 0.8642, test_acc = 0.8382
After round 197, test_loss = 0.8624, test_acc = 0.8386
After round 198, test_loss = 0.8604, test_acc = 0.8387
After round 199, test_loss = 0.8583, test_acc = 0.8383
After round 200, test_loss = 0.8565, test_acc = 0.8385
After round 201, test_loss = 0.8548, test_acc = 0.8378
After round 202, test_loss = 0.8528, test_acc = 0.8392
After round 203, test_loss = 0.8509, test_acc = 0.8387
After round 204, test_loss = 0.849, test_acc = 0.8391
After round 205, test_loss = 0.8473, test_acc = 0.8393
After round 206, test_loss = 0.8455, test_acc = 0.8394
After round 207, test_loss = 0.8436, test_acc = 0.8403
After round 208, test_loss = 0.8418, test_acc = 0.841
After round 209, test_loss = 0.84, test_acc = 0.8407
After round 210, test_loss = 0.838, test_acc = 0.8416
After round 211, test_loss = 0.8361, test_acc = 0.842
After round 212, test_loss = 0.8343, test_acc = 0.8419
After round 213, test_loss = 0.8325, test_acc = 0.8412
After round 214, test_loss = 0.8307, test_acc = 0.8421
After round 215, test_loss = 0.829, test_acc = 0.842
After round 216, test_loss = 0.8273, test_acc = 0.842
After round 217, test_loss = 0.8256, test_acc = 0.8428
After round 218, test_loss = 0.8237, test_acc = 0.844
After round 219, test_loss = 0.822, test_acc = 0.8451
After round 220, test_loss = 0.8205, test_acc = 0.8433
After round 221, test_loss = 0.8188, test_acc = 0.8438
After round 222, test_loss = 0.8171, test_acc = 0.8425
After round 223, test_loss = 0.8155, test_acc = 0.8422
After round 224, test_loss = 0.8139, test_acc = 0.8423
After round 225, test_loss = 0.8121, test_acc = 0.844
After round 226, test_loss = 0.8106, test_acc = 0.8431
After round 227, test_loss = 0.8092, test_acc = 0.844
After round 228, test_loss = 0.8075, test_acc = 0.8439
After round 229, test_loss = 0.806, test_acc = 0.8442
After round 230, test_loss = 0.8044, test_acc = 0.8453
After round 231, test_loss = 0.803, test_acc = 0.8443
After round 232, test_loss = 0.8015, test_acc = 0.8453
After round 233, test_loss = 0.8, test_acc = 0.8451
After round 234, test_loss = 0.7984, test_acc = 0.845
After round 235, test_loss = 0.7968, test_acc = 0.8457
After round 236, test_loss = 0.7954, test_acc = 0.8461
After round 237, test_loss = 0.7938, test_acc = 0.8466
After round 238, test_loss = 0.7922, test_acc = 0.8464
After round 239, test_loss = 0.7908, test_acc = 0.8469
After round 240, test_loss = 0.7894, test_acc = 0.8472
After round 241, test_loss = 0.7879, test_acc = 0.8476
After round 242, test_loss = 0.7864, test_acc = 0.8472
After round 243, test_loss = 0.7849, test_acc = 0.8489
After round 244, test_loss = 0.7835, test_acc = 0.8492
After round 245, test_loss = 0.7821, test_acc = 0.8489
After round 246, test_loss = 0.7807, test_acc = 0.8488
After round 247, test_loss = 0.7792, test_acc = 0.8487
After round 248, test_loss = 0.7778, test_acc = 0.849
After round 249, test_loss = 0.7764, test_acc = 0.8483
After round 250, test_loss = 0.775, test_acc = 0.8487
After round 251, test_loss = 0.7736, test_acc = 0.8488
After round 252, test_loss = 0.7722, test_acc = 0.8486
After round 253, test_loss = 0.7708, test_acc = 0.8488
After round 254, test_loss = 0.7694, test_acc = 0.8496
After round 255, test_loss = 0.768, test_acc = 0.8499
After round 256, test_loss = 0.7668, test_acc = 0.8502
After round 257, test_loss = 0.7655, test_acc = 0.8498
After round 258, test_loss = 0.7643, test_acc = 0.8497
After round 259, test_loss = 0.763, test_acc = 0.8498
After round 260, test_loss = 0.7618, test_acc = 0.8502
