After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3169, test_acc = 0.114
After round 2, test_loss = 2.2944, test_acc = 0.1442
After round 3, test_loss = 2.2738, test_acc = 0.1783
After round 4, test_loss = 2.2524, test_acc = 0.2177
After round 5, test_loss = 2.2301, test_acc = 0.2563
After round 6, test_loss = 2.2094, test_acc = 0.2844
After round 7, test_loss = 2.1894, test_acc = 0.3248
After round 8, test_loss = 2.1685, test_acc = 0.3576
After round 9, test_loss = 2.1486, test_acc = 0.3938
After round 10, test_loss = 2.1292, test_acc = 0.4312
After round 11, test_loss = 2.1108, test_acc = 0.4579
After round 12, test_loss = 2.0907, test_acc = 0.4858
After round 13, test_loss = 2.0717, test_acc = 0.5134
After round 14, test_loss = 2.0536, test_acc = 0.5317
After round 15, test_loss = 2.0362, test_acc = 0.558
After round 16, test_loss = 2.0187, test_acc = 0.5759
After round 17, test_loss = 2.0013, test_acc = 0.5966
After round 18, test_loss = 1.9839, test_acc = 0.6051
After round 19, test_loss = 1.9673, test_acc = 0.622
After round 20, test_loss = 1.9507, test_acc = 0.6352
After round 21, test_loss = 1.9349, test_acc = 0.6487
After round 22, test_loss = 1.919, test_acc = 0.6581
After round 23, test_loss = 1.9032, test_acc = 0.6622
After round 24, test_loss = 1.8872, test_acc = 0.6725
After round 25, test_loss = 1.8723, test_acc = 0.6827
After round 26, test_loss = 1.8567, test_acc = 0.6881
After round 27, test_loss = 1.8411, test_acc = 0.6884
After round 28, test_loss = 1.8267, test_acc = 0.6933
After round 29, test_loss = 1.8115, test_acc = 0.6991
After round 30, test_loss = 1.7971, test_acc = 0.7044
After round 31, test_loss = 1.7829, test_acc = 0.7019
After round 32, test_loss = 1.769, test_acc = 0.7084
After round 33, test_loss = 1.7551, test_acc = 0.7137
After round 34, test_loss = 1.7414, test_acc = 0.7178
After round 35, test_loss = 1.7284, test_acc = 0.7227
After round 36, test_loss = 1.7153, test_acc = 0.7261
After round 37, test_loss = 1.7025, test_acc = 0.7303
After round 38, test_loss = 1.69, test_acc = 0.7322
After round 39, test_loss = 1.6779, test_acc = 0.7378
After round 40, test_loss = 1.6655, test_acc = 0.7385
After round 41, test_loss = 1.6537, test_acc = 0.7441
After round 42, test_loss = 1.6415, test_acc = 0.7483
After round 43, test_loss = 1.6299, test_acc = 0.7521
After round 44, test_loss = 1.618, test_acc = 0.7545
After round 45, test_loss = 1.6068, test_acc = 0.7561
After round 46, test_loss = 1.5959, test_acc = 0.7578
After round 47, test_loss = 1.5847, test_acc = 0.7579
After round 48, test_loss = 1.5739, test_acc = 0.7606
After round 49, test_loss = 1.5631, test_acc = 0.7599
After round 50, test_loss = 1.5528, test_acc = 0.7618
After round 51, test_loss = 1.5424, test_acc = 0.7621
After round 52, test_loss = 1.5322, test_acc = 0.766
After round 53, test_loss = 1.5218, test_acc = 0.7666
After round 54, test_loss = 1.5121, test_acc = 0.7663
After round 55, test_loss = 1.5026, test_acc = 0.769
After round 56, test_loss = 1.4929, test_acc = 0.7685
After round 57, test_loss = 1.4834, test_acc = 0.7696
After round 58, test_loss = 1.4738, test_acc = 0.7711
After round 59, test_loss = 1.465, test_acc = 0.773
After round 60, test_loss = 1.4552, test_acc = 0.7743
After round 61, test_loss = 1.446, test_acc = 0.7768
After round 62, test_loss = 1.4373, test_acc = 0.778
After round 63, test_loss = 1.4289, test_acc = 0.7796
After round 64, test_loss = 1.4203, test_acc = 0.782
After round 65, test_loss = 1.4116, test_acc = 0.7839
After round 66, test_loss = 1.403, test_acc = 0.7847
After round 67, test_loss = 1.3949, test_acc = 0.7881
After round 68, test_loss = 1.387, test_acc = 0.787
After round 69, test_loss = 1.3791, test_acc = 0.7886
After round 70, test_loss = 1.3714, test_acc = 0.7867
After round 71, test_loss = 1.3633, test_acc = 0.7897
After round 72, test_loss = 1.3555, test_acc = 0.7879
After round 73, test_loss = 1.3483, test_acc = 0.788
After round 74, test_loss = 1.3408, test_acc = 0.7901
After round 75, test_loss = 1.3335, test_acc = 0.7909
After round 76, test_loss = 1.3265, test_acc = 0.7919
After round 77, test_loss = 1.3195, test_acc = 0.793
After round 78, test_loss = 1.3123, test_acc = 0.7947
After round 79, test_loss = 1.3054, test_acc = 0.7941
After round 80, test_loss = 1.2982, test_acc = 0.7942
After round 81, test_loss = 1.2913, test_acc = 0.796
After round 82, test_loss = 1.2843, test_acc = 0.7983
After round 83, test_loss = 1.2778, test_acc = 0.7981
After round 84, test_loss = 1.2715, test_acc = 0.7997
After round 85, test_loss = 1.265, test_acc = 0.7992
After round 86, test_loss = 1.2589, test_acc = 0.7992
After round 87, test_loss = 1.2525, test_acc = 0.801
After round 88, test_loss = 1.2463, test_acc = 0.8003
After round 89, test_loss = 1.2399, test_acc = 0.8011
After round 90, test_loss = 1.2339, test_acc = 0.8017
After round 91, test_loss = 1.228, test_acc = 0.8014
After round 92, test_loss = 1.222, test_acc = 0.8054
After round 93, test_loss = 1.2165, test_acc = 0.8054
After round 94, test_loss = 1.2108, test_acc = 0.8089
After round 95, test_loss = 1.2052, test_acc = 0.809
After round 96, test_loss = 1.1995, test_acc = 0.809
After round 97, test_loss = 1.1939, test_acc = 0.8089
After round 98, test_loss = 1.1884, test_acc = 0.808
After round 99, test_loss = 1.183, test_acc = 0.8098
After round 100, test_loss = 1.1778, test_acc = 0.8092
After round 101, test_loss = 1.1725, test_acc = 0.8078
After round 102, test_loss = 1.1673, test_acc = 0.8083
After round 103, test_loss = 1.1621, test_acc = 0.8095
After round 104, test_loss = 1.157, test_acc = 0.8122
After round 105, test_loss = 1.1521, test_acc = 0.8111
After round 106, test_loss = 1.1474, test_acc = 0.8124
After round 107, test_loss = 1.1425, test_acc = 0.8138
After round 108, test_loss = 1.1378, test_acc = 0.8141
After round 109, test_loss = 1.133, test_acc = 0.8153
After round 110, test_loss = 1.1286, test_acc = 0.8158
After round 111, test_loss = 1.1239, test_acc = 0.8143
After round 112, test_loss = 1.1191, test_acc = 0.8159
After round 113, test_loss = 1.1146, test_acc = 0.8165
After round 114, test_loss = 1.11, test_acc = 0.8178
After round 115, test_loss = 1.1057, test_acc = 0.8171
After round 116, test_loss = 1.1013, test_acc = 0.8165
After round 117, test_loss = 1.0972, test_acc = 0.8172
After round 118, test_loss = 1.0928, test_acc = 0.818
After round 119, test_loss = 1.0886, test_acc = 0.8185
After round 120, test_loss = 1.0846, test_acc = 0.8189
After round 121, test_loss = 1.0803, test_acc = 0.8194
After round 122, test_loss = 1.0763, test_acc = 0.8196
After round 123, test_loss = 1.0723, test_acc = 0.8205
After round 124, test_loss = 1.0683, test_acc = 0.8206
After round 125, test_loss = 1.0644, test_acc = 0.8195
After round 126, test_loss = 1.0604, test_acc = 0.8208
After round 127, test_loss = 1.0566, test_acc = 0.8221
After round 128, test_loss = 1.0529, test_acc = 0.8227
After round 129, test_loss = 1.0491, test_acc = 0.8217
After round 130, test_loss = 1.0452, test_acc = 0.8219
After round 131, test_loss = 1.0418, test_acc = 0.8214
After round 132, test_loss = 1.0381, test_acc = 0.8221
After round 133, test_loss = 1.0345, test_acc = 0.8218
