After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 56, test_loss = 1.4925, test_acc = 0.7726
After round 57, test_loss = 1.4832, test_acc = 0.7734
After round 58, test_loss = 1.4736, test_acc = 0.7733
After round 59, test_loss = 1.4648, test_acc = 0.7759
After round 60, test_loss = 1.4549, test_acc = 0.7775
After round 61, test_loss = 1.4457, test_acc = 0.7786
After round 62, test_loss = 1.4371, test_acc = 0.7786
After round 63, test_loss = 1.4286, test_acc = 0.779
After round 64, test_loss = 1.4199, test_acc = 0.7806
After round 65, test_loss = 1.4111, test_acc = 0.7814
After round 66, test_loss = 1.4026, test_acc = 0.7854
After round 67, test_loss = 1.3946, test_acc = 0.7868
After round 68, test_loss = 1.3867, test_acc = 0.7851
After round 69, test_loss = 1.3788, test_acc = 0.7875
After round 70, test_loss = 1.3711, test_acc = 0.7893
After round 71, test_loss = 1.3633, test_acc = 0.7905
After round 72, test_loss = 1.3554, test_acc = 0.7877
After round 73, test_loss = 1.3479, test_acc = 0.7889
After round 74, test_loss = 1.3404, test_acc = 0.79
After round 75, test_loss = 1.3332, test_acc = 0.793
After round 76, test_loss = 1.3261, test_acc = 0.7923
After round 77, test_loss = 1.3192, test_acc = 0.7936
After round 78, test_loss = 1.3119, test_acc = 0.7953
After round 79, test_loss = 1.305, test_acc = 0.7935
After round 80, test_loss = 1.2978, test_acc = 0.7951
After round 81, test_loss = 1.2909, test_acc = 0.7943
After round 82, test_loss = 1.2841, test_acc = 0.7965
After round 83, test_loss = 1.2776, test_acc = 0.7983
After round 84, test_loss = 1.2711, test_acc = 0.7984
After round 85, test_loss = 1.2645, test_acc = 0.7984
After round 86, test_loss = 1.258, test_acc = 0.8003
After round 87, test_loss = 1.2519, test_acc = 0.8015
After round 88, test_loss = 1.246, test_acc = 0.802
After round 89, test_loss = 1.2397, test_acc = 0.8028
After round 90, test_loss = 1.2337, test_acc = 0.8015
After round 91, test_loss = 1.228, test_acc = 0.8005
After round 92, test_loss = 1.2219, test_acc = 0.804
After round 93, test_loss = 1.2161, test_acc = 0.8051
After round 94, test_loss = 1.2104, test_acc = 0.808
After round 95, test_loss = 1.2048, test_acc = 0.8099
After round 96, test_loss = 1.1991, test_acc = 0.8097
After round 97, test_loss = 1.1935, test_acc = 0.8098
After round 98, test_loss = 1.188, test_acc = 0.8103
After round 99, test_loss = 1.1827, test_acc = 0.8106
After round 100, test_loss = 1.1776, test_acc = 0.8106
After round 101, test_loss = 1.1722, test_acc = 0.8111
After round 102, test_loss = 1.167, test_acc = 0.8109
After round 103, test_loss = 1.1618, test_acc = 0.8132
After round 104, test_loss = 1.1566, test_acc = 0.8124
After round 105, test_loss = 1.1518, test_acc = 0.8125
After round 106, test_loss = 1.1468, test_acc = 0.8136
After round 107, test_loss = 1.142, test_acc = 0.8146
After round 108, test_loss = 1.1373, test_acc = 0.8141
After round 109, test_loss = 1.1325, test_acc = 0.814
After round 110, test_loss = 1.128, test_acc = 0.8156
After round 111, test_loss = 1.1233, test_acc = 0.8157
After round 112, test_loss = 1.1188, test_acc = 0.8156
After round 113, test_loss = 1.1143, test_acc = 0.8171
After round 114, test_loss = 1.1097, test_acc = 0.8176
After round 115, test_loss = 1.1054, test_acc = 0.8173
After round 116, test_loss = 1.1008, test_acc = 0.8196
After round 117, test_loss = 1.0967, test_acc = 0.819
After round 118, test_loss = 1.0924, test_acc = 0.8179
After round 119, test_loss = 1.0882, test_acc = 0.8205
After round 120, test_loss = 1.0841, test_acc = 0.8206
After round 121, test_loss = 1.0799, test_acc = 0.82
After round 122, test_loss = 1.0758, test_acc = 0.8228
After round 123, test_loss = 1.0716, test_acc = 0.8221
After round 124, test_loss = 1.0676, test_acc = 0.8225
After round 125, test_loss = 1.0638, test_acc = 0.8218
After round 126, test_loss = 1.0599, test_acc = 0.8214
After round 127, test_loss = 1.0561, test_acc = 0.8224
After round 128, test_loss = 1.0523, test_acc = 0.8229
After round 129, test_loss = 1.0484, test_acc = 0.8228
After round 130, test_loss = 1.0445, test_acc = 0.8227
After round 131, test_loss = 1.0409, test_acc = 0.821
After round 132, test_loss = 1.0372, test_acc = 0.8224
After round 133, test_loss = 1.0336, test_acc = 0.8235
After round 134, test_loss = 1.03, test_acc = 0.8231
After round 135, test_loss = 1.0264, test_acc = 0.8226
After round 136, test_loss = 1.0231, test_acc = 0.8227
After round 137, test_loss = 1.0196, test_acc = 0.8241
After round 138, test_loss = 1.0161, test_acc = 0.8241
After round 139, test_loss = 1.0128, test_acc = 0.8235
After round 140, test_loss = 1.0095, test_acc = 0.8248
After round 141, test_loss = 1.0061, test_acc = 0.8253
After round 142, test_loss = 1.0028, test_acc = 0.8252
After round 143, test_loss = 0.9998, test_acc = 0.8233
After round 144, test_loss = 0.9963, test_acc = 0.8249
After round 145, test_loss = 0.9931, test_acc = 0.8267
After round 146, test_loss = 0.9899, test_acc = 0.8249
After round 147, test_loss = 0.9869, test_acc = 0.8251
After round 148, test_loss = 0.9839, test_acc = 0.8247
After round 149, test_loss = 0.9809, test_acc = 0.8261
After round 150, test_loss = 0.978, test_acc = 0.8259
After round 151, test_loss = 0.9747, test_acc = 0.8266
After round 152, test_loss = 0.9717, test_acc = 0.8277
After round 153, test_loss = 0.9685, test_acc = 0.8291
After round 154, test_loss = 0.9655, test_acc = 0.8292
After round 155, test_loss = 0.9627, test_acc = 0.83
After round 156, test_loss = 0.9597, test_acc = 0.8303
After round 157, test_loss = 0.9568, test_acc = 0.8303
After round 158, test_loss = 0.9539, test_acc = 0.8312
After round 159, test_loss = 0.9511, test_acc = 0.8322
After round 160, test_loss = 0.9481, test_acc = 0.8336
After round 161, test_loss = 0.9453, test_acc = 0.8319
After round 162, test_loss = 0.9424, test_acc = 0.8323
After round 163, test_loss = 0.94, test_acc = 0.8327
After round 164, test_loss = 0.9374, test_acc = 0.8328
After round 165, test_loss = 0.9345, test_acc = 0.8341
After round 166, test_loss = 0.932, test_acc = 0.834
After round 167, test_loss = 0.9294, test_acc = 0.8354
After round 168, test_loss = 0.9269, test_acc = 0.8357
After round 169, test_loss = 0.9242, test_acc = 0.8367
After round 170, test_loss = 0.9216, test_acc = 0.8365
After round 171, test_loss = 0.9193, test_acc = 0.8363
After round 172, test_loss = 0.917, test_acc = 0.8368
After round 173, test_loss = 0.9145, test_acc = 0.8365
After round 174, test_loss = 0.9121, test_acc = 0.8369
After round 175, test_loss = 0.9097, test_acc = 0.8367
After round 176, test_loss = 0.9072, test_acc = 0.8372
After round 177, test_loss = 0.9048, test_acc = 0.838
After round 178, test_loss = 0.9025, test_acc = 0.8376
After round 179, test_loss = 0.9002, test_acc = 0.8382
After round 180, test_loss = 0.8978, test_acc = 0.838
After round 181, test_loss = 0.8954, test_acc = 0.8384
After round 182, test_loss = 0.8932, test_acc = 0.8376
After round 183, test_loss = 0.8911, test_acc = 0.8369
After round 184, test_loss = 0.8888, test_acc = 0.8384
After round 185, test_loss = 0.8866, test_acc = 0.8388
After round 186, test_loss = 0.8843, test_acc = 0.8391
After round 187, test_loss = 0.8823, test_acc = 0.8378
After round 188, test_loss = 0.8802, test_acc = 0.8387
After round 189, test_loss = 0.8779, test_acc = 0.8385
After round 190, test_loss = 0.8758, test_acc = 0.8403
After round 191, test_loss = 0.8736, test_acc = 0.8403
After round 192, test_loss = 0.8714, test_acc = 0.8403
After round 193, test_loss = 0.8694, test_acc = 0.84
After round 194, test_loss = 0.8673, test_acc = 0.8407
After round 195, test_loss = 0.8654, test_acc = 0.8403
After round 196, test_loss = 0.8633, test_acc = 0.8394
After round 197, test_loss = 0.8613, test_acc = 0.8405
After round 198, test_loss = 0.8594, test_acc = 0.84
After round 199, test_loss = 0.8575, test_acc = 0.8395
After round 200, test_loss = 0.8556, test_acc = 0.8393
After round 201, test_loss = 0.8538, test_acc = 0.8387
After round 202, test_loss = 0.8519, test_acc = 0.8389
After round 203, test_loss = 0.85, test_acc = 0.839
After round 204, test_loss = 0.848, test_acc = 0.8403
After round 205, test_loss = 0.8461, test_acc = 0.8405
After round 206, test_loss = 0.8443, test_acc = 0.8405
After round 207, test_loss = 0.8424, test_acc = 0.8413
After round 208, test_loss = 0.8406, test_acc = 0.842
After round 209, test_loss = 0.8387, test_acc = 0.8423
After round 210, test_loss = 0.8369, test_acc = 0.8414
After round 211, test_loss = 0.835, test_acc = 0.8421
After round 212, test_loss = 0.8332, test_acc = 0.8417
After round 213, test_loss = 0.8315, test_acc = 0.843
After round 214, test_loss = 0.8297, test_acc = 0.8434
After round 215, test_loss = 0.8279, test_acc = 0.8439
After round 216, test_loss = 0.8262, test_acc = 0.8438
After round 217, test_loss = 0.8246, test_acc = 0.843
After round 218, test_loss = 0.8228, test_acc = 0.8442
After round 219, test_loss = 0.8211, test_acc = 0.8443
After round 220, test_loss = 0.8196, test_acc = 0.843
After round 221, test_loss = 0.8177, test_acc = 0.8438
After round 222, test_loss = 0.8162, test_acc = 0.8431
After round 223, test_loss = 0.8145, test_acc = 0.8438
After round 224, test_loss = 0.8128, test_acc = 0.8449
After round 225, test_loss = 0.8113, test_acc = 0.8449
After round 226, test_loss = 0.8097, test_acc = 0.8442
After round 227, test_loss = 0.8082, test_acc = 0.8438
After round 228, test_loss = 0.8065, test_acc = 0.8445
After round 229, test_loss = 0.8051, test_acc = 0.8444
After round 230, test_loss = 0.8035, test_acc = 0.8438
After round 231, test_loss = 0.8022, test_acc = 0.8431
After round 232, test_loss = 0.8005, test_acc = 0.8436
After round 233, test_loss = 0.7992, test_acc = 0.8438
After round 234, test_loss = 0.7976, test_acc = 0.8434
After round 235, test_loss = 0.796, test_acc = 0.8439
After round 236, test_loss = 0.7945, test_acc = 0.8438
After round 237, test_loss = 0.793, test_acc = 0.8445
After round 238, test_loss = 0.7914, test_acc = 0.8456
After round 239, test_loss = 0.7899, test_acc = 0.8456
After round 240, test_loss = 0.7885, test_acc = 0.8459
After round 241, test_loss = 0.787, test_acc = 0.846
After round 242, test_loss = 0.7854, test_acc = 0.8468
After round 243, test_loss = 0.784, test_acc = 0.8485
After round 244, test_loss = 0.7825, test_acc = 0.8486
After round 245, test_loss = 0.7811, test_acc = 0.8487
After round 246, test_loss = 0.7797, test_acc = 0.8492
After round 247, test_loss = 0.7783, test_acc = 0.8486
After round 248, test_loss = 0.7768, test_acc = 0.8488
After round 249, test_loss = 0.7756, test_acc = 0.8484
After round 250, test_loss = 0.7741, test_acc = 0.8478
