After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3165, test_acc = 0.1136
After round 2, test_loss = 2.2948, test_acc = 0.1399
After round 3, test_loss = 2.273, test_acc = 0.1805
After round 4, test_loss = 2.2513, test_acc = 0.2214
After round 5, test_loss = 2.2295, test_acc = 0.2549
After round 6, test_loss = 2.2092, test_acc = 0.2902
After round 7, test_loss = 2.1897, test_acc = 0.3264
After round 8, test_loss = 2.1688, test_acc = 0.355
After round 9, test_loss = 2.149, test_acc = 0.3874
After round 10, test_loss = 2.1303, test_acc = 0.4222
After round 11, test_loss = 2.1115, test_acc = 0.4593
After round 12, test_loss = 2.0921, test_acc = 0.4955
After round 13, test_loss = 2.0741, test_acc = 0.5164
After round 14, test_loss = 2.0556, test_acc = 0.5378
After round 15, test_loss = 2.0374, test_acc = 0.5638
After round 16, test_loss = 2.0199, test_acc = 0.5828
After round 17, test_loss = 2.0023, test_acc = 0.6085
After round 18, test_loss = 1.985, test_acc = 0.6131
After round 19, test_loss = 1.9681, test_acc = 0.6356
After round 20, test_loss = 1.9515, test_acc = 0.6443
After round 21, test_loss = 1.9349, test_acc = 0.6471
After round 22, test_loss = 1.919, test_acc = 0.6551
After round 23, test_loss = 1.9033, test_acc = 0.6673
After round 24, test_loss = 1.8875, test_acc = 0.674
After round 25, test_loss = 1.8723, test_acc = 0.6806
After round 26, test_loss = 1.8564, test_acc = 0.6894
After round 27, test_loss = 1.8417, test_acc = 0.691
After round 28, test_loss = 1.8271, test_acc = 0.6985
After round 29, test_loss = 1.8118, test_acc = 0.7014
After round 30, test_loss = 1.7975, test_acc = 0.7062
After round 31, test_loss = 1.7836, test_acc = 0.7083
After round 32, test_loss = 1.7698, test_acc = 0.7137
After round 33, test_loss = 1.7557, test_acc = 0.7178
After round 34, test_loss = 1.7422, test_acc = 0.7231
After round 35, test_loss = 1.7294, test_acc = 0.7286
After round 36, test_loss = 1.716, test_acc = 0.7318
After round 37, test_loss = 1.703, test_acc = 0.7342
After round 38, test_loss = 1.6909, test_acc = 0.7367
After round 39, test_loss = 1.6785, test_acc = 0.7392
After round 40, test_loss = 1.6661, test_acc = 0.7413
After round 41, test_loss = 1.6541, test_acc = 0.746
After round 42, test_loss = 1.6419, test_acc = 0.75
After round 43, test_loss = 1.6304, test_acc = 0.7562
After round 44, test_loss = 1.6184, test_acc = 0.7561
After round 45, test_loss = 1.607, test_acc = 0.756
After round 46, test_loss = 1.5959, test_acc = 0.7545
After round 47, test_loss = 1.5848, test_acc = 0.7591
After round 48, test_loss = 1.5742, test_acc = 0.7606
After round 49, test_loss = 1.5632, test_acc = 0.7582
After round 50, test_loss = 1.5528, test_acc = 0.7602
After round 51, test_loss = 1.5427, test_acc = 0.763
After round 52, test_loss = 1.5325, test_acc = 0.7694
After round 53, test_loss = 1.5221, test_acc = 0.7674
After round 54, test_loss = 1.5123, test_acc = 0.7677
After round 55, test_loss = 1.5022, test_acc = 0.769
