After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 40, test_loss = 1.6659, test_acc = 0.7375
After round 41, test_loss = 1.6539, test_acc = 0.741
After round 42, test_loss = 1.6418, test_acc = 0.7455
After round 43, test_loss = 1.6298, test_acc = 0.7496
After round 44, test_loss = 1.6175, test_acc = 0.7512
After round 45, test_loss = 1.6064, test_acc = 0.7525
After round 46, test_loss = 1.5956, test_acc = 0.7564
After round 47, test_loss = 1.5844, test_acc = 0.7561
After round 48, test_loss = 1.5734, test_acc = 0.7565
After round 49, test_loss = 1.5627, test_acc = 0.7608
After round 50, test_loss = 1.5524, test_acc = 0.7596
After round 51, test_loss = 1.542, test_acc = 0.7608
After round 52, test_loss = 1.5316, test_acc = 0.7656
After round 53, test_loss = 1.5215, test_acc = 0.7647
After round 54, test_loss = 1.5117, test_acc = 0.7636
After round 55, test_loss = 1.5019, test_acc = 0.7652
After round 56, test_loss = 1.4923, test_acc = 0.7677
After round 57, test_loss = 1.483, test_acc = 0.7687
After round 58, test_loss = 1.4737, test_acc = 0.7692
After round 59, test_loss = 1.4645, test_acc = 0.7727
After round 60, test_loss = 1.4552, test_acc = 0.7723
After round 61, test_loss = 1.4459, test_acc = 0.7747
After round 62, test_loss = 1.4372, test_acc = 0.7772
After round 63, test_loss = 1.4284, test_acc = 0.7774
After round 64, test_loss = 1.4199, test_acc = 0.7793
After round 65, test_loss = 1.4114, test_acc = 0.7799
After round 66, test_loss = 1.403, test_acc = 0.7833
After round 67, test_loss = 1.3946, test_acc = 0.7869
After round 68, test_loss = 1.3866, test_acc = 0.7861
After round 69, test_loss = 1.3787, test_acc = 0.7861
After round 70, test_loss = 1.3709, test_acc = 0.7868
After round 71, test_loss = 1.3631, test_acc = 0.79
After round 72, test_loss = 1.3557, test_acc = 0.7908
After round 73, test_loss = 1.3479, test_acc = 0.7911
After round 74, test_loss = 1.3407, test_acc = 0.7907
After round 75, test_loss = 1.3332, test_acc = 0.7937
After round 76, test_loss = 1.3262, test_acc = 0.7928
After round 77, test_loss = 1.319, test_acc = 0.7937
After round 78, test_loss = 1.3122, test_acc = 0.7953
After round 79, test_loss = 1.3053, test_acc = 0.7921
After round 80, test_loss = 1.2981, test_acc = 0.7935
After round 81, test_loss = 1.2912, test_acc = 0.795
After round 82, test_loss = 1.2843, test_acc = 0.7986
After round 83, test_loss = 1.2774, test_acc = 0.7988
After round 84, test_loss = 1.2711, test_acc = 0.7981
After round 85, test_loss = 1.2647, test_acc = 0.7993
After round 86, test_loss = 1.2584, test_acc = 0.7996
After round 87, test_loss = 1.2521, test_acc = 0.8016
After round 88, test_loss = 1.246, test_acc = 0.8007
After round 89, test_loss = 1.2397, test_acc = 0.803
After round 90, test_loss = 1.2336, test_acc = 0.8031
After round 91, test_loss = 1.2276, test_acc = 0.802
After round 92, test_loss = 1.2218, test_acc = 0.8031
After round 93, test_loss = 1.2162, test_acc = 0.8039
After round 94, test_loss = 1.2106, test_acc = 0.8073
After round 95, test_loss = 1.205, test_acc = 0.808
After round 96, test_loss = 1.1993, test_acc = 0.808
After round 97, test_loss = 1.1937, test_acc = 0.8084
After round 98, test_loss = 1.1882, test_acc = 0.8078
After round 99, test_loss = 1.1828, test_acc = 0.8096
After round 100, test_loss = 1.1775, test_acc = 0.8085
After round 101, test_loss = 1.1721, test_acc = 0.8092
After round 102, test_loss = 1.1671, test_acc = 0.8092
After round 103, test_loss = 1.1619, test_acc = 0.8123
After round 104, test_loss = 1.1569, test_acc = 0.8116
After round 105, test_loss = 1.152, test_acc = 0.8099
After round 106, test_loss = 1.1471, test_acc = 0.8114
After round 107, test_loss = 1.1422, test_acc = 0.8134
After round 108, test_loss = 1.1376, test_acc = 0.814
After round 109, test_loss = 1.1329, test_acc = 0.814
After round 110, test_loss = 1.1283, test_acc = 0.8146
After round 111, test_loss = 1.1237, test_acc = 0.8138
After round 112, test_loss = 1.1191, test_acc = 0.8145
After round 113, test_loss = 1.1144, test_acc = 0.8156
After round 114, test_loss = 1.1099, test_acc = 0.8156
After round 115, test_loss = 1.1057, test_acc = 0.8127
After round 116, test_loss = 1.1011, test_acc = 0.8176
After round 117, test_loss = 1.0971, test_acc = 0.8172
After round 118, test_loss = 1.0927, test_acc = 0.8177
After round 119, test_loss = 1.0888, test_acc = 0.8187
After round 120, test_loss = 1.0844, test_acc = 0.8179
After round 121, test_loss = 1.0801, test_acc = 0.8181
After round 122, test_loss = 1.076, test_acc = 0.8184
After round 123, test_loss = 1.0719, test_acc = 0.8194
After round 124, test_loss = 1.0681, test_acc = 0.8201
After round 125, test_loss = 1.0642, test_acc = 0.819
After round 126, test_loss = 1.0602, test_acc = 0.8205
After round 127, test_loss = 1.0564, test_acc = 0.8214
After round 128, test_loss = 1.0526, test_acc = 0.8213
After round 129, test_loss = 1.0488, test_acc = 0.822
After round 130, test_loss = 1.0449, test_acc = 0.8232
After round 131, test_loss = 1.0413, test_acc = 0.8213
After round 132, test_loss = 1.0379, test_acc = 0.8212
After round 133, test_loss = 1.0343, test_acc = 0.8216
After round 134, test_loss = 1.0306, test_acc = 0.8217
After round 135, test_loss = 1.0271, test_acc = 0.8212
After round 136, test_loss = 1.0237, test_acc = 0.8224
After round 137, test_loss = 1.0201, test_acc = 0.8237
After round 138, test_loss = 1.0167, test_acc = 0.8235
After round 139, test_loss = 1.0134, test_acc = 0.8238
After round 140, test_loss = 1.0101, test_acc = 0.8246
After round 141, test_loss = 1.007, test_acc = 0.8232
After round 142, test_loss = 1.0037, test_acc = 0.8232
After round 143, test_loss = 1.0009, test_acc = 0.8235
After round 144, test_loss = 0.9974, test_acc = 0.8235
After round 145, test_loss = 0.9942, test_acc = 0.8238
After round 146, test_loss = 0.991, test_acc = 0.8243
After round 147, test_loss = 0.9881, test_acc = 0.8244
After round 148, test_loss = 0.985, test_acc = 0.8219
After round 149, test_loss = 0.9818, test_acc = 0.8242
After round 150, test_loss = 0.9787, test_acc = 0.8253
After round 151, test_loss = 0.9758, test_acc = 0.8254
After round 152, test_loss = 0.9725, test_acc = 0.8271
After round 153, test_loss = 0.9696, test_acc = 0.8263
After round 154, test_loss = 0.9665, test_acc = 0.8273
After round 155, test_loss = 0.9637, test_acc = 0.8289
After round 156, test_loss = 0.9607, test_acc = 0.8291
After round 157, test_loss = 0.9578, test_acc = 0.8287
After round 158, test_loss = 0.9547, test_acc = 0.8283
After round 159, test_loss = 0.952, test_acc = 0.8294
After round 160, test_loss = 0.9491, test_acc = 0.83
After round 161, test_loss = 0.9463, test_acc = 0.8298
After round 162, test_loss = 0.9433, test_acc = 0.8308
After round 163, test_loss = 0.9406, test_acc = 0.8321
After round 164, test_loss = 0.9381, test_acc = 0.8324
After round 165, test_loss = 0.9352, test_acc = 0.8332
After round 166, test_loss = 0.9327, test_acc = 0.834
After round 167, test_loss = 0.9302, test_acc = 0.8339
After round 168, test_loss = 0.9277, test_acc = 0.8345
After round 169, test_loss = 0.9251, test_acc = 0.8354
After round 170, test_loss = 0.9226, test_acc = 0.8356
After round 171, test_loss = 0.9201, test_acc = 0.836
After round 172, test_loss = 0.9177, test_acc = 0.8365
After round 173, test_loss = 0.9152, test_acc = 0.8369
After round 174, test_loss = 0.9128, test_acc = 0.8365
After round 175, test_loss = 0.9104, test_acc = 0.8363
After round 176, test_loss = 0.908, test_acc = 0.8363
After round 177, test_loss = 0.9056, test_acc = 0.8357
After round 178, test_loss = 0.9033, test_acc = 0.8364
After round 179, test_loss = 0.901, test_acc = 0.8367
After round 180, test_loss = 0.8987, test_acc = 0.8369
After round 181, test_loss = 0.8964, test_acc = 0.8371
After round 182, test_loss = 0.8942, test_acc = 0.837
After round 183, test_loss = 0.892, test_acc = 0.8369
After round 184, test_loss = 0.8898, test_acc = 0.8383
After round 185, test_loss = 0.8876, test_acc = 0.8395
After round 186, test_loss = 0.8854, test_acc = 0.8385
After round 187, test_loss = 0.8834, test_acc = 0.8381
After round 188, test_loss = 0.8813, test_acc = 0.8375
After round 189, test_loss = 0.8789, test_acc = 0.8382
After round 190, test_loss = 0.8768, test_acc = 0.8389
After round 191, test_loss = 0.8746, test_acc = 0.8387
After round 192, test_loss = 0.8724, test_acc = 0.8388
After round 193, test_loss = 0.8705, test_acc = 0.8384
After round 194, test_loss = 0.8684, test_acc = 0.8388
After round 195, test_loss = 0.8663, test_acc = 0.8391
After round 196, test_loss = 0.8642, test_acc = 0.8388
After round 197, test_loss = 0.8624, test_acc = 0.8394
After round 198, test_loss = 0.8604, test_acc = 0.8395
After round 199, test_loss = 0.8584, test_acc = 0.8392
After round 200, test_loss = 0.8565, test_acc = 0.8383
After round 201, test_loss = 0.8547, test_acc = 0.8379
After round 202, test_loss = 0.8527, test_acc = 0.8389
After round 203, test_loss = 0.8507, test_acc = 0.8386
After round 204, test_loss = 0.8489, test_acc = 0.8396
After round 205, test_loss = 0.8472, test_acc = 0.8396
After round 206, test_loss = 0.8454, test_acc = 0.8394
After round 207, test_loss = 0.8436, test_acc = 0.8396
After round 208, test_loss = 0.8419, test_acc = 0.8399
After round 209, test_loss = 0.84, test_acc = 0.84
After round 210, test_loss = 0.838, test_acc = 0.8402
After round 211, test_loss = 0.836, test_acc = 0.8406
After round 212, test_loss = 0.8342, test_acc = 0.8409
After round 213, test_loss = 0.8325, test_acc = 0.8411
After round 214, test_loss = 0.8307, test_acc = 0.8418
After round 215, test_loss = 0.829, test_acc = 0.8415
After round 216, test_loss = 0.8273, test_acc = 0.8421
After round 217, test_loss = 0.8255, test_acc = 0.8422
After round 218, test_loss = 0.8237, test_acc = 0.8441
After round 219, test_loss = 0.822, test_acc = 0.8449
After round 220, test_loss = 0.8204, test_acc = 0.8432
After round 221, test_loss = 0.8186, test_acc = 0.844
After round 222, test_loss = 0.8169, test_acc = 0.8436
After round 223, test_loss = 0.8153, test_acc = 0.8423
After round 224, test_loss = 0.8137, test_acc = 0.8427
After round 225, test_loss = 0.812, test_acc = 0.8442
After round 226, test_loss = 0.8105, test_acc = 0.8434
After round 227, test_loss = 0.809, test_acc = 0.8437
After round 228, test_loss = 0.8075, test_acc = 0.8433
After round 229, test_loss = 0.8058, test_acc = 0.8442
After round 230, test_loss = 0.8042, test_acc = 0.8442
After round 231, test_loss = 0.8029, test_acc = 0.844
After round 232, test_loss = 0.8013, test_acc = 0.8456
After round 233, test_loss = 0.7999, test_acc = 0.8451
After round 234, test_loss = 0.7984, test_acc = 0.845
After round 235, test_loss = 0.7967, test_acc = 0.8459
After round 236, test_loss = 0.7953, test_acc = 0.8454
After round 237, test_loss = 0.7938, test_acc = 0.8457
After round 238, test_loss = 0.7922, test_acc = 0.8467
After round 239, test_loss = 0.7907, test_acc = 0.8472
After round 240, test_loss = 0.7893, test_acc = 0.8469
After round 241, test_loss = 0.7877, test_acc = 0.8477
After round 242, test_loss = 0.7863, test_acc = 0.848
After round 243, test_loss = 0.7848, test_acc = 0.8485
After round 244, test_loss = 0.7834, test_acc = 0.8486
After round 245, test_loss = 0.782, test_acc = 0.8476
After round 246, test_loss = 0.7806, test_acc = 0.8473
After round 247, test_loss = 0.7791, test_acc = 0.8481
After round 248, test_loss = 0.7778, test_acc = 0.8485
After round 249, test_loss = 0.7763, test_acc = 0.8492
After round 250, test_loss = 0.775, test_acc = 0.8485
After round 251, test_loss = 0.7735, test_acc = 0.8475
After round 252, test_loss = 0.7721, test_acc = 0.8482
After round 253, test_loss = 0.7708, test_acc = 0.8496
After round 254, test_loss = 0.7694, test_acc = 0.8498
After round 255, test_loss = 0.768, test_acc = 0.8496
After round 256, test_loss = 0.7667, test_acc = 0.8497
After round 257, test_loss = 0.7654, test_acc = 0.8498
After round 258, test_loss = 0.7642, test_acc = 0.8493
After round 259, test_loss = 0.763, test_acc = 0.8498
After round 260, test_loss = 0.7617, test_acc = 0.8499
