After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3168, test_acc = 0.1115
After round 2, test_loss = 2.2946, test_acc = 0.1384
After round 3, test_loss = 2.2734, test_acc = 0.1771
After round 4, test_loss = 2.2522, test_acc = 0.219
After round 5, test_loss = 2.2309, test_acc = 0.262
After round 6, test_loss = 2.2099, test_acc = 0.2908
After round 7, test_loss = 2.1899, test_acc = 0.3227
After round 8, test_loss = 2.1702, test_acc = 0.3521
After round 9, test_loss = 2.1489, test_acc = 0.3898
After round 10, test_loss = 2.1299, test_acc = 0.4159
After round 11, test_loss = 2.1114, test_acc = 0.4567
After round 12, test_loss = 2.0914, test_acc = 0.4912
After round 13, test_loss = 2.0727, test_acc = 0.5107
After round 14, test_loss = 2.0541, test_acc = 0.5345
After round 15, test_loss = 2.0365, test_acc = 0.551
After round 16, test_loss = 2.0189, test_acc = 0.5741
After round 17, test_loss = 2.0009, test_acc = 0.5994
After round 18, test_loss = 1.9842, test_acc = 0.6081
After round 19, test_loss = 1.9679, test_acc = 0.6256
After round 20, test_loss = 1.9514, test_acc = 0.6369
After round 21, test_loss = 1.9349, test_acc = 0.6496
After round 22, test_loss = 1.9192, test_acc = 0.6584
After round 23, test_loss = 1.9039, test_acc = 0.6658
After round 24, test_loss = 1.8877, test_acc = 0.6733
After round 25, test_loss = 1.8723, test_acc = 0.6787
After round 26, test_loss = 1.8568, test_acc = 0.6857
After round 27, test_loss = 1.8417, test_acc = 0.6887
After round 28, test_loss = 1.8269, test_acc = 0.6939
After round 29, test_loss = 1.8127, test_acc = 0.696
After round 30, test_loss = 1.7982, test_acc = 0.6956
After round 31, test_loss = 1.784, test_acc = 0.6969
After round 32, test_loss = 1.77, test_acc = 0.7001
After round 33, test_loss = 1.756, test_acc = 0.7099
After round 34, test_loss = 1.7425, test_acc = 0.7157
After round 35, test_loss = 1.7292, test_acc = 0.7239
After round 36, test_loss = 1.7161, test_acc = 0.7235
After round 37, test_loss = 1.7032, test_acc = 0.7276
After round 38, test_loss = 1.6907, test_acc = 0.73
After round 39, test_loss = 1.6782, test_acc = 0.7331
