After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 106, test_loss = 1.1471, test_acc = 0.8109
After round 107, test_loss = 1.1423, test_acc = 0.8143
After round 108, test_loss = 1.1376, test_acc = 0.8146
After round 109, test_loss = 1.1328, test_acc = 0.8151
After round 110, test_loss = 1.1283, test_acc = 0.8159
After round 111, test_loss = 1.1237, test_acc = 0.8152
After round 112, test_loss = 1.1189, test_acc = 0.8155
After round 113, test_loss = 1.1144, test_acc = 0.8156
After round 114, test_loss = 1.1099, test_acc = 0.816
After round 115, test_loss = 1.1057, test_acc = 0.8159
After round 116, test_loss = 1.1012, test_acc = 0.8176
After round 117, test_loss = 1.0971, test_acc = 0.8172
After round 118, test_loss = 1.0928, test_acc = 0.8179
After round 119, test_loss = 1.0886, test_acc = 0.8177
After round 120, test_loss = 1.0843, test_acc = 0.8179
After round 121, test_loss = 1.0802, test_acc = 0.8177
After round 122, test_loss = 1.0761, test_acc = 0.8194
After round 123, test_loss = 1.0719, test_acc = 0.8198
After round 124, test_loss = 1.0681, test_acc = 0.8203
After round 125, test_loss = 1.064, test_acc = 0.82
After round 126, test_loss = 1.0601, test_acc = 0.8207
After round 127, test_loss = 1.0564, test_acc = 0.8226
After round 128, test_loss = 1.0525, test_acc = 0.8212
After round 129, test_loss = 1.0488, test_acc = 0.8218
After round 130, test_loss = 1.0451, test_acc = 0.8218
After round 131, test_loss = 1.0415, test_acc = 0.8208
After round 132, test_loss = 1.0379, test_acc = 0.8213
After round 133, test_loss = 1.0343, test_acc = 0.8201
After round 134, test_loss = 1.0306, test_acc = 0.8223
After round 135, test_loss = 1.0271, test_acc = 0.8215
After round 136, test_loss = 1.0237, test_acc = 0.8235
After round 137, test_loss = 1.0202, test_acc = 0.8233
After round 138, test_loss = 1.0168, test_acc = 0.824
After round 139, test_loss = 1.0135, test_acc = 0.824
After round 140, test_loss = 1.0102, test_acc = 0.8244
After round 141, test_loss = 1.0069, test_acc = 0.8243
After round 142, test_loss = 1.0038, test_acc = 0.8237
After round 143, test_loss = 1.0008, test_acc = 0.8234
After round 144, test_loss = 0.9974, test_acc = 0.8236
After round 145, test_loss = 0.9942, test_acc = 0.8245
After round 146, test_loss = 0.991, test_acc = 0.8238
After round 147, test_loss = 0.988, test_acc = 0.8227
After round 148, test_loss = 0.9849, test_acc = 0.8231
After round 149, test_loss = 0.9819, test_acc = 0.8253
After round 150, test_loss = 0.9791, test_acc = 0.824
After round 151, test_loss = 0.9757, test_acc = 0.8249
After round 152, test_loss = 0.9727, test_acc = 0.8257
After round 153, test_loss = 0.9696, test_acc = 0.8264
After round 154, test_loss = 0.9666, test_acc = 0.8276
After round 155, test_loss = 0.9636, test_acc = 0.8275
After round 156, test_loss = 0.9606, test_acc = 0.8293
After round 157, test_loss = 0.9577, test_acc = 0.8293
After round 158, test_loss = 0.9548, test_acc = 0.8283
After round 159, test_loss = 0.9519, test_acc = 0.8296
After round 160, test_loss = 0.949, test_acc = 0.8302
After round 161, test_loss = 0.9461, test_acc = 0.83
After round 162, test_loss = 0.9432, test_acc = 0.8309
After round 163, test_loss = 0.9406, test_acc = 0.8325
After round 164, test_loss = 0.938, test_acc = 0.8327
After round 165, test_loss = 0.9352, test_acc = 0.833
After round 166, test_loss = 0.9328, test_acc = 0.8336
After round 167, test_loss = 0.9302, test_acc = 0.8338
After round 168, test_loss = 0.9277, test_acc = 0.8345
After round 169, test_loss = 0.9251, test_acc = 0.8356
After round 170, test_loss = 0.9226, test_acc = 0.8355
After round 171, test_loss = 0.9202, test_acc = 0.8361
After round 172, test_loss = 0.9176, test_acc = 0.836
After round 173, test_loss = 0.9153, test_acc = 0.8365
After round 174, test_loss = 0.9128, test_acc = 0.8362
After round 175, test_loss = 0.9104, test_acc = 0.8363
After round 176, test_loss = 0.908, test_acc = 0.836
After round 177, test_loss = 0.9056, test_acc = 0.8359
After round 178, test_loss = 0.9033, test_acc = 0.8367
After round 179, test_loss = 0.901, test_acc = 0.8367
After round 180, test_loss = 0.8987, test_acc = 0.8366
After round 181, test_loss = 0.8964, test_acc = 0.8371
After round 182, test_loss = 0.8942, test_acc = 0.8373
After round 183, test_loss = 0.892, test_acc = 0.8376
After round 184, test_loss = 0.8898, test_acc = 0.8389
After round 185, test_loss = 0.8876, test_acc = 0.8392
After round 186, test_loss = 0.8854, test_acc = 0.8384
After round 187, test_loss = 0.8834, test_acc = 0.8369
After round 188, test_loss = 0.8812, test_acc = 0.8381
After round 189, test_loss = 0.879, test_acc = 0.838
After round 190, test_loss = 0.8769, test_acc = 0.8395
After round 191, test_loss = 0.8746, test_acc = 0.8389
After round 192, test_loss = 0.8726, test_acc = 0.8383
After round 193, test_loss = 0.8706, test_acc = 0.839
After round 194, test_loss = 0.8684, test_acc = 0.8391
After round 195, test_loss = 0.8663, test_acc = 0.8391
After round 196, test_loss = 0.8642, test_acc = 0.8388
After round 197, test_loss = 0.8624, test_acc = 0.8395
After round 198, test_loss = 0.8604, test_acc = 0.8394
After round 199, test_loss = 0.8584, test_acc = 0.8391
After round 200, test_loss = 0.8565, test_acc = 0.8385
After round 201, test_loss = 0.8546, test_acc = 0.8386
After round 202, test_loss = 0.8528, test_acc = 0.8387
After round 203, test_loss = 0.8508, test_acc = 0.839
After round 204, test_loss = 0.849, test_acc = 0.8395
After round 205, test_loss = 0.8472, test_acc = 0.8396
After round 206, test_loss = 0.8455, test_acc = 0.8397
After round 207, test_loss = 0.8436, test_acc = 0.8396
After round 208, test_loss = 0.8418, test_acc = 0.8403
After round 209, test_loss = 0.8399, test_acc = 0.8402
After round 210, test_loss = 0.838, test_acc = 0.8405
After round 211, test_loss = 0.8361, test_acc = 0.8411
After round 212, test_loss = 0.8342, test_acc = 0.8404
After round 213, test_loss = 0.8325, test_acc = 0.8404
After round 214, test_loss = 0.8307, test_acc = 0.8412
After round 215, test_loss = 0.829, test_acc = 0.8416
After round 216, test_loss = 0.8273, test_acc = 0.8421
After round 217, test_loss = 0.8256, test_acc = 0.8427
After round 218, test_loss = 0.8237, test_acc = 0.8441
After round 219, test_loss = 0.8219, test_acc = 0.8445
After round 220, test_loss = 0.8204, test_acc = 0.8428
After round 221, test_loss = 0.8186, test_acc = 0.8441
After round 222, test_loss = 0.8169, test_acc = 0.843
After round 223, test_loss = 0.8154, test_acc = 0.8421
After round 224, test_loss = 0.8137, test_acc = 0.8433
After round 225, test_loss = 0.812, test_acc = 0.8443
After round 226, test_loss = 0.8105, test_acc = 0.8435
After round 227, test_loss = 0.809, test_acc = 0.8436
After round 228, test_loss = 0.8073, test_acc = 0.844
After round 229, test_loss = 0.8059, test_acc = 0.8446
After round 230, test_loss = 0.8043, test_acc = 0.8449
After round 231, test_loss = 0.803, test_acc = 0.8439
After round 232, test_loss = 0.8012, test_acc = 0.8454
After round 233, test_loss = 0.7998, test_acc = 0.8458
After round 234, test_loss = 0.7983, test_acc = 0.8458
After round 235, test_loss = 0.7968, test_acc = 0.8458
After round 236, test_loss = 0.7953, test_acc = 0.8456
After round 237, test_loss = 0.7938, test_acc = 0.846
After round 238, test_loss = 0.7922, test_acc = 0.8467
After round 239, test_loss = 0.7907, test_acc = 0.8462
After round 240, test_loss = 0.7893, test_acc = 0.8468
After round 241, test_loss = 0.7877, test_acc = 0.8477
After round 242, test_loss = 0.7863, test_acc = 0.8485
After round 243, test_loss = 0.7849, test_acc = 0.8483
After round 244, test_loss = 0.7835, test_acc = 0.8481
After round 245, test_loss = 0.782, test_acc = 0.8481
After round 246, test_loss = 0.7806, test_acc = 0.8483
After round 247, test_loss = 0.7792, test_acc = 0.8476
After round 248, test_loss = 0.7777, test_acc = 0.8487
After round 249, test_loss = 0.7764, test_acc = 0.8484
After round 250, test_loss = 0.7749, test_acc = 0.848
After round 251, test_loss = 0.7735, test_acc = 0.8481
After round 252, test_loss = 0.7721, test_acc = 0.8487
After round 253, test_loss = 0.7707, test_acc = 0.8491
After round 254, test_loss = 0.7693, test_acc = 0.8498
After round 255, test_loss = 0.7681, test_acc = 0.8493
After round 256, test_loss = 0.7668, test_acc = 0.8494
After round 257, test_loss = 0.7654, test_acc = 0.8502
After round 258, test_loss = 0.7642, test_acc = 0.8494
After round 259, test_loss = 0.7629, test_acc = 0.85
After round 260, test_loss = 0.7616, test_acc = 0.8503
