After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3169, test_acc = 0.114
After round 2, test_loss = 2.2953, test_acc = 0.1419
After round 3, test_loss = 2.2732, test_acc = 0.1767
After round 4, test_loss = 2.2518, test_acc = 0.2221
After round 5, test_loss = 2.2307, test_acc = 0.257
After round 6, test_loss = 2.2103, test_acc = 0.2901
After round 7, test_loss = 2.1904, test_acc = 0.3272
After round 8, test_loss = 2.1697, test_acc = 0.3568
After round 9, test_loss = 2.1494, test_acc = 0.3943
After round 10, test_loss = 2.1293, test_acc = 0.4252
After round 11, test_loss = 2.1111, test_acc = 0.4563
After round 12, test_loss = 2.0912, test_acc = 0.4886
After round 13, test_loss = 2.0724, test_acc = 0.5178
After round 14, test_loss = 2.0542, test_acc = 0.5307
After round 15, test_loss = 2.0368, test_acc = 0.5564
After round 16, test_loss = 2.0189, test_acc = 0.5756
After round 17, test_loss = 2.0016, test_acc = 0.6
After round 18, test_loss = 1.9844, test_acc = 0.6071
After round 19, test_loss = 1.9675, test_acc = 0.6259
After round 20, test_loss = 1.9515, test_acc = 0.6434
After round 21, test_loss = 1.9354, test_acc = 0.6497
After round 22, test_loss = 1.9195, test_acc = 0.658
After round 23, test_loss = 1.9037, test_acc = 0.6643
After round 24, test_loss = 1.8877, test_acc = 0.6733
After round 25, test_loss = 1.8723, test_acc = 0.6785
After round 26, test_loss = 1.8569, test_acc = 0.6828
After round 27, test_loss = 1.8421, test_acc = 0.6863
After round 28, test_loss = 1.8274, test_acc = 0.6913
After round 29, test_loss = 1.8125, test_acc = 0.6947
After round 30, test_loss = 1.7981, test_acc = 0.6939
After round 31, test_loss = 1.7839, test_acc = 0.6951
After round 32, test_loss = 1.7702, test_acc = 0.7033
After round 33, test_loss = 1.756, test_acc = 0.7096
After round 34, test_loss = 1.7423, test_acc = 0.7147
After round 35, test_loss = 1.729, test_acc = 0.7232
After round 36, test_loss = 1.716, test_acc = 0.7258
After round 37, test_loss = 1.703, test_acc = 0.7293
After round 38, test_loss = 1.6904, test_acc = 0.7301
After round 39, test_loss = 1.6783, test_acc = 0.7326
After round 40, test_loss = 1.6657, test_acc = 0.7376
After round 41, test_loss = 1.6538, test_acc = 0.7402
After round 42, test_loss = 1.6414, test_acc = 0.7443
After round 43, test_loss = 1.6298, test_acc = 0.7499
After round 44, test_loss = 1.6179, test_acc = 0.751
After round 45, test_loss = 1.6067, test_acc = 0.7521
After round 46, test_loss = 1.5957, test_acc = 0.7505
After round 47, test_loss = 1.5844, test_acc = 0.758
After round 48, test_loss = 1.5735, test_acc = 0.758
After round 49, test_loss = 1.5627, test_acc = 0.7576
After round 50, test_loss = 1.5526, test_acc = 0.7579
After round 51, test_loss = 1.542, test_acc = 0.7617
After round 52, test_loss = 1.5315, test_acc = 0.7654
After round 53, test_loss = 1.5214, test_acc = 0.7637
After round 54, test_loss = 1.5117, test_acc = 0.7636
After round 55, test_loss = 1.502, test_acc = 0.7648
After round 56, test_loss = 1.4924, test_acc = 0.7661
After round 57, test_loss = 1.4828, test_acc = 0.7675
After round 58, test_loss = 1.4736, test_acc = 0.7692
After round 59, test_loss = 1.4644, test_acc = 0.7715
After round 60, test_loss = 1.4552, test_acc = 0.7716
After round 61, test_loss = 1.4461, test_acc = 0.7727
After round 62, test_loss = 1.4371, test_acc = 0.7763
After round 63, test_loss = 1.4287, test_acc = 0.7784
After round 64, test_loss = 1.42, test_acc = 0.7783
After round 65, test_loss = 1.4115, test_acc = 0.7814
After round 66, test_loss = 1.4029, test_acc = 0.7835
After round 67, test_loss = 1.3947, test_acc = 0.7854
After round 68, test_loss = 1.3867, test_acc = 0.786
After round 69, test_loss = 1.3787, test_acc = 0.7857
After round 70, test_loss = 1.371, test_acc = 0.7887
After round 71, test_loss = 1.3633, test_acc = 0.7908
After round 72, test_loss = 1.3556, test_acc = 0.7897
After round 73, test_loss = 1.348, test_acc = 0.7909
After round 74, test_loss = 1.3406, test_acc = 0.7892
After round 75, test_loss = 1.3333, test_acc = 0.7929
After round 76, test_loss = 1.3262, test_acc = 0.7922
After round 77, test_loss = 1.3192, test_acc = 0.7938
After round 78, test_loss = 1.3122, test_acc = 0.7953
After round 79, test_loss = 1.3053, test_acc = 0.7921
After round 80, test_loss = 1.2981, test_acc = 0.794
After round 81, test_loss = 1.2911, test_acc = 0.796
After round 82, test_loss = 1.2842, test_acc = 0.798
After round 83, test_loss = 1.2775, test_acc = 0.7987
After round 84, test_loss = 1.2713, test_acc = 0.7999
After round 85, test_loss = 1.2646, test_acc = 0.7999
After round 86, test_loss = 1.2582, test_acc = 0.7997
After round 87, test_loss = 1.2521, test_acc = 0.8012
After round 88, test_loss = 1.2459, test_acc = 0.8022
After round 89, test_loss = 1.2396, test_acc = 0.8028
After round 90, test_loss = 1.2337, test_acc = 0.8028
After round 91, test_loss = 1.2278, test_acc = 0.8009
After round 92, test_loss = 1.222, test_acc = 0.8031
After round 93, test_loss = 1.2164, test_acc = 0.8051
After round 94, test_loss = 1.2106, test_acc = 0.806
After round 95, test_loss = 1.205, test_acc = 0.8083
After round 96, test_loss = 1.1993, test_acc = 0.8087
After round 97, test_loss = 1.1936, test_acc = 0.8086
After round 98, test_loss = 1.1881, test_acc = 0.8081
After round 99, test_loss = 1.1827, test_acc = 0.8098
After round 100, test_loss = 1.1774, test_acc = 0.8087
After round 101, test_loss = 1.1723, test_acc = 0.8084
After round 102, test_loss = 1.1671, test_acc = 0.8098
After round 103, test_loss = 1.1618, test_acc = 0.811
After round 104, test_loss = 1.1569, test_acc = 0.8109
After round 105, test_loss = 1.1519, test_acc = 0.8114
