Starting: 15:12:52:010608
round_1_start: 15:12:52:010641
round_1_received_params: 15:12:52:049334
received_params: 15:12:52:672208
round_1_aggregation: 15:12:52:672218
round_1_end: 15:12:52:761927
round_2_start: 15:12:52:761969
round_2_received_params: 15:12:53:393166
received_params: 15:12:53:397503
received_params: 15:12:53:409889
received_params: 15:12:53:423881
round_2_aggregation: 15:12:53:423890
round_2_end: 15:12:53:499715
round_3_start: 15:12:53:499762
round_3_received_params: 15:12:54:151849
received_params: 15:12:54:161915
received_params: 15:12:54:179029
received_params: 15:12:54:184311
round_3_aggregation: 15:12:54:184321
round_3_end: 15:12:54:251929
round_4_start: 15:12:54:251971
round_4_received_params: 15:12:54:886817
received_params: 15:12:54:891025
received_params: 15:12:54:918442
received_params: 15:12:54:926593
round_4_aggregation: 15:12:54:926601
round_4_end: 15:12:55:001853
round_5_start: 15:12:55:001898
round_5_received_params: 15:12:55:619647
received_params: 15:12:55:666993
received_params: 15:12:55:676991
received_params: 15:12:55:686948
round_5_aggregation: 15:12:55:686958
round_5_end: 15:12:55:762644
round_6_start: 15:12:55:762687
round_6_received_params: 15:12:56:383818
received_params: 15:12:56:391748
received_params: 15:12:56:403205
received_params: 15:12:56:411769
round_6_aggregation: 15:12:56:411778
round_6_end: 15:12:56:494250
round_7_start: 15:12:56:494292
round_7_received_params: 15:12:57:115008
received_params: 15:12:57:123139
received_params: 15:12:57:135814
received_params: 15:12:57:142575
round_7_aggregation: 15:12:57:142584
round_7_end: 15:12:57:224563
round_8_start: 15:12:57:224610
round_8_received_params: 15:12:57:860029
received_params: 15:12:57:869818
received_params: 15:12:57:884944
received_params: 15:12:57:892769
round_8_aggregation: 15:12:57:892778
round_8_end: 15:12:57:974650
round_9_start: 15:12:57:974693
round_9_received_params: 15:12:58:605944
received_params: 15:12:58:614586
received_params: 15:12:58:624773
received_params: 15:12:58:650012
round_9_aggregation: 15:12:58:650036
round_9_end: 15:12:58:712860
round_10_start: 15:12:58:712907
round_10_received_params: 15:12:59:368769
received_params: 15:12:59:377405
received_params: 15:12:59:383344
round_10_aggregation: 15:12:59:383353
round_10_end: 15:12:59:469506
end: 15:12:59:469585
