After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 206, test_loss = 1.1708, test_acc = 0.6749
After round 207, test_loss = 1.1609, test_acc = 0.6765
After round 208, test_loss = 1.1838, test_acc = 0.6811
After round 209, test_loss = 1.1899, test_acc = 0.684
After round 210, test_loss = 1.1743, test_acc = 0.6911
After round 211, test_loss = 1.1851, test_acc = 0.6845
After round 212, test_loss = 1.1746, test_acc = 0.6898
After round 213, test_loss = 1.18, test_acc = 0.6874
After round 214, test_loss = 1.1797, test_acc = 0.691
After round 215, test_loss = 1.1522, test_acc = 0.6886
After round 216, test_loss = 1.147, test_acc = 0.6885
After round 217, test_loss = 1.1602, test_acc = 0.6859
After round 218, test_loss = 1.134, test_acc = 0.6888
After round 219, test_loss = 1.1386, test_acc = 0.6849
After round 220, test_loss = 1.1251, test_acc = 0.6929
After round 221, test_loss = 1.1387, test_acc = 0.6845
After round 222, test_loss = 1.1426, test_acc = 0.6857
After round 223, test_loss = 1.1396, test_acc = 0.691
After round 224, test_loss = 1.1448, test_acc = 0.6864
After round 225, test_loss = 1.1223, test_acc = 0.6845
After round 226, test_loss = 1.1375, test_acc = 0.683
After round 227, test_loss = 1.1427, test_acc = 0.685
After round 228, test_loss = 1.145, test_acc = 0.6817
After round 229, test_loss = 1.1481, test_acc = 0.6801
After round 230, test_loss = 1.1388, test_acc = 0.6886
After round 231, test_loss = 1.113, test_acc = 0.6812
After round 232, test_loss = 1.1335, test_acc = 0.6834
After round 233, test_loss = 1.1058, test_acc = 0.6803
After round 234, test_loss = 1.1191, test_acc = 0.6833
After round 235, test_loss = 1.1245, test_acc = 0.686
After round 236, test_loss = 1.1235, test_acc = 0.6862
After round 237, test_loss = 1.0949, test_acc = 0.6848
After round 238, test_loss = 1.089, test_acc = 0.6852
After round 239, test_loss = 1.0865, test_acc = 0.6863
After round 240, test_loss = 1.0951, test_acc = 0.6844
After round 241, test_loss = 1.1017, test_acc = 0.6872
After round 242, test_loss = 1.1041, test_acc = 0.6896
After round 243, test_loss = 1.1014, test_acc = 0.6878
After round 244, test_loss = 1.1001, test_acc = 0.687
After round 245, test_loss = 1.0949, test_acc = 0.6874
After round 246, test_loss = 1.0795, test_acc = 0.6938
After round 247, test_loss = 1.0779, test_acc = 0.6961
After round 248, test_loss = 1.0911, test_acc = 0.6903
After round 249, test_loss = 1.094, test_acc = 0.6866
After round 250, test_loss = 1.0947, test_acc = 0.6896
After round 251, test_loss = 1.0778, test_acc = 0.6993
After round 252, test_loss = 1.0729, test_acc = 0.7057
After round 253, test_loss = 1.0818, test_acc = 0.7001
After round 254, test_loss = 1.0726, test_acc = 0.7082
After round 255, test_loss = 1.0824, test_acc = 0.6997
After round 256, test_loss = 1.0863, test_acc = 0.6995
After round 257, test_loss = 1.0675, test_acc = 0.7117
After round 258, test_loss = 1.0671, test_acc = 0.7132
After round 259, test_loss = 1.0669, test_acc = 0.7066
After round 260, test_loss = 1.0696, test_acc = 0.7061
