After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 80, test_loss = 1.5393, test_acc = 0.6092
After round 81, test_loss = 1.551, test_acc = 0.6142
After round 82, test_loss = 1.549, test_acc = 0.6178
After round 83, test_loss = 1.5394, test_acc = 0.6171
After round 84, test_loss = 1.5373, test_acc = 0.615
After round 85, test_loss = 1.5366, test_acc = 0.6162
After round 86, test_loss = 1.539, test_acc = 0.6138
After round 87, test_loss = 1.5029, test_acc = 0.6117
After round 88, test_loss = 1.4993, test_acc = 0.6219
After round 89, test_loss = 1.4991, test_acc = 0.6161
After round 90, test_loss = 1.4994, test_acc = 0.6135
After round 91, test_loss = 1.4925, test_acc = 0.6128
After round 92, test_loss = 1.4946, test_acc = 0.6122
After round 93, test_loss = 1.4826, test_acc = 0.6131
After round 94, test_loss = 1.482, test_acc = 0.6166
After round 95, test_loss = 1.4774, test_acc = 0.6214
After round 96, test_loss = 1.4564, test_acc = 0.619
After round 97, test_loss = 1.4741, test_acc = 0.6205
After round 98, test_loss = 1.4741, test_acc = 0.6237
After round 99, test_loss = 1.4744, test_acc = 0.6257
After round 100, test_loss = 1.4711, test_acc = 0.6304
After round 101, test_loss = 1.462, test_acc = 0.6287
After round 102, test_loss = 1.4614, test_acc = 0.6259
After round 103, test_loss = 1.4493, test_acc = 0.6277
After round 104, test_loss = 1.4466, test_acc = 0.6296
After round 105, test_loss = 1.4484, test_acc = 0.6312
After round 106, test_loss = 1.4493, test_acc = 0.6381
After round 107, test_loss = 1.4402, test_acc = 0.6401
After round 108, test_loss = 1.436, test_acc = 0.6444
After round 109, test_loss = 1.4286, test_acc = 0.659
After round 110, test_loss = 1.4308, test_acc = 0.6487
After round 111, test_loss = 1.435, test_acc = 0.639
After round 112, test_loss = 1.4029, test_acc = 0.6434
After round 113, test_loss = 1.4027, test_acc = 0.6412
After round 114, test_loss = 1.4116, test_acc = 0.6336
After round 115, test_loss = 1.4064, test_acc = 0.631
After round 116, test_loss = 1.4068, test_acc = 0.6359
After round 117, test_loss = 1.4067, test_acc = 0.6319
After round 118, test_loss = 1.4048, test_acc = 0.6301
After round 119, test_loss = 1.395, test_acc = 0.6367
After round 120, test_loss = 1.3934, test_acc = 0.6443
After round 121, test_loss = 1.393, test_acc = 0.653
After round 122, test_loss = 1.3906, test_acc = 0.6529
After round 123, test_loss = 1.3915, test_acc = 0.6584
After round 124, test_loss = 1.3908, test_acc = 0.6616
After round 125, test_loss = 1.3839, test_acc = 0.661
After round 126, test_loss = 1.3815, test_acc = 0.662
After round 127, test_loss = 1.3762, test_acc = 0.6655
After round 128, test_loss = 1.3814, test_acc = 0.6683
After round 129, test_loss = 1.3575, test_acc = 0.6703
After round 130, test_loss = 1.3672, test_acc = 0.6643
After round 131, test_loss = 1.3648, test_acc = 0.6691
After round 132, test_loss = 1.3639, test_acc = 0.6671
After round 133, test_loss = 1.3587, test_acc = 0.6688
After round 134, test_loss = 1.3544, test_acc = 0.6792
After round 135, test_loss = 1.3556, test_acc = 0.6738
After round 136, test_loss = 1.36, test_acc = 0.669
After round 137, test_loss = 1.3521, test_acc = 0.6733
After round 138, test_loss = 1.3534, test_acc = 0.6759
After round 139, test_loss = 1.3586, test_acc = 0.6757
After round 140, test_loss = 1.3568, test_acc = 0.6743
After round 141, test_loss = 1.3559, test_acc = 0.6763
After round 142, test_loss = 1.3593, test_acc = 0.6783
After round 143, test_loss = 1.3529, test_acc = 0.676
After round 144, test_loss = 1.3527, test_acc = 0.6815
After round 145, test_loss = 1.3348, test_acc = 0.6795
After round 146, test_loss = 1.3368, test_acc = 0.6804
After round 147, test_loss = 1.3427, test_acc = 0.676
After round 148, test_loss = 1.336, test_acc = 0.6727
After round 149, test_loss = 1.3278, test_acc = 0.6835
After round 150, test_loss = 1.3308, test_acc = 0.6807
After round 151, test_loss = 1.3221, test_acc = 0.6804
After round 152, test_loss = 1.3154, test_acc = 0.6786
After round 153, test_loss = 1.3124, test_acc = 0.679
After round 154, test_loss = 1.3171, test_acc = 0.6757
After round 155, test_loss = 1.287, test_acc = 0.6854
After round 156, test_loss = 1.3107, test_acc = 0.6825
After round 157, test_loss = 1.2777, test_acc = 0.683
After round 158, test_loss = 1.3027, test_acc = 0.6812
After round 159, test_loss = 1.304, test_acc = 0.6825
After round 160, test_loss = 1.303, test_acc = 0.681
After round 161, test_loss = 1.2794, test_acc = 0.6785
After round 162, test_loss = 1.287, test_acc = 0.6748
After round 163, test_loss = 1.2932, test_acc = 0.677
After round 164, test_loss = 1.2908, test_acc = 0.6728
After round 165, test_loss = 1.2831, test_acc = 0.6797
After round 166, test_loss = 1.2824, test_acc = 0.6733
After round 167, test_loss = 1.2785, test_acc = 0.6769
After round 168, test_loss = 1.2425, test_acc = 0.6754
After round 169, test_loss = 1.2664, test_acc = 0.6705
After round 170, test_loss = 1.2725, test_acc = 0.6702
After round 171, test_loss = 1.279, test_acc = 0.6628
After round 172, test_loss = 1.2715, test_acc = 0.6585
After round 173, test_loss = 1.271, test_acc = 0.6622
After round 174, test_loss = 1.2665, test_acc = 0.6704
After round 175, test_loss = 1.2625, test_acc = 0.6826
After round 176, test_loss = 1.2564, test_acc = 0.6762
After round 177, test_loss = 1.2597, test_acc = 0.675
After round 178, test_loss = 1.2556, test_acc = 0.6711
After round 179, test_loss = 1.2541, test_acc = 0.683
After round 180, test_loss = 1.2598, test_acc = 0.6766
After round 181, test_loss = 1.2489, test_acc = 0.6742
After round 182, test_loss = 1.2488, test_acc = 0.671
After round 183, test_loss = 1.2481, test_acc = 0.6722
After round 184, test_loss = 1.2484, test_acc = 0.6756
After round 185, test_loss = 1.2452, test_acc = 0.6779
After round 186, test_loss = 1.2439, test_acc = 0.6797
After round 187, test_loss = 1.2219, test_acc = 0.6789
After round 188, test_loss = 1.2406, test_acc = 0.6839
After round 189, test_loss = 1.243, test_acc = 0.6852
After round 190, test_loss = 1.237, test_acc = 0.683
After round 191, test_loss = 1.2378, test_acc = 0.6812
After round 192, test_loss = 1.2427, test_acc = 0.6765
After round 193, test_loss = 1.234, test_acc = 0.6765
After round 194, test_loss = 1.2329, test_acc = 0.6857
After round 195, test_loss = 1.2292, test_acc = 0.6794
After round 196, test_loss = 1.2056, test_acc = 0.6799
After round 197, test_loss = 1.2009, test_acc = 0.6813
After round 198, test_loss = 1.1952, test_acc = 0.6895
After round 199, test_loss = 1.1933, test_acc = 0.6912
After round 200, test_loss = 1.195, test_acc = 0.6839
After round 201, test_loss = 1.1888, test_acc = 0.6868
After round 202, test_loss = 1.1888, test_acc = 0.6884
After round 203, test_loss = 1.187, test_acc = 0.6884
After round 204, test_loss = 1.1816, test_acc = 0.6963
After round 205, test_loss = 1.1534, test_acc = 0.6928
After round 206, test_loss = 1.1495, test_acc = 0.6838
After round 207, test_loss = 1.1473, test_acc = 0.6823
After round 208, test_loss = 1.1467, test_acc = 0.6852
After round 209, test_loss = 1.1699, test_acc = 0.6904
After round 210, test_loss = 1.1743, test_acc = 0.6911
After round 211, test_loss = 1.1758, test_acc = 0.6895
After round 212, test_loss = 1.1746, test_acc = 0.6898
After round 213, test_loss = 1.1703, test_acc = 0.6965
After round 214, test_loss = 1.1666, test_acc = 0.699
After round 215, test_loss = 1.1635, test_acc = 0.7006
After round 216, test_loss = 1.1529, test_acc = 0.7037
After round 217, test_loss = 1.152, test_acc = 0.6965
After round 218, test_loss = 1.1202, test_acc = 0.697
After round 219, test_loss = 1.1257, test_acc = 0.6932
After round 220, test_loss = 1.128, test_acc = 0.6935
After round 221, test_loss = 1.1294, test_acc = 0.6893
After round 222, test_loss = 1.1261, test_acc = 0.6924
After round 223, test_loss = 1.1237, test_acc = 0.6982
After round 224, test_loss = 1.1302, test_acc = 0.6914
After round 225, test_loss = 1.1301, test_acc = 0.6916
After round 226, test_loss = 1.1263, test_acc = 0.6892
After round 227, test_loss = 1.125, test_acc = 0.6894
After round 228, test_loss = 1.1259, test_acc = 0.6877
After round 229, test_loss = 1.1306, test_acc = 0.683
After round 230, test_loss = 1.1288, test_acc = 0.6846
After round 231, test_loss = 1.098, test_acc = 0.6868
After round 232, test_loss = 1.0802, test_acc = 0.6883
After round 233, test_loss = 1.1042, test_acc = 0.6853
After round 234, test_loss = 1.1068, test_acc = 0.6879
After round 235, test_loss = 1.1097, test_acc = 0.6896
After round 236, test_loss = 1.1054, test_acc = 0.6908
After round 237, test_loss = 1.0999, test_acc = 0.6929
After round 238, test_loss = 1.1025, test_acc = 0.6919
After round 239, test_loss = 1.0932, test_acc = 0.6945
After round 240, test_loss = 1.0839, test_acc = 0.69
After round 241, test_loss = 1.0877, test_acc = 0.6916
After round 242, test_loss = 1.0891, test_acc = 0.6938
After round 243, test_loss = 1.0878, test_acc = 0.6931
After round 244, test_loss = 1.084, test_acc = 0.6918
After round 245, test_loss = 1.0806, test_acc = 0.6931
After round 246, test_loss = 1.0815, test_acc = 0.6919
After round 247, test_loss = 1.0834, test_acc = 0.693
After round 248, test_loss = 1.0812, test_acc = 0.6951
After round 249, test_loss = 1.0774, test_acc = 0.696
After round 250, test_loss = 1.0782, test_acc = 0.6984
After round 251, test_loss = 1.0784, test_acc = 0.7006
After round 252, test_loss = 1.0729, test_acc = 0.7057
After round 253, test_loss = 1.0742, test_acc = 0.7079
After round 254, test_loss = 1.068, test_acc = 0.7146
After round 255, test_loss = 1.0708, test_acc = 0.711
After round 256, test_loss = 1.0698, test_acc = 0.7115
After round 257, test_loss = 1.0702, test_acc = 0.7105
After round 258, test_loss = 1.0471, test_acc = 0.7088
After round 259, test_loss = 1.053, test_acc = 0.7178
After round 260, test_loss = 1.0518, test_acc = 0.7222
