After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3264, test_acc = 0.1095
After round 2, test_loss = 2.3046, test_acc = 0.1491
After round 3, test_loss = 2.2866, test_acc = 0.1876
After round 4, test_loss = 2.2689, test_acc = 0.2168
After round 5, test_loss = 2.2525, test_acc = 0.2413
After round 6, test_loss = 2.2304, test_acc = 0.2781
After round 7, test_loss = 2.2256, test_acc = 0.3002
After round 8, test_loss = 2.2105, test_acc = 0.3514
After round 9, test_loss = 2.1922, test_acc = 0.3843
After round 10, test_loss = 2.1863, test_acc = 0.3708
After round 11, test_loss = 2.1659, test_acc = 0.4107
After round 12, test_loss = 2.1611, test_acc = 0.423
After round 13, test_loss = 2.14, test_acc = 0.4755
After round 14, test_loss = 2.1355, test_acc = 0.4375
After round 15, test_loss = 2.132, test_acc = 0.4289
After round 16, test_loss = 2.1123, test_acc = 0.4429
After round 17, test_loss = 2.1033, test_acc = 0.4442
After round 18, test_loss = 2.081, test_acc = 0.4523
After round 19, test_loss = 2.0608, test_acc = 0.4736
After round 20, test_loss = 2.0579, test_acc = 0.4548
After round 21, test_loss = 2.0499, test_acc = 0.4665
After round 22, test_loss = 2.0387, test_acc = 0.4565
After round 23, test_loss = 2.0236, test_acc = 0.4864
After round 24, test_loss = 2.0034, test_acc = 0.5173
After round 25, test_loss = 1.9888, test_acc = 0.5201
After round 26, test_loss = 1.9661, test_acc = 0.5102
After round 27, test_loss = 1.973, test_acc = 0.4988
After round 28, test_loss = 1.9586, test_acc = 0.5249
After round 29, test_loss = 1.9493, test_acc = 0.5224
After round 30, test_loss = 1.9446, test_acc = 0.5147
After round 31, test_loss = 1.9325, test_acc = 0.5125
After round 32, test_loss = 1.9242, test_acc = 0.5025
After round 33, test_loss = 1.913, test_acc = 0.5074
After round 34, test_loss = 1.8861, test_acc = 0.5633
After round 35, test_loss = 1.8688, test_acc = 0.5735
After round 36, test_loss = 1.8504, test_acc = 0.5743
After round 37, test_loss = 1.8484, test_acc = 0.575
After round 38, test_loss = 1.8336, test_acc = 0.5659
After round 39, test_loss = 1.8174, test_acc = 0.5635
After round 40, test_loss = 1.8041, test_acc = 0.5761
After round 41, test_loss = 1.8049, test_acc = 0.5772
After round 42, test_loss = 1.8023, test_acc = 0.5787
After round 43, test_loss = 1.7988, test_acc = 0.5773
After round 44, test_loss = 1.7853, test_acc = 0.5831
After round 45, test_loss = 1.7762, test_acc = 0.5741
After round 46, test_loss = 1.7748, test_acc = 0.5822
After round 47, test_loss = 1.7658, test_acc = 0.587
After round 48, test_loss = 1.7341, test_acc = 0.5781
After round 49, test_loss = 1.7348, test_acc = 0.5824
After round 50, test_loss = 1.7317, test_acc = 0.5897
After round 51, test_loss = 1.7287, test_acc = 0.5896
After round 52, test_loss = 1.7222, test_acc = 0.5892
After round 53, test_loss = 1.7195, test_acc = 0.5907
After round 54, test_loss = 1.714, test_acc = 0.5913
After round 55, test_loss = 1.7037, test_acc = 0.5925
After round 56, test_loss = 1.6973, test_acc = 0.5938
After round 57, test_loss = 1.691, test_acc = 0.5937
After round 58, test_loss = 1.6831, test_acc = 0.5956
After round 59, test_loss = 1.6844, test_acc = 0.5957
After round 60, test_loss = 1.6742, test_acc = 0.5955
After round 61, test_loss = 1.6529, test_acc = 0.6029
After round 62, test_loss = 1.6461, test_acc = 0.6034
After round 63, test_loss = 1.6632, test_acc = 0.601
After round 64, test_loss = 1.6691, test_acc = 0.5992
After round 65, test_loss = 1.6635, test_acc = 0.598
After round 66, test_loss = 1.6601, test_acc = 0.6027
After round 67, test_loss = 1.6434, test_acc = 0.612
After round 68, test_loss = 1.6442, test_acc = 0.6074
After round 69, test_loss = 1.6404, test_acc = 0.6063
After round 70, test_loss = 1.6317, test_acc = 0.6034
After round 71, test_loss = 1.6192, test_acc = 0.6054
After round 72, test_loss = 1.6136, test_acc = 0.6111
After round 73, test_loss = 1.6039, test_acc = 0.6113
After round 74, test_loss = 1.6042, test_acc = 0.6124
After round 75, test_loss = 1.6016, test_acc = 0.6099
After round 76, test_loss = 1.5864, test_acc = 0.6142
After round 77, test_loss = 1.5802, test_acc = 0.6136
After round 78, test_loss = 1.5821, test_acc = 0.6106
After round 79, test_loss = 1.5704, test_acc = 0.6117
