After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 144, test_loss = 1.2503, test_acc = 0.6485
After round 145, test_loss = 1.2121, test_acc = 0.6521
After round 146, test_loss = 1.2119, test_acc = 0.657
After round 147, test_loss = 1.2226, test_acc = 0.6482
After round 148, test_loss = 1.2293, test_acc = 0.6446
After round 149, test_loss = 1.2251, test_acc = 0.6486
After round 150, test_loss = 1.2331, test_acc = 0.6441
After round 151, test_loss = 1.2392, test_acc = 0.6429
After round 152, test_loss = 1.2274, test_acc = 0.6473
After round 153, test_loss = 1.2056, test_acc = 0.6596
After round 154, test_loss = 1.1838, test_acc = 0.6665
After round 155, test_loss = 1.1741, test_acc = 0.6651
After round 156, test_loss = 1.1891, test_acc = 0.6603
After round 157, test_loss = 1.167, test_acc = 0.665
After round 158, test_loss = 1.1779, test_acc = 0.6685
After round 159, test_loss = 1.1742, test_acc = 0.6682
After round 160, test_loss = 1.1794, test_acc = 0.6647
After round 161, test_loss = 1.1759, test_acc = 0.6667
After round 162, test_loss = 1.1547, test_acc = 0.6656
After round 163, test_loss = 1.1456, test_acc = 0.6707
After round 164, test_loss = 1.1569, test_acc = 0.6687
After round 165, test_loss = 1.1559, test_acc = 0.6694
After round 166, test_loss = 1.1598, test_acc = 0.6711
After round 167, test_loss = 1.1402, test_acc = 0.6693
After round 168, test_loss = 1.1398, test_acc = 0.6719
After round 169, test_loss = 1.1343, test_acc = 0.6741
After round 170, test_loss = 1.1271, test_acc = 0.6786
After round 171, test_loss = 1.1389, test_acc = 0.6728
After round 172, test_loss = 1.1398, test_acc = 0.6744
After round 173, test_loss = 1.1311, test_acc = 0.6749
After round 174, test_loss = 1.1127, test_acc = 0.6827
After round 175, test_loss = 1.1062, test_acc = 0.6772
After round 176, test_loss = 1.1122, test_acc = 0.6798
After round 177, test_loss = 1.0999, test_acc = 0.6851
After round 178, test_loss = 1.092, test_acc = 0.6879
After round 179, test_loss = 1.092, test_acc = 0.6911
After round 180, test_loss = 1.094, test_acc = 0.6879
After round 181, test_loss = 1.0999, test_acc = 0.6839
After round 182, test_loss = 1.1016, test_acc = 0.6833
After round 183, test_loss = 1.0983, test_acc = 0.683
After round 184, test_loss = 1.084, test_acc = 0.692
After round 185, test_loss = 1.077, test_acc = 0.6907
After round 186, test_loss = 1.0719, test_acc = 0.6923
After round 187, test_loss = 1.0759, test_acc = 0.6918
After round 188, test_loss = 1.0831, test_acc = 0.6864
After round 189, test_loss = 1.0763, test_acc = 0.688
After round 190, test_loss = 1.064, test_acc = 0.7
After round 191, test_loss = 1.0698, test_acc = 0.6954
After round 192, test_loss = 1.0738, test_acc = 0.6938
After round 193, test_loss = 1.0772, test_acc = 0.6916
After round 194, test_loss = 1.0819, test_acc = 0.6896
After round 195, test_loss = 1.064, test_acc = 0.6992
After round 196, test_loss = 1.0731, test_acc = 0.6945
After round 197, test_loss = 1.0765, test_acc = 0.6944
After round 198, test_loss = 1.0652, test_acc = 0.6965
After round 199, test_loss = 1.069, test_acc = 0.6943
After round 200, test_loss = 1.0723, test_acc = 0.693
After round 201, test_loss = 1.07, test_acc = 0.692
After round 202, test_loss = 1.0682, test_acc = 0.6932
After round 203, test_loss = 1.0616, test_acc = 0.699
After round 204, test_loss = 1.0734, test_acc = 0.6918
After round 205, test_loss = 1.0671, test_acc = 0.6894
After round 206, test_loss = 1.0631, test_acc = 0.6919
After round 207, test_loss = 1.0703, test_acc = 0.6892
After round 208, test_loss = 1.0455, test_acc = 0.6924
After round 209, test_loss = 1.0641, test_acc = 0.6875
After round 210, test_loss = 1.0675, test_acc = 0.6857
After round 211, test_loss = 1.0647, test_acc = 0.6874
After round 212, test_loss = 1.0629, test_acc = 0.6876
After round 213, test_loss = 1.0711, test_acc = 0.6857
After round 214, test_loss = 1.0627, test_acc = 0.6866
After round 215, test_loss = 1.0698, test_acc = 0.6849
After round 216, test_loss = 1.0689, test_acc = 0.6858
After round 217, test_loss = 1.058, test_acc = 0.6915
After round 218, test_loss = 1.0644, test_acc = 0.6923
After round 219, test_loss = 1.0582, test_acc = 0.6963
After round 220, test_loss = 1.0567, test_acc = 0.6959
After round 221, test_loss = 1.0355, test_acc = 0.6954
After round 222, test_loss = 1.0448, test_acc = 0.6946
After round 223, test_loss = 1.0509, test_acc = 0.6922
After round 224, test_loss = 1.0494, test_acc = 0.6924
After round 225, test_loss = 1.0319, test_acc = 0.6915
After round 226, test_loss = 1.0403, test_acc = 0.6893
After round 227, test_loss = 1.0471, test_acc = 0.6865
After round 228, test_loss = 1.0531, test_acc = 0.6846
After round 229, test_loss = 1.0486, test_acc = 0.6885
After round 230, test_loss = 1.0517, test_acc = 0.6869
After round 231, test_loss = 1.0539, test_acc = 0.6854
After round 232, test_loss = 1.0612, test_acc = 0.6841
After round 233, test_loss = 1.0676, test_acc = 0.6816
After round 234, test_loss = 1.059, test_acc = 0.6839
After round 235, test_loss = 1.0485, test_acc = 0.6884
After round 236, test_loss = 1.0642, test_acc = 0.6827
After round 237, test_loss = 1.0522, test_acc = 0.6866
After round 238, test_loss = 1.0611, test_acc = 0.6873
After round 239, test_loss = 1.0686, test_acc = 0.6828
After round 240, test_loss = 1.0476, test_acc = 0.6859
After round 241, test_loss = 1.0475, test_acc = 0.6864
After round 242, test_loss = 1.0548, test_acc = 0.6851
After round 243, test_loss = 1.0341, test_acc = 0.6899
After round 244, test_loss = 1.0091, test_acc = 0.6945
After round 245, test_loss = 1.0007, test_acc = 0.6956
After round 246, test_loss = 0.9909, test_acc = 0.7054
After round 247, test_loss = 0.9902, test_acc = 0.7059
After round 248, test_loss = 0.9931, test_acc = 0.7024
After round 249, test_loss = 0.9915, test_acc = 0.7012
After round 250, test_loss = 0.9683, test_acc = 0.7074
