Client 9 started! ... 
Client 9 connected to the server!
Client 9 initialized!
Loss = 2.3351945877075195, Accuracy = 0.0546875
Loss = 2.3035714626312256, Accuracy = 0.125
Loss = 2.2911133766174316, Accuracy = 0.1328125
Loss = 2.2555203437805176, Accuracy = 0.171875
Loss = 2.253080368041992, Accuracy = 0.203125
Loss = 2.193690538406372, Accuracy = 0.328125
Loss = 2.2053563594818115, Accuracy = 0.2734375
Loss = 2.180469036102295, Accuracy = 0.296875
Loss = 2.160085916519165, Accuracy = 0.3828125
Loss = 2.143979549407959, Accuracy = 0.3984375
Loss = 2.13346529006958, Accuracy = 0.4296875
Loss = 2.1211090087890625, Accuracy = 0.3984375
Loss = 2.0988214015960693, Accuracy = 0.4609375
Loss = 2.096134901046753, Accuracy = 0.4765625
Loss = 2.0449960231781006, Accuracy = 0.5625
Loss = 2.031820774078369, Accuracy = 0.59375
Loss = 2.016017436981201, Accuracy = 0.53125
Loss = 2.033458948135376, Accuracy = 0.546875
Loss = 2.0135231018066406, Accuracy = 0.5625
Loss = 1.9430551528930664, Accuracy = 0.671875
Loss = 1.9459826946258545, Accuracy = 0.671875
Loss = 1.9451473951339722, Accuracy = 0.609375
Loss = 1.8962297439575195, Accuracy = 0.65625
Loss = 1.8768455982208252, Accuracy = 0.6875
Loss = 1.8284032344818115, Accuracy = 0.71875
Loss = 1.8629230260849, Accuracy = 0.7265625
Loss = 1.8717740774154663, Accuracy = 0.6796875
Loss = 1.829714059829712, Accuracy = 0.6953125
Loss = 1.8438475131988525, Accuracy = 0.734375
Loss = 1.8276901245117188, Accuracy = 0.7109375
Loss = 1.8307263851165771, Accuracy = 0.6875
Loss = 1.7702230215072632, Accuracy = 0.7265625
Loss = 1.7282553911209106, Accuracy = 0.65625
Loss = 1.781442403793335, Accuracy = 0.6796875
Loss = 1.7905217409133911, Accuracy = 0.6953125
Loss = 1.760125756263733, Accuracy = 0.734375
Loss = 1.7057397365570068, Accuracy = 0.7109375
Loss = 1.7459243535995483, Accuracy = 0.6953125
Loss = 1.706593632698059, Accuracy = 0.6640625
Loss = 1.6587233543395996, Accuracy = 0.7734375
Loss = 1.6726545095443726, Accuracy = 0.7578125
Loss = 1.6978150606155396, Accuracy = 0.6953125
Loss = 1.5960721969604492, Accuracy = 0.78125
Loss = 1.6222927570343018, Accuracy = 0.75
Loss = 1.6134949922561646, Accuracy = 0.7734375
Loss = 1.6238888502120972, Accuracy = 0.7734375
Loss = 1.6151379346847534, Accuracy = 0.7767857313156128
Loss = 1.6764203310012817, Accuracy = 0.6484375
Loss = 1.5755897760391235, Accuracy = 0.71875
Loss = 1.583669900894165, Accuracy = 0.7734375
Loss = 1.5896004438400269, Accuracy = 0.734375
Loss = 1.5802823305130005, Accuracy = 0.7890625
Loss = 1.4781064987182617, Accuracy = 0.8359375
Loss = 1.5410606861114502, Accuracy = 0.796875
Loss = 1.4732849597930908, Accuracy = 0.8125
Loss = 1.4601426124572754, Accuracy = 0.8046875
Loss = 1.5246210098266602, Accuracy = 0.7265625
Loss = 1.4892860651016235, Accuracy = 0.8046875
Loss = 1.4803783893585205, Accuracy = 0.7734375
Loss = 1.4721397161483765, Accuracy = 0.765625
Loss = 1.3927643299102783, Accuracy = 0.7890625
Loss = 1.5153697729110718, Accuracy = 0.7578125
Loss = 1.4562128782272339, Accuracy = 0.7421875
Loss = 1.3726489543914795, Accuracy = 0.84375
Loss = 1.4861485958099365, Accuracy = 0.75
Loss = 1.4311963319778442, Accuracy = 0.7734375
Loss = 1.4671897888183594, Accuracy = 0.75
Loss = 1.4381656646728516, Accuracy = 0.7265625
Loss = 1.418320655822754, Accuracy = 0.828125
Loss = 1.4161760807037354, Accuracy = 0.71875
Loss = 1.3238794803619385, Accuracy = 0.8359375
Loss = 1.4260127544403076, Accuracy = 0.765625
Loss = 1.3214319944381714, Accuracy = 0.8671875
Loss = 1.3526808023452759, Accuracy = 0.8046875
Loss = 1.2717994451522827, Accuracy = 0.796875
Loss = 1.3809566497802734, Accuracy = 0.7265625
Loss = 1.3572701215744019, Accuracy = 0.7578125
Loss = 1.2839553356170654, Accuracy = 0.796875
Loss = 1.3143647909164429, Accuracy = 0.7890625
Loss = 1.3085463047027588, Accuracy = 0.8046875
Loss = 1.204546332359314, Accuracy = 0.8671875
Loss = 1.3009999990463257, Accuracy = 0.828125
Loss = 1.2541942596435547, Accuracy = 0.828125
Loss = 1.3314270973205566, Accuracy = 0.7421875
Loss = 1.3683210611343384, Accuracy = 0.6953125
Loss = 1.287908911705017, Accuracy = 0.8125
Loss = 1.2826510667800903, Accuracy = 0.7734375
Loss = 1.2521904706954956, Accuracy = 0.8359375
Loss = 1.2855122089385986, Accuracy = 0.7890625
Loss = 1.3200052976608276, Accuracy = 0.765625
Loss = 1.22298002243042, Accuracy = 0.8359375
Loss = 1.2436630725860596, Accuracy = 0.8046875
Loss = 1.2302424907684326, Accuracy = 0.7578125
Loss = 1.1600712537765503, Accuracy = 0.8482142686843872
Loss = 1.2990622520446777, Accuracy = 0.71875
Loss = 1.2016633749008179, Accuracy = 0.8203125
Loss = 1.1791187524795532, Accuracy = 0.8359375
Loss = 1.151354193687439, Accuracy = 0.859375
Loss = 1.1454540491104126, Accuracy = 0.8515625
Loss = 1.2367149591445923, Accuracy = 0.765625
Loss = 1.2116093635559082, Accuracy = 0.796875
Loss = 1.1855387687683105, Accuracy = 0.8359375
Loss = 1.1535948514938354, Accuracy = 0.8203125
Loss = 1.0583325624465942, Accuracy = 0.828125
Loss = 1.208081603050232, Accuracy = 0.8046875
Loss = 1.2970010042190552, Accuracy = 0.75
