Client 8 started! ... 
Client 8 connected to the server!
Client 8 initialized!
Loss = 2.3506052494049072, Accuracy = 0.0859375
Loss = 2.3176350593566895, Accuracy = 0.109375
Loss = 2.2557570934295654, Accuracy = 0.1875
Loss = 2.2825050354003906, Accuracy = 0.1484375
Loss = 2.230574131011963, Accuracy = 0.2265625
Loss = 2.239576578140259, Accuracy = 0.171875
Loss = 2.2127902507781982, Accuracy = 0.234375
Loss = 2.20121431350708, Accuracy = 0.296875
Loss = 2.1658437252044678, Accuracy = 0.3359375
Loss = 2.146265745162964, Accuracy = 0.4296875
Loss = 2.1265053749084473, Accuracy = 0.40625
Loss = 2.0961978435516357, Accuracy = 0.4453125
Loss = 2.115018129348755, Accuracy = 0.4296875
Loss = 2.0771026611328125, Accuracy = 0.4765625
Loss = 2.079850673675537, Accuracy = 0.484375
Loss = 2.0256564617156982, Accuracy = 0.5546875
Loss = 2.0172500610351562, Accuracy = 0.578125
Loss = 1.9687795639038086, Accuracy = 0.6484375
Loss = 1.9865988492965698, Accuracy = 0.609375
Loss = 1.9973909854888916, Accuracy = 0.5390625
Loss = 1.9431053400039673, Accuracy = 0.671875
Loss = 1.968775987625122, Accuracy = 0.59375
Loss = 1.9065831899642944, Accuracy = 0.6640625
Loss = 1.8892687559127808, Accuracy = 0.6875
Loss = 1.9176386594772339, Accuracy = 0.65625
Loss = 1.8983790874481201, Accuracy = 0.6953125
Loss = 1.8700027465820312, Accuracy = 0.6484375
Loss = 1.830275297164917, Accuracy = 0.6640625
Loss = 1.849776029586792, Accuracy = 0.71875
Loss = 1.7850533723831177, Accuracy = 0.7578125
Loss = 1.8620389699935913, Accuracy = 0.6484375
Loss = 1.8027065992355347, Accuracy = 0.6796875
Loss = 1.7355555295944214, Accuracy = 0.71875
Loss = 1.7935731410980225, Accuracy = 0.7109375
Loss = 1.7029516696929932, Accuracy = 0.7890625
Loss = 1.7091470956802368, Accuracy = 0.734375
Loss = 1.7188698053359985, Accuracy = 0.7109375
Loss = 1.6301624774932861, Accuracy = 0.7890625
Loss = 1.7255237102508545, Accuracy = 0.703125
Loss = 1.7006725072860718, Accuracy = 0.6953125
Loss = 1.7143667936325073, Accuracy = 0.671875
Loss = 1.6577680110931396, Accuracy = 0.78125
Loss = 1.692994475364685, Accuracy = 0.7109375
Loss = 1.6046366691589355, Accuracy = 0.765625
Loss = 1.659393072128296, Accuracy = 0.75
Loss = 1.6108479499816895, Accuracy = 0.7421875
Loss = 1.626321792602539, Accuracy = 0.7232142686843872
Loss = 1.5569342374801636, Accuracy = 0.8203125
Loss = 1.5796539783477783, Accuracy = 0.765625
Loss = 1.5091739892959595, Accuracy = 0.78125
Loss = 1.6031118631362915, Accuracy = 0.6953125
Loss = 1.6137363910675049, Accuracy = 0.7109375
Loss = 1.5523972511291504, Accuracy = 0.7578125
Loss = 1.5255274772644043, Accuracy = 0.7890625
Loss = 1.565072774887085, Accuracy = 0.7109375
Loss = 1.5521022081375122, Accuracy = 0.7734375
Loss = 1.4813491106033325, Accuracy = 0.7890625
Loss = 1.4555729627609253, Accuracy = 0.7578125
Loss = 1.5389060974121094, Accuracy = 0.7734375
Loss = 1.4882694482803345, Accuracy = 0.765625
Loss = 1.5024174451828003, Accuracy = 0.71875
Loss = 1.481140375137329, Accuracy = 0.7421875
Loss = 1.482953429222107, Accuracy = 0.75
Loss = 1.4573097229003906, Accuracy = 0.75
Loss = 1.481637716293335, Accuracy = 0.7734375
Loss = 1.412505030632019, Accuracy = 0.78125
Loss = 1.4640291929244995, Accuracy = 0.734375
Loss = 1.4097059965133667, Accuracy = 0.8203125
Loss = 1.4342275857925415, Accuracy = 0.7734375
Loss = 1.3935747146606445, Accuracy = 0.796875
Loss = 1.409213900566101, Accuracy = 0.765625
