Client 0 started! ... 
Client 0 connected to the server!
Client 0 initialized!
Loss = 2.297917366027832, Accuracy = 0.046875
Loss = 2.196995973587036, Accuracy = 0.125
Loss = 2.234269380569458, Accuracy = 0.09375
Loss = 2.0927414894104004, Accuracy = 0.3984375
Loss = 1.9822275638580322, Accuracy = 0.6875
Loss = 2.050368547439575, Accuracy = 0.453125
Loss = 2.0822267532348633, Accuracy = 0.3515625
Loss = 2.145733118057251, Accuracy = 0.25
Loss = 2.1939504146575928, Accuracy = 0.125
Loss = 2.2915611267089844, Accuracy = 0.0625
Loss = 2.260270357131958, Accuracy = 0.109375
Loss = 2.3054702281951904, Accuracy = 0.1171875
Loss = 2.2979962825775146, Accuracy = 0.125
Loss = 2.3986856937408447, Accuracy = 0.1328125
Loss = 2.417386770248413, Accuracy = 0.0859375
Loss = 2.4309749603271484, Accuracy = 0.140625
Loss = 2.5015084743499756, Accuracy = 0.09375
Loss = 2.5328986644744873, Accuracy = 0.09375
Loss = 2.4531025886535645, Accuracy = 0.140625
Loss = 2.5104758739471436, Accuracy = 0.203125
Loss = 2.608640193939209, Accuracy = 0.125
Loss = 2.630894899368286, Accuracy = 0.171875
Loss = 2.6347057819366455, Accuracy = 0.171875
Loss = 2.64007830619812, Accuracy = 0.1796875
Loss = 2.5531880855560303, Accuracy = 0.234375
Loss = 2.6990504264831543, Accuracy = 0.203125
Loss = 2.7915122509002686, Accuracy = 0.1640625
Loss = 2.6038613319396973, Accuracy = 0.2265625
Loss = 2.7095394134521484, Accuracy = 0.203125
Loss = 2.7719364166259766, Accuracy = 0.1875
Loss = 2.650425434112549, Accuracy = 0.265625
Loss = 2.7825379371643066, Accuracy = 0.21875
Loss = 2.9140939712524414, Accuracy = 0.2109375
Loss = 2.9130947589874268, Accuracy = 0.203125
Loss = 2.8298051357269287, Accuracy = 0.1796875
Loss = 2.573129653930664, Accuracy = 0.265625
Loss = 2.581468105316162, Accuracy = 0.265625
Loss = 2.690371036529541, Accuracy = 0.25
Loss = 2.6903278827667236, Accuracy = 0.2734375
Loss = 2.7641477584838867, Accuracy = 0.2109375
Loss = 2.7202203273773193, Accuracy = 0.2578125
Loss = 2.831902027130127, Accuracy = 0.2265625
Loss = 2.5660288333892822, Accuracy = 0.34375
Loss = 2.9077324867248535, Accuracy = 0.2421875
Loss = 2.7987730503082275, Accuracy = 0.25
Loss = 2.7208409309387207, Accuracy = 0.28125
Loss = 2.835690498352051, Accuracy = 0.265625
Loss = 2.8767435550689697, Accuracy = 0.2734375
Loss = 2.9344990253448486, Accuracy = 0.234375
Loss = 2.8151631355285645, Accuracy = 0.28125
Loss = 2.83471417427063, Accuracy = 0.3046875
Loss = 3.038334369659424, Accuracy = 0.234375
Loss = 2.9812281131744385, Accuracy = 0.2890625
Loss = 2.8400309085845947, Accuracy = 0.2890625
Loss = 2.9110701084136963, Accuracy = 0.2421875
Loss = 3.0043258666992188, Accuracy = 0.234375
Loss = 3.115421772003174, Accuracy = 0.203125
Loss = 2.996721029281616, Accuracy = 0.265625
Loss = 2.9573304653167725, Accuracy = 0.296875
Loss = 3.1450207233428955, Accuracy = 0.1953125
Loss = 2.959847927093506, Accuracy = 0.2421875
Loss = 2.8161683082580566, Accuracy = 0.265625
Loss = 3.0903656482696533, Accuracy = 0.2109375
Loss = 2.9138519763946533, Accuracy = 0.2578125
Loss = 3.0183122158050537, Accuracy = 0.265625
Loss = 2.973971128463745, Accuracy = 0.296875
Loss = 3.2372798919677734, Accuracy = 0.22580644488334656
Loss = 3.235346794128418, Accuracy = 0.234375
Loss = 3.138249635696411, Accuracy = 0.2421875
Loss = 2.9816946983337402, Accuracy = 0.3046875
Loss = 3.250121831893921, Accuracy = 0.2421875
Loss = 3.2383298873901367, Accuracy = 0.25
Loss = 3.1007823944091797, Accuracy = 0.3046875
Loss = 2.9990673065185547, Accuracy = 0.296875
Loss = 3.1018989086151123, Accuracy = 0.2890625
Loss = 3.1183178424835205, Accuracy = 0.296875
Loss = 3.0449376106262207, Accuracy = 0.3203125
Loss = 3.012335777282715, Accuracy = 0.328125
Loss = 3.3458938598632812, Accuracy = 0.203125
Loss = 3.2457399368286133, Accuracy = 0.2421875
Loss = 3.199578046798706, Accuracy = 0.3046875
Loss = 3.255300283432007, Accuracy = 0.2265625
Loss = 3.188471794128418, Accuracy = 0.28125
Loss = 3.1051025390625, Accuracy = 0.265625
Loss = 3.1431386470794678, Accuracy = 0.3046875
Loss = 3.1545662879943848, Accuracy = 0.2890625
Loss = 3.0676584243774414, Accuracy = 0.3203125
Loss = 3.123218297958374, Accuracy = 0.3203125
Loss = 3.342625379562378, Accuracy = 0.25
Loss = 3.331066131591797, Accuracy = 0.265625
Loss = 3.287750005722046, Accuracy = 0.2890625
Loss = 2.966604471206665, Accuracy = 0.34375
Loss = 3.410325050354004, Accuracy = 0.28125
Loss = 3.402036666870117, Accuracy = 0.25
Loss = 3.362100124359131, Accuracy = 0.234375
Loss = 3.1233153343200684, Accuracy = 0.3203125
Loss = 3.0872511863708496, Accuracy = 0.3125
Loss = 3.22710919380188, Accuracy = 0.3125
Loss = 3.459458112716675, Accuracy = 0.2265625
Loss = 3.12760591506958, Accuracy = 0.3125
Loss = 3.122267246246338, Accuracy = 0.359375
Loss = 3.574763298034668, Accuracy = 0.265625
Loss = 3.503154993057251, Accuracy = 0.234375
Loss = 3.2199056148529053, Accuracy = 0.3125
Loss = 3.3577146530151367, Accuracy = 0.296875
Loss = 3.3393406867980957, Accuracy = 0.2890625
Loss = 3.4014108180999756, Accuracy = 0.2734375
Loss = 3.2260210514068604, Accuracy = 0.3125
Loss = 3.49391770362854, Accuracy = 0.2421875
Loss = 3.692274808883667, Accuracy = 0.203125
Loss = 3.444821357727051, Accuracy = 0.2734375
Loss = 3.700486898422241, Accuracy = 0.25
Loss = 3.6084535121917725, Accuracy = 0.2578125
Loss = 3.246053695678711, Accuracy = 0.3125
Loss = 3.2497620582580566, Accuracy = 0.3359375
Loss = 3.613569974899292, Accuracy = 0.25
Loss = 3.4246749877929688, Accuracy = 0.3203125
Loss = 3.6208415031433105, Accuracy = 0.265625
Loss = 3.531062126159668, Accuracy = 0.28125
Loss = 3.6652371883392334, Accuracy = 0.2578125
Loss = 3.4905898571014404, Accuracy = 0.2890625
Loss = 3.7100539207458496, Accuracy = 0.2421875
Loss = 3.580045461654663, Accuracy = 0.2734375
Loss = 3.7638134956359863, Accuracy = 0.2578125
Loss = 3.5383858680725098, Accuracy = 0.2890625
Loss = 3.3288211822509766, Accuracy = 0.34375
Loss = 3.2818799018859863, Accuracy = 0.328125
Loss = 3.8274073600769043, Accuracy = 0.2265625
Loss = 3.7444400787353516, Accuracy = 0.2421875
Loss = 3.5239412784576416, Accuracy = 0.2890625
Loss = 3.5578341484069824, Accuracy = 0.2578125
Loss = 4.0981621742248535, Accuracy = 0.1640625
Loss = 3.83786940574646, Accuracy = 0.2265625
Loss = 3.34997296333313, Accuracy = 0.3306451737880707
Loss = 3.6454288959503174, Accuracy = 0.28125
Loss = 3.56441593170166, Accuracy = 0.296875
Loss = 3.645597219467163, Accuracy = 0.28125
Loss = 3.6340181827545166, Accuracy = 0.2890625
Loss = 3.9594268798828125, Accuracy = 0.234375
Loss = 3.746520519256592, Accuracy = 0.25
Loss = 3.47591233253479, Accuracy = 0.2890625
Loss = 3.4419453144073486, Accuracy = 0.3359375
Loss = 3.664663076400757, Accuracy = 0.2890625
Loss = 3.6084554195404053, Accuracy = 0.3203125
Loss = 3.600067138671875, Accuracy = 0.3046875
Loss = 3.7432544231414795, Accuracy = 0.265625
Loss = 3.4246747493743896, Accuracy = 0.328125
Loss = 3.8355727195739746, Accuracy = 0.2734375
Loss = 3.690361976623535, Accuracy = 0.25
Loss = 3.6802279949188232, Accuracy = 0.3046875
Loss = 4.319143772125244, Accuracy = 0.1875
Loss = 3.901522636413574, Accuracy = 0.2265625
Loss = 3.6411712169647217, Accuracy = 0.2890625
Loss = 3.5811963081359863, Accuracy = 0.3359375
Loss = 3.9067580699920654, Accuracy = 0.265625
Loss = 3.9371731281280518, Accuracy = 0.265625
Loss = 4.112857818603516, Accuracy = 0.2265625
Loss = 3.0876846313476562, Accuracy = 0.3828125
Loss = 3.690563440322876, Accuracy = 0.2265625
Loss = 3.230748414993286, Accuracy = 0.34375
Loss = 3.680213212966919, Accuracy = 0.2734375
Loss = 3.3352386951446533, Accuracy = 0.3125
Loss = 3.49167537689209, Accuracy = 0.296875
Loss = 3.5033538341522217, Accuracy = 0.3046875
Loss = 3.4979567527770996, Accuracy = 0.265625
Loss = 3.6302995681762695, Accuracy = 0.2578125
Loss = 3.0737059116363525, Accuracy = 0.3203125
Loss = 3.5913522243499756, Accuracy = 0.265625
Loss = 3.310731887817383, Accuracy = 0.3203125
Loss = 3.4248952865600586, Accuracy = 0.2890625
Loss = 3.325779914855957, Accuracy = 0.28125
Loss = 3.230199098587036, Accuracy = 0.328125
