After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 1, test_loss = 2.3264, test_acc = 0.1095
After round 2, test_loss = 2.3085, test_acc = 0.1399
After round 3, test_loss = 2.2941, test_acc = 0.1652
After round 4, test_loss = 2.2813, test_acc = 0.1927
After round 5, test_loss = 2.2682, test_acc = 0.2321
After round 6, test_loss = 2.2563, test_acc = 0.2567
After round 7, test_loss = 2.2456, test_acc = 0.2969
After round 8, test_loss = 2.2362, test_acc = 0.3132
After round 9, test_loss = 2.2231, test_acc = 0.3329
After round 10, test_loss = 2.1938, test_acc = 0.382
After round 11, test_loss = 2.1672, test_acc = 0.3777
After round 12, test_loss = 2.1659, test_acc = 0.4124
After round 13, test_loss = 2.1611, test_acc = 0.4067
After round 14, test_loss = 2.1451, test_acc = 0.4324
After round 15, test_loss = 2.1388, test_acc = 0.4355
After round 16, test_loss = 2.0929, test_acc = 0.4456
After round 17, test_loss = 2.0861, test_acc = 0.4435
After round 18, test_loss = 2.0877, test_acc = 0.4557
After round 19, test_loss = 2.0687, test_acc = 0.4899
After round 20, test_loss = 2.0534, test_acc = 0.5146
After round 21, test_loss = 2.0422, test_acc = 0.5207
After round 22, test_loss = 2.0304, test_acc = 0.5045
After round 23, test_loss = 2.0214, test_acc = 0.5026
After round 24, test_loss = 1.9945, test_acc = 0.5397
After round 25, test_loss = 1.993, test_acc = 0.512
After round 26, test_loss = 1.9721, test_acc = 0.5449
After round 27, test_loss = 1.9707, test_acc = 0.5076
After round 28, test_loss = 1.9319, test_acc = 0.5311
After round 29, test_loss = 1.9353, test_acc = 0.5458
After round 30, test_loss = 1.9398, test_acc = 0.5296
After round 31, test_loss = 1.9231, test_acc = 0.5557
After round 32, test_loss = 1.9265, test_acc = 0.5166
After round 33, test_loss = 1.926, test_acc = 0.5004
After round 34, test_loss = 1.8957, test_acc = 0.5513
After round 35, test_loss = 1.8836, test_acc = 0.5673
After round 36, test_loss = 1.8774, test_acc = 0.5518
After round 37, test_loss = 1.8737, test_acc = 0.5509
After round 38, test_loss = 1.8654, test_acc = 0.5471
After round 39, test_loss = 1.8506, test_acc = 0.549
After round 40, test_loss = 1.8394, test_acc = 0.5491
After round 41, test_loss = 1.8308, test_acc = 0.5507
After round 42, test_loss = 1.8257, test_acc = 0.5432
After round 43, test_loss = 1.8052, test_acc = 0.5833
After round 44, test_loss = 1.7931, test_acc = 0.5926
After round 45, test_loss = 1.7916, test_acc = 0.5847
After round 46, test_loss = 1.786, test_acc = 0.5783
After round 47, test_loss = 1.7713, test_acc = 0.5949
After round 48, test_loss = 1.7525, test_acc = 0.5964
After round 49, test_loss = 1.7479, test_acc = 0.5966
After round 50, test_loss = 1.7479, test_acc = 0.5982
After round 51, test_loss = 1.7174, test_acc = 0.5943
After round 52, test_loss = 1.7266, test_acc = 0.598
After round 53, test_loss = 1.722, test_acc = 0.595
After round 54, test_loss = 1.7157, test_acc = 0.5925
After round 55, test_loss = 1.7094, test_acc = 0.5908
After round 56, test_loss = 1.6815, test_acc = 0.5987
After round 57, test_loss = 1.6993, test_acc = 0.5969
After round 58, test_loss = 1.705, test_acc = 0.5935
After round 59, test_loss = 1.7064, test_acc = 0.5923
After round 60, test_loss = 1.7019, test_acc = 0.5938
After round 61, test_loss = 1.6959, test_acc = 0.5915
After round 62, test_loss = 1.6913, test_acc = 0.5909
After round 63, test_loss = 1.683, test_acc = 0.5937
After round 64, test_loss = 1.6707, test_acc = 0.6109
After round 65, test_loss = 1.6707, test_acc = 0.6021
After round 66, test_loss = 1.6344, test_acc = 0.6104
After round 67, test_loss = 1.6284, test_acc = 0.621
After round 68, test_loss = 1.6019, test_acc = 0.6076
After round 69, test_loss = 1.589, test_acc = 0.6135
After round 70, test_loss = 1.6042, test_acc = 0.6141
After round 71, test_loss = 1.6011, test_acc = 0.6188
After round 72, test_loss = 1.6014, test_acc = 0.6145
After round 73, test_loss = 1.5842, test_acc = 0.6361
After round 74, test_loss = 1.5918, test_acc = 0.6271
After round 75, test_loss = 1.5813, test_acc = 0.6244
After round 76, test_loss = 1.5813, test_acc = 0.6238
After round 77, test_loss = 1.5747, test_acc = 0.618
After round 78, test_loss = 1.5705, test_acc = 0.6218
After round 79, test_loss = 1.5387, test_acc = 0.6226
After round 80, test_loss = 1.5608, test_acc = 0.6212
After round 81, test_loss = 1.5496, test_acc = 0.6207
After round 82, test_loss = 1.5421, test_acc = 0.6179
After round 83, test_loss = 1.5275, test_acc = 0.624
After round 84, test_loss = 1.5235, test_acc = 0.6201
After round 85, test_loss = 1.5225, test_acc = 0.6241
After round 86, test_loss = 1.5144, test_acc = 0.6416
After round 87, test_loss = 1.5147, test_acc = 0.6444
After round 88, test_loss = 1.5136, test_acc = 0.6269
After round 89, test_loss = 1.506, test_acc = 0.6228
After round 90, test_loss = 1.4915, test_acc = 0.6224
After round 91, test_loss = 1.4836, test_acc = 0.6271
After round 92, test_loss = 1.4777, test_acc = 0.6337
After round 93, test_loss = 1.4773, test_acc = 0.6334
After round 94, test_loss = 1.4472, test_acc = 0.6365
After round 95, test_loss = 1.4661, test_acc = 0.634
After round 96, test_loss = 1.4752, test_acc = 0.6355
After round 97, test_loss = 1.4684, test_acc = 0.6589
After round 98, test_loss = 1.4466, test_acc = 0.6449
After round 99, test_loss = 1.4275, test_acc = 0.6368
After round 100, test_loss = 1.4495, test_acc = 0.6411
After round 101, test_loss = 1.4544, test_acc = 0.6472
After round 102, test_loss = 1.4529, test_acc = 0.6418
After round 103, test_loss = 1.4115, test_acc = 0.6435
After round 104, test_loss = 1.3965, test_acc = 0.6543
After round 105, test_loss = 1.411, test_acc = 0.6535
After round 106, test_loss = 1.413, test_acc = 0.6441
After round 107, test_loss = 1.4108, test_acc = 0.6508
After round 108, test_loss = 1.4067, test_acc = 0.6459
After round 109, test_loss = 1.4007, test_acc = 0.653
After round 110, test_loss = 1.383, test_acc = 0.647
After round 111, test_loss = 1.3903, test_acc = 0.6387
After round 112, test_loss = 1.3871, test_acc = 0.6452
After round 113, test_loss = 1.3793, test_acc = 0.6391
After round 114, test_loss = 1.3575, test_acc = 0.6404
After round 115, test_loss = 1.3615, test_acc = 0.6344
After round 116, test_loss = 1.3563, test_acc = 0.6395
After round 117, test_loss = 1.3452, test_acc = 0.6584
After round 118, test_loss = 1.3387, test_acc = 0.648
After round 119, test_loss = 1.3407, test_acc = 0.6517
After round 120, test_loss = 1.3445, test_acc = 0.6595
After round 121, test_loss = 1.346, test_acc = 0.6572
After round 122, test_loss = 1.3406, test_acc = 0.6614
After round 123, test_loss = 1.3461, test_acc = 0.6598
After round 124, test_loss = 1.3408, test_acc = 0.6626
After round 125, test_loss = 1.3287, test_acc = 0.6559
After round 126, test_loss = 1.3245, test_acc = 0.662
After round 127, test_loss = 1.2977, test_acc = 0.6582
After round 128, test_loss = 1.3136, test_acc = 0.6556
