After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 129, test_loss = 1.3114, test_acc = 0.6625
After round 130, test_loss = 1.3192, test_acc = 0.6549
After round 131, test_loss = 1.3166, test_acc = 0.6606
After round 132, test_loss = 1.3191, test_acc = 0.6586
After round 133, test_loss = 1.3193, test_acc = 0.6571
After round 134, test_loss = 1.3193, test_acc = 0.6582
After round 135, test_loss = 1.3173, test_acc = 0.6596
After round 136, test_loss = 1.3179, test_acc = 0.6611
After round 137, test_loss = 1.318, test_acc = 0.6601
After round 138, test_loss = 1.3177, test_acc = 0.6658
After round 139, test_loss = 1.3144, test_acc = 0.6596
After round 140, test_loss = 1.308, test_acc = 0.6642
After round 141, test_loss = 1.3054, test_acc = 0.6652
After round 142, test_loss = 1.3085, test_acc = 0.664
After round 143, test_loss = 1.2831, test_acc = 0.6667
After round 144, test_loss = 1.2993, test_acc = 0.675
After round 145, test_loss = 1.2987, test_acc = 0.6728
After round 146, test_loss = 1.2864, test_acc = 0.6669
After round 147, test_loss = 1.2884, test_acc = 0.6695
After round 148, test_loss = 1.2826, test_acc = 0.6695
After round 149, test_loss = 1.2721, test_acc = 0.6645
After round 150, test_loss = 1.2742, test_acc = 0.6581
After round 151, test_loss = 1.2709, test_acc = 0.661
After round 152, test_loss = 1.2594, test_acc = 0.6568
After round 153, test_loss = 1.2641, test_acc = 0.6511
After round 154, test_loss = 1.2588, test_acc = 0.6499
After round 155, test_loss = 1.2473, test_acc = 0.6439
After round 156, test_loss = 1.2402, test_acc = 0.6433
After round 157, test_loss = 1.2165, test_acc = 0.6433
After round 158, test_loss = 1.2348, test_acc = 0.6404
After round 159, test_loss = 1.2159, test_acc = 0.6441
After round 160, test_loss = 1.2035, test_acc = 0.6413
After round 161, test_loss = 1.2225, test_acc = 0.6413
After round 162, test_loss = 1.2177, test_acc = 0.6464
After round 163, test_loss = 1.2127, test_acc = 0.6416
After round 164, test_loss = 1.2081, test_acc = 0.6416
After round 165, test_loss = 1.2023, test_acc = 0.6432
After round 166, test_loss = 1.188, test_acc = 0.6544
After round 167, test_loss = 1.1731, test_acc = 0.6656
After round 168, test_loss = 1.1645, test_acc = 0.6787
After round 169, test_loss = 1.17, test_acc = 0.6645
After round 170, test_loss = 1.1783, test_acc = 0.655
After round 171, test_loss = 1.154, test_acc = 0.6583
After round 172, test_loss = 1.1646, test_acc = 0.6625
After round 173, test_loss = 1.1619, test_acc = 0.6664
After round 174, test_loss = 1.1616, test_acc = 0.6782
After round 175, test_loss = 1.1558, test_acc = 0.6736
After round 176, test_loss = 1.1565, test_acc = 0.6741
After round 177, test_loss = 1.1615, test_acc = 0.6766
After round 178, test_loss = 1.1619, test_acc = 0.6705
After round 179, test_loss = 1.158, test_acc = 0.6763
After round 180, test_loss = 1.1628, test_acc = 0.6723
After round 181, test_loss = 1.1557, test_acc = 0.6852
After round 182, test_loss = 1.1625, test_acc = 0.6768
After round 183, test_loss = 1.1281, test_acc = 0.6771
After round 184, test_loss = 1.135, test_acc = 0.6724
After round 185, test_loss = 1.138, test_acc = 0.6788
After round 186, test_loss = 1.141, test_acc = 0.6777
After round 187, test_loss = 1.146, test_acc = 0.6756
After round 188, test_loss = 1.1443, test_acc = 0.678
After round 189, test_loss = 1.1457, test_acc = 0.6773
After round 190, test_loss = 1.1502, test_acc = 0.6778
After round 191, test_loss = 1.1483, test_acc = 0.6795
After round 192, test_loss = 1.1413, test_acc = 0.6783
After round 193, test_loss = 1.1336, test_acc = 0.6804
After round 194, test_loss = 1.1365, test_acc = 0.676
After round 195, test_loss = 1.1325, test_acc = 0.6815
After round 196, test_loss = 1.1271, test_acc = 0.6788
After round 197, test_loss = 1.1323, test_acc = 0.6742
After round 198, test_loss = 1.1344, test_acc = 0.6757
After round 199, test_loss = 1.1294, test_acc = 0.6808
After round 200, test_loss = 1.1292, test_acc = 0.6841
After round 201, test_loss = 1.1298, test_acc = 0.6852
After round 202, test_loss = 1.1274, test_acc = 0.6914
After round 203, test_loss = 1.098, test_acc = 0.688
After round 204, test_loss = 1.1147, test_acc = 0.683
After round 205, test_loss = 1.1133, test_acc = 0.6845
After round 206, test_loss = 1.1129, test_acc = 0.6824
After round 207, test_loss = 1.1182, test_acc = 0.6812
After round 208, test_loss = 1.115, test_acc = 0.6787
After round 209, test_loss = 1.1151, test_acc = 0.6824
After round 210, test_loss = 1.1126, test_acc = 0.6856
After round 211, test_loss = 1.0914, test_acc = 0.6829
After round 212, test_loss = 1.0955, test_acc = 0.6902
After round 213, test_loss = 1.0808, test_acc = 0.6837
After round 214, test_loss = 1.0932, test_acc = 0.6862
After round 215, test_loss = 1.09, test_acc = 0.6842
After round 216, test_loss = 1.0941, test_acc = 0.6827
After round 217, test_loss = 1.0976, test_acc = 0.6853
After round 218, test_loss = 1.0998, test_acc = 0.6881
After round 219, test_loss = 1.0745, test_acc = 0.6876
After round 220, test_loss = 1.0969, test_acc = 0.6868
After round 221, test_loss = 1.099, test_acc = 0.6889
After round 222, test_loss = 1.0933, test_acc = 0.6883
After round 223, test_loss = 1.0943, test_acc = 0.6897
After round 224, test_loss = 1.0972, test_acc = 0.6883
After round 225, test_loss = 1.0946, test_acc = 0.6881
After round 226, test_loss = 1.0953, test_acc = 0.6869
After round 227, test_loss = 1.0928, test_acc = 0.6849
After round 228, test_loss = 1.0914, test_acc = 0.6831
After round 229, test_loss = 1.0843, test_acc = 0.6839
After round 230, test_loss = 1.0807, test_acc = 0.6877
After round 231, test_loss = 1.0839, test_acc = 0.6845
After round 232, test_loss = 1.0588, test_acc = 0.6836
After round 233, test_loss = 1.0578, test_acc = 0.6925
After round 234, test_loss = 1.0575, test_acc = 0.6965
After round 235, test_loss = 1.0629, test_acc = 0.6917
After round 236, test_loss = 1.0656, test_acc = 0.6875
After round 237, test_loss = 1.0653, test_acc = 0.6881
After round 238, test_loss = 1.0673, test_acc = 0.6838
After round 239, test_loss = 1.0688, test_acc = 0.6837
After round 240, test_loss = 1.0725, test_acc = 0.6811
After round 241, test_loss = 1.0743, test_acc = 0.6826
After round 242, test_loss = 1.0627, test_acc = 0.6862
After round 243, test_loss = 1.039, test_acc = 0.6877
After round 244, test_loss = 1.0564, test_acc = 0.6919
After round 245, test_loss = 1.0617, test_acc = 0.6938
After round 246, test_loss = 1.0633, test_acc = 0.6923
After round 247, test_loss = 1.0655, test_acc = 0.6937
After round 248, test_loss = 1.0571, test_acc = 0.6918
After round 249, test_loss = 1.0508, test_acc = 0.7027
After round 250, test_loss = 1.0548, test_acc = 0.6969
After round 251, test_loss = 1.0599, test_acc = 0.6927
After round 252, test_loss = 1.0574, test_acc = 0.6954
After round 253, test_loss = 1.0521, test_acc = 0.6966
After round 254, test_loss = 1.0526, test_acc = 0.6965
After round 255, test_loss = 1.0505, test_acc = 0.6988
After round 256, test_loss = 1.0224, test_acc = 0.6978
After round 257, test_loss = 1.0238, test_acc = 0.7009
After round 258, test_loss = 1.004, test_acc = 0.6984
After round 259, test_loss = 1.0234, test_acc = 0.7008
After round 260, test_loss = 1.029, test_acc = 0.7016
