Starting: 11:03:41:184665
round_1_start: 11:03:41:184705
round_1_received_params: 11:03:41:843346
round_1_aggregation: 11:03:41:843365
round_1_end: 11:03:42:128607
round_2_start: 11:03:42:128635
round_2_received_params: 11:03:42:660758
round_2_aggregation: 11:03:42:660775
round_2_end: 11:03:42:662584
round_3_start: 11:03:42:662610
round_3_received_params: 11:03:43:194220
round_3_aggregation: 11:03:43:194237
round_3_end: 11:03:43:195996
round_4_start: 11:03:43:196023
round_4_received_params: 11:03:43:721378
received_params: 11:03:43:727307
round_4_aggregation: 11:03:43:727324
round_4_end: 11:03:43:729095
round_5_start: 11:03:43:729121
round_5_received_params: 11:03:44:254962
received_params: 11:03:44:271374
round_5_aggregation: 11:03:44:271392
round_5_end: 11:03:44:273144
round_6_start: 11:03:44:273170
round_6_received_params: 11:03:44:798241
received_params: 11:03:44:833604
round_6_aggregation: 11:03:44:833621
round_6_end: 11:03:44:835444
round_7_start: 11:03:44:835470
round_7_received_params: 11:03:45:360366
received_params: 11:03:45:396587
round_7_aggregation: 11:03:45:396604
round_7_end: 11:03:45:398438
round_8_start: 11:03:45:398465
round_8_received_params: 11:03:45:920998
received_params: 11:03:45:926964
received_params: 11:03:45:959182
round_8_aggregation: 11:03:45:959202
round_8_end: 11:03:45:961210
round_9_start: 11:03:45:961240
round_9_received_params: 11:03:46:484438
received_params: 11:03:46:490367
received_params: 11:03:46:524805
round_9_aggregation: 11:03:46:524825
round_9_end: 11:03:46:526928
round_10_start: 11:03:46:526958
round_10_received_params: 11:03:47:050325
received_params: 11:03:47:056271
received_params: 11:03:47:087953
round_10_aggregation: 11:03:47:087973
round_10_end: 11:03:47:089941
round_11_start: 11:03:47:089971
round_11_received_params: 11:03:47:613609
received_params: 11:03:47:619581
received_params: 11:03:47:649132
round_11_aggregation: 11:03:47:649150
round_11_end: 11:03:47:651148
round_12_start: 11:03:47:651177
round_12_received_params: 11:03:48:178868
received_params: 11:03:48:210253
round_12_aggregation: 11:03:48:210271
round_12_end: 11:03:48:212083
round_13_start: 11:03:48:212110
round_13_received_params: 11:03:48:737928
received_params: 11:03:48:771332
round_13_aggregation: 11:03:48:771350
round_13_end: 11:03:48:773144
round_14_start: 11:03:48:773171
round_14_received_params: 11:03:49:298070
received_params: 11:03:49:334390
round_14_aggregation: 11:03:49:334407
round_14_end: 11:03:49:336196
round_15_start: 11:03:49:336223
round_15_received_params: 11:03:49:861480
received_params: 11:03:49:899463
