Starting: 11:03:41:184879
round_1_start: 11:03:41:184920
round_1_received_params: 11:03:41:846067
round_1_aggregation: 11:03:41:846085
round_1_end: 11:03:42:117639
round_2_start: 11:03:42:117688
round_2_received_params: 11:03:42:658205
round_2_aggregation: 11:03:42:658223
round_2_end: 11:03:42:660066
round_3_start: 11:03:42:660094
round_3_received_params: 11:03:43:198401
round_3_aggregation: 11:03:43:198420
round_3_end: 11:03:43:200299
round_4_start: 11:03:43:200327
round_4_received_params: 11:03:43:733056
received_params: 11:03:43:739250
round_4_aggregation: 11:03:43:739266
round_4_end: 11:03:43:741166
round_5_start: 11:03:43:741195
round_5_received_params: 11:03:44:275495
received_params: 11:03:44:281655
round_5_aggregation: 11:03:44:281674
round_5_end: 11:03:44:283609
round_6_start: 11:03:44:283638
round_6_received_params: 11:03:44:816513
received_params: 11:03:44:822688
round_6_aggregation: 11:03:44:822707
round_6_end: 11:03:44:824571
round_7_start: 11:03:44:824600
round_7_received_params: 11:03:45:350966
received_params: 11:03:45:357129
received_params: 11:03:45:382472
round_7_aggregation: 11:03:45:382490
round_7_end: 11:03:45:384362
round_8_start: 11:03:45:384391
round_8_received_params: 11:03:45:911494
received_params: 11:03:45:917656
received_params: 11:03:45:945238
round_8_aggregation: 11:03:45:945256
round_8_end: 11:03:45:947274
round_9_start: 11:03:45:947304
round_9_received_params: 11:03:46:477477
received_params: 11:03:46:483646
received_params: 11:03:46:510698
round_9_aggregation: 11:03:46:510717
round_9_end: 11:03:46:512651
round_10_start: 11:03:46:512681
round_10_received_params: 11:03:47:042846
received_params: 11:03:47:048998
received_params: 11:03:47:073970
round_10_aggregation: 11:03:47:073988
round_10_end: 11:03:47:075970
round_11_start: 11:03:47:076000
round_11_received_params: 11:03:47:608533
received_params: 11:03:47:614789
received_params: 11:03:47:635166
round_11_aggregation: 11:03:47:635185
round_11_end: 11:03:47:637127
round_12_start: 11:03:47:637156
round_12_received_params: 11:03:48:168174
received_params: 11:03:48:174343
received_params: 11:03:48:196257
round_12_aggregation: 11:03:48:196275
round_12_end: 11:03:48:198261
round_13_start: 11:03:48:198289
round_13_received_params: 11:03:48:728561
received_params: 11:03:48:734736
received_params: 11:03:48:757283
round_13_aggregation: 11:03:48:757301
round_13_end: 11:03:48:759267
round_14_start: 11:03:48:759298
round_14_received_params: 11:03:49:287908
received_params: 11:03:49:294085
received_params: 11:03:49:320320
round_14_aggregation: 11:03:49:320337
round_14_end: 11:03:49:322322
round_15_start: 11:03:49:322351
round_15_received_params: 11:03:49:852034
received_params: 11:03:49:858231
received_params: 11:03:49:885350
round_15_aggregation: 11:03:49:885368
round_15_end: 11:03:49:887385
round_16_start: 11:03:49:887413
round_16_received_params: 11:03:50:418909
received_params: 11:03:50:425109
received_params: 11:03:50:447660
round_16_aggregation: 11:03:50:447678
round_16_end: 11:03:50:449652
round_17_start: 11:03:50:449682
round_17_received_params: 11:03:50:979507
received_params: 11:03:50:985667
received_params: 11:03:51:009161
round_17_aggregation: 11:03:51:009180
round_17_end: 11:03:51:011162
round_18_start: 11:03:51:011193
round_18_received_params: 11:03:51:541627
received_params: 11:03:51:547792
received_params: 11:03:51:570943
round_18_aggregation: 11:03:51:570963
round_18_end: 11:03:51:572883
round_19_start: 11:03:51:572914
round_19_received_params: 11:03:52:103781
received_params: 11:03:52:109947
received_params: 11:03:52:136501
round_19_aggregation: 11:03:52:136521
round_19_end: 11:03:52:138647
round_20_start: 11:03:52:138678
round_20_received_params: 11:03:52:672029
received_params: 11:03:52:678198
received_params: 11:03:52:699442
round_20_aggregation: 11:03:52:699460
round_20_end: 11:03:52:701348
