Starting: 11:18:27:768887
round_1_start: 11:18:27:768931
round_1_received_params: 11:18:53:432378
round_1_aggregation: 11:18:55:340463
round_1_end: 11:18:55:379652
round_2_start: 11:18:55:379711
round_2_received_params: 11:18:55:908601
round_2_aggregation: 11:18:56:094086
round_2_end: 11:18:56:103668
round_3_start: 11:18:56:103721
round_3_received_params: 11:18:56:626231
round_3_aggregation: 11:18:56:641449
round_3_end: 11:18:56:652667
round_4_start: 11:18:56:652720
round_4_received_params: 11:18:57:174351
round_4_aggregation: 11:18:57:194902
round_4_end: 11:18:57:205609
round_5_start: 11:18:57:205669
round_5_received_params: 11:18:57:701888
round_5_aggregation: 11:18:57:732762
round_5_end: 11:18:57:742439
round_6_start: 11:18:57:742484
round_6_received_params: 11:18:58:250430
round_6_aggregation: 11:18:58:265061
round_6_end: 11:18:58:275656
round_7_start: 11:18:58:275717
round_7_received_params: 11:18:58:782342
round_7_aggregation: 11:18:58:797507
round_7_end: 11:18:58:808007
round_8_start: 11:18:58:808050
round_8_received_params: 11:18:59:319894
round_8_aggregation: 11:18:59:334404
round_8_end: 11:18:59:354322
round_9_start: 11:18:59:354375
round_9_received_params: 11:18:59:838897
round_9_aggregation: 11:18:59:854280
round_9_end: 11:18:59:864810
round_10_start: 11:18:59:864874
round_10_received_params: 11:19:00:372963
round_10_aggregation: 11:19:00:394861
round_10_end: 11:19:00:405690
round_11_start: 11:19:00:405728
round_11_received_params: 11:19:00:915361
round_11_aggregation: 11:19:00:929820
round_11_end: 11:19:00:940368
round_12_start: 11:19:00:940408
round_12_received_params: 11:19:01:444888
round_12_aggregation: 11:19:01:459274
round_12_end: 11:19:01:470509
round_13_start: 11:19:01:470567
round_13_received_params: 11:19:01:978147
round_13_aggregation: 11:19:01:992721
round_13_end: 11:19:02:003588
round_14_start: 11:19:02:003642
round_14_received_params: 11:19:02:524028
round_14_aggregation: 11:19:02:540208
round_14_end: 11:19:02:550784
round_15_start: 11:19:02:550825
round_15_received_params: 11:19:03:067393
round_15_aggregation: 11:19:03:081912
round_15_end: 11:19:03:098869
round_16_start: 11:19:03:098913
round_16_received_params: 11:19:03:608748
round_16_aggregation: 11:19:03:631616
round_16_end: 11:19:03:643522
round_17_start: 11:19:03:643575
round_17_received_params: 11:19:04:123744
round_17_aggregation: 11:19:04:140877
round_17_end: 11:19:04:150558
round_18_start: 11:19:04:150606
round_18_received_params: 11:19:04:653308
round_18_aggregation: 11:19:04:669504
round_18_end: 11:19:04:679165
round_19_start: 11:19:04:679204
round_19_received_params: 11:19:05:182449
round_19_aggregation: 11:19:05:199775
round_19_end: 11:19:05:210440
round_20_start: 11:19:05:210487
round_20_received_params: 11:19:05:720413
round_20_aggregation: 11:19:05:739813
round_20_end: 11:19:05:761180
round_21_start: 11:19:05:761233
round_21_received_params: 11:19:06:251702
round_21_aggregation: 11:19:06:266216
round_21_end: 11:19:06:276584
round_22_start: 11:19:06:276636
round_22_received_params: 11:19:06:783409
round_22_aggregation: 11:19:06:798127
round_22_end: 11:19:06:807969
round_23_start: 11:19:06:808019
round_23_received_params: 11:19:07:319390
round_23_aggregation: 11:19:07:334857
round_23_end: 11:19:07:345691
round_24_start: 11:19:07:345757
round_24_received_params: 11:19:07:854307
round_24_aggregation: 11:19:07:868827
round_24_end: 11:19:07:879622
round_25_start: 11:19:07:879675
round_25_received_params: 11:19:08:392096
round_25_aggregation: 11:19:08:408969
round_25_end: 11:19:08:418736
round_26_start: 11:19:08:418792
round_26_received_params: 11:19:08:922792
round_26_aggregation: 11:19:08:937396
round_26_end: 11:19:08:946602
round_27_start: 11:19:08:946636
round_27_received_params: 11:19:09:465912
round_27_aggregation: 11:19:09:480503
round_27_end: 11:19:09:491028
round_28_start: 11:19:09:491087
round_28_received_params: 11:19:09:997498
round_28_aggregation: 11:19:10:013342
round_28_end: 11:19:10:022909
round_29_start: 11:19:10:022972
round_29_received_params: 11:19:10:519839
round_29_aggregation: 11:19:10:534457
round_29_end: 11:19:10:546097
round_30_start: 11:19:10:546443
round_30_received_params: 11:19:11:060706
round_30_aggregation: 11:19:11:075595
round_30_end: 11:19:11:086114
round_31_start: 11:19:11:086168
round_31_received_params: 11:19:11:589800
round_31_aggregation: 11:19:11:612694
round_31_end: 11:19:11:629064
round_32_start: 11:19:11:629133
round_32_received_params: 11:19:12:118308
round_32_aggregation: 11:19:12:132759
round_32_end: 11:19:12:142054
round_33_start: 11:19:12:142105
round_33_received_params: 11:19:12:636185
round_33_aggregation: 11:19:12:650294
round_33_end: 11:19:12:660713
round_34_start: 11:19:12:660750
round_34_received_params: 11:19:13:183972
round_34_aggregation: 11:19:13:198559
round_34_end: 11:19:13:209230
round_35_start: 11:19:13:209280
round_35_received_params: 11:19:13:696193
round_35_aggregation: 11:19:13:711000
round_35_end: 11:19:13:721680
round_36_start: 11:19:13:721714
round_36_received_params: 11:19:14:230586
round_36_aggregation: 11:19:14:244344
round_36_end: 11:19:14:259522
round_37_start: 11:19:14:259566
round_37_received_params: 11:19:14:738861
round_37_aggregation: 11:19:14:753342
round_37_end: 11:19:14:763035
round_38_start: 11:19:14:763117
round_38_received_params: 11:19:15:257818
round_38_aggregation: 11:19:15:272985
round_38_end: 11:19:15:282272
round_39_start: 11:19:15:282323
round_39_received_params: 11:19:15:777242
round_39_aggregation: 11:19:15:791762
round_39_end: 11:19:15:801179
round_40_start: 11:19:15:801248
round_40_received_params: 11:19:16:299084
round_40_aggregation: 11:19:16:314555
round_40_end: 11:19:16:325368
round_41_start: 11:19:16:325409
round_41_received_params: 11:19:16:835179
round_41_aggregation: 11:19:16:854974
round_41_end: 11:19:16:869090
round_42_start: 11:19:16:869155
round_42_received_params: 11:19:17:363204
round_42_aggregation: 11:19:17:377989
round_42_end: 11:19:17:388561
round_43_start: 11:19:17:388610
round_43_received_params: 11:19:17:889672
round_43_aggregation: 11:19:17:903800
round_43_end: 11:19:17:914793
round_44_start: 11:19:17:914844
round_44_received_params: 11:19:18:417547
round_44_aggregation: 11:19:18:433240
round_44_end: 11:19:18:443723
round_45_start: 11:19:18:443761
round_45_received_params: 11:19:18:947252
round_45_aggregation: 11:19:18:962374
round_45_end: 11:19:18:975560
round_46_start: 11:19:18:975608
round_46_received_params: 11:19:19:467904
round_46_aggregation: 11:19:19:484028
round_46_end: 11:19:19:494883
round_47_start: 11:19:19:494935
round_47_received_params: 11:19:19:998235
round_47_aggregation: 11:19:20:013318
round_47_end: 11:19:20:022929
round_48_start: 11:19:20:022979
round_48_received_params: 11:19:20:521370
round_48_aggregation: 11:19:20:542843
round_48_end: 11:19:20:553636
round_49_start: 11:19:20:553697
round_49_received_params: 11:19:21:064102
round_49_aggregation: 11:19:21:077732
round_49_end: 11:19:21:093081
round_50_start: 11:19:21:093120
round_50_received_params: 11:19:21:587789
round_50_aggregation: 11:19:21:601979
round_50_end: 11:19:21:612035
round_51_start: 11:19:21:612077
round_51_received_params: 11:19:22:107106
round_51_aggregation: 11:19:22:122992
round_51_end: 11:19:22:133885
round_52_start: 11:19:22:133939
round_52_received_params: 11:19:22:630393
round_52_aggregation: 11:19:22:645687
round_52_end: 11:19:22:655168
round_53_start: 11:19:22:655206
round_53_received_params: 11:19:23:157059
round_53_aggregation: 11:19:23:171150
round_53_end: 11:19:23:181640
round_54_start: 11:19:23:181718
round_54_received_params: 11:19:23:683162
round_54_aggregation: 11:19:23:697711
round_54_end: 11:19:23:708710
round_55_start: 11:19:23:708790
round_55_received_params: 11:19:24:215141
round_55_aggregation: 11:19:24:229185
round_55_end: 11:19:24:244572
round_56_start: 11:19:24:244638
round_56_received_params: 11:19:24:739874
round_56_aggregation: 11:19:24:754083
round_56_end: 11:19:24:764561
round_57_start: 11:19:24:764604
round_57_received_params: 11:19:25:251908
round_57_aggregation: 11:19:25:267008
round_57_end: 11:19:25:277648
round_58_start: 11:19:25:277705
round_58_received_params: 11:19:25:775712
round_58_aggregation: 11:19:25:790078
round_58_end: 11:19:25:800667
round_59_start: 11:19:25:800720
round_59_received_params: 11:19:26:301141
round_59_aggregation: 11:19:26:317003
round_59_end: 11:19:26:327532
round_60_start: 11:19:26:327569
round_60_received_params: 11:19:26:827527
round_60_aggregation: 11:19:26:842875
round_60_end: 11:19:26:852569
round_61_start: 11:19:26:852624
round_61_received_params: 11:19:27:353664
round_61_aggregation: 11:19:27:368175
round_61_end: 11:19:27:380676
round_62_start: 11:19:27:380722
round_62_received_params: 11:19:27:869532
round_62_aggregation: 11:19:27:883707
round_62_end: 11:19:27:894057
round_63_start: 11:19:27:894104
round_63_received_params: 11:19:28:394599
round_63_aggregation: 11:19:28:409975
round_63_end: 11:19:28:419435
round_64_start: 11:19:28:419472
round_64_received_params: 11:19:28:916123
round_64_aggregation: 11:19:28:932668
round_64_end: 11:19:28:943219
round_65_start: 11:19:28:943279
round_65_received_params: 11:19:29:447922
round_65_aggregation: 11:19:29:462978
round_65_end: 11:19:29:473835
round_66_start: 11:19:29:473883
round_66_received_params: 11:19:29:975005
round_66_aggregation: 11:19:29:989896
