Starting: 15:44:57:954878
round_1_start: 15:44:57:954916
round_1_received_params: 15:44:58:624830
round_1_aggregation: 15:44:58:624851
round_1_end: 15:44:58:627116
round_2_start: 15:44:58:627146
round_2_received_params: 15:44:59:165449
received_params: 15:44:59:171773
round_2_aggregation: 15:44:59:171791
round_2_end: 15:44:59:173617
round_3_start: 15:44:59:173645
round_3_received_params: 15:44:59:709253
received_params: 15:44:59:735292
round_3_aggregation: 15:44:59:735310
round_3_end: 15:44:59:737112
round_4_start: 15:44:59:737139
round_4_received_params: 15:45:00:266915
received_params: 15:45:00:273285
received_params: 15:45:00:302365
round_4_aggregation: 15:45:00:302382
round_4_end: 15:45:00:304116
round_5_start: 15:45:00:304143
round_5_received_params: 15:45:00:832953
received_params: 15:45:00:839233
received_params: 15:45:00:872075
round_5_aggregation: 15:45:00:872094
round_5_end: 15:45:00:873908
round_6_start: 15:45:00:873935
round_6_received_params: 15:45:01:402831
received_params: 15:45:01:409189
received_params: 15:45:01:435876
round_6_aggregation: 15:45:01:435894
round_6_end: 15:45:01:437672
round_7_start: 15:45:01:437700
round_7_received_params: 15:45:01:967111
received_params: 15:45:01:973463
received_params: 15:45:01:999486
round_7_aggregation: 15:45:01:999503
round_7_end: 15:45:02:001274
round_8_start: 15:45:02:001301
round_8_received_params: 15:45:02:534195
received_params: 15:45:02:540538
received_params: 15:45:02:564145
round_8_aggregation: 15:45:02:564167
round_8_end: 15:45:02:566160
round_9_start: 15:45:02:566194
round_9_received_params: 15:45:03:099197
received_params: 15:45:03:105544
received_params: 15:45:03:133988
round_9_aggregation: 15:45:03:134014
round_9_end: 15:45:03:135993
round_10_start: 15:45:03:136028
round_10_received_params: 15:45:03:679390
received_params: 15:45:03:701467
round_10_aggregation: 15:45:03:701491
round_10_end: 15:45:03:703448
round_11_start: 15:45:03:703481
round_11_received_params: 15:45:04:243423
received_params: 15:45:04:268811
round_11_aggregation: 15:45:04:268837
round_11_end: 15:45:04:270850
round_12_start: 15:45:04:270885
round_12_received_params: 15:45:04:812262
received_params: 15:45:04:834405
round_12_aggregation: 15:45:04:834430
round_12_end: 15:45:04:836413
round_13_start: 15:45:04:836445
round_13_received_params: 15:45:05:379608
received_params: 15:45:05:402680
round_13_aggregation: 15:45:05:402706
round_13_end: 15:45:05:404705
round_14_start: 15:45:05:404738
round_14_received_params: 15:45:05:948588
received_params: 15:45:05:972463
round_14_aggregation: 15:45:05:972486
round_14_end: 15:45:05:974523
round_15_start: 15:45:05:974556
round_15_received_params: 15:45:06:515852
received_params: 15:45:06:537521
round_15_aggregation: 15:45:06:537544
round_15_end: 15:45:06:539518
round_16_start: 15:45:06:539551
round_16_received_params: 15:45:07:080779
received_params: 15:45:07:105929
round_16_aggregation: 15:45:07:105955
round_16_end: 15:45:07:107938
round_17_start: 15:45:07:107974
round_17_received_params: 15:45:07:640818
received_params: 15:45:07:647181
received_params: 15:45:07:672859
round_17_aggregation: 15:45:07:672878
round_17_end: 15:45:07:674801
round_18_start: 15:45:07:674833
round_18_received_params: 15:45:08:208233
received_params: 15:45:08:214571
received_params: 15:45:08:238924
round_18_aggregation: 15:45:08:238943
round_18_end: 15:45:08:240813
round_19_start: 15:45:08:240842
round_19_received_params: 15:45:08:772663
received_params: 15:45:08:778985
received_params: 15:45:08:804481
round_19_aggregation: 15:45:08:804501
round_19_end: 15:45:08:806365
round_20_start: 15:45:08:806395
round_20_received_params: 15:45:09:338099
received_params: 15:45:09:344442
received_params: 15:45:09:372490
round_20_aggregation: 15:45:09:372513
round_20_end: 15:45:09:374496
round_21_start: 15:45:09:374529
round_21_received_params: 15:45:09:906765
received_params: 15:45:09:913099
received_params: 15:45:09:937009
round_21_aggregation: 15:45:09:937028
round_21_end: 15:45:09:938834
round_22_start: 15:45:09:938863
