Starting: 15:44:57:952917
round_1_start: 15:44:57:952954
round_1_received_params: 15:44:58:613114
round_1_aggregation: 15:44:58:613132
round_1_end: 15:44:58:615220
round_2_start: 15:44:58:615248
round_2_received_params: 15:44:59:146941
received_params: 15:44:59:153186
round_2_aggregation: 15:44:59:153202
round_2_end: 15:44:59:154885
round_3_start: 15:44:59:154912
round_3_received_params: 15:44:59:686121
received_params: 15:44:59:692216
round_3_aggregation: 15:44:59:692234
round_3_end: 15:44:59:693899
round_4_start: 15:44:59:693925
round_4_received_params: 15:45:00:211778
received_params: 15:45:00:224021
received_params: 15:45:00:258786
round_4_aggregation: 15:45:00:258803
round_4_end: 15:45:00:260499
round_5_start: 15:45:00:260526
round_5_received_params: 15:45:00:779692
received_params: 15:45:00:791923
received_params: 15:45:00:828549
round_5_aggregation: 15:45:00:828567
round_5_end: 15:45:00:830255
round_6_start: 15:45:00:830281
round_6_received_params: 15:45:01:348968
received_params: 15:45:01:361161
received_params: 15:45:01:392835
round_6_aggregation: 15:45:01:392853
round_6_end: 15:45:01:394534
round_7_start: 15:45:01:394561
round_7_received_params: 15:45:01:913717
received_params: 15:45:01:925911
received_params: 15:45:01:956344
round_7_aggregation: 15:45:01:956362
round_7_end: 15:45:01:958042
round_8_start: 15:45:01:958069
round_8_received_params: 15:45:02:476209
received_params: 15:45:02:488529
received_params: 15:45:02:520874
round_8_aggregation: 15:45:02:520892
round_8_end: 15:45:02:522577
round_9_start: 15:45:02:522605
round_9_received_params: 15:45:03:042423
received_params: 15:45:03:054609
received_params: 15:45:03:090575
round_9_aggregation: 15:45:03:090593
round_9_end: 15:45:03:092285
round_10_start: 15:45:03:092313
round_10_received_params: 15:45:03:611234
received_params: 15:45:03:623399
received_params: 15:45:03:658054
round_10_aggregation: 15:45:03:658072
round_10_end: 15:45:03:659708
round_11_start: 15:45:03:659734
round_11_received_params: 15:45:04:178047
received_params: 15:45:04:190223
received_params: 15:45:04:225263
round_11_aggregation: 15:45:04:225280
round_11_end: 15:45:04:226956
round_12_start: 15:45:04:226983
round_12_received_params: 15:45:04:745836
received_params: 15:45:04:758005
received_params: 15:45:04:790899
round_12_aggregation: 15:45:04:790916
round_12_end: 15:45:04:792612
round_13_start: 15:45:04:792640
round_13_received_params: 15:45:05:311473
