After round 0, test_loss = 2.3406, test_acc = 0.0917
After round 82, test_loss = 2.286, test_acc = 0.514
After round 83, test_loss = 2.288, test_acc = 0.5149
After round 84, test_loss = 2.2913, test_acc = 0.5154
After round 85, test_loss = 2.2938, test_acc = 0.5153
After round 86, test_loss = 2.2967, test_acc = 0.5156
After round 87, test_loss = 2.3002, test_acc = 0.5159
After round 88, test_loss = 2.3028, test_acc = 0.5159
After round 89, test_loss = 2.3057, test_acc = 0.5159
After round 90, test_loss = 2.3085, test_acc = 0.515
After round 91, test_loss = 2.3107, test_acc = 0.5154
After round 92, test_loss = 2.3129, test_acc = 0.5166
After round 93, test_loss = 2.3159, test_acc = 0.5164
After round 94, test_loss = 2.3175, test_acc = 0.518
After round 95, test_loss = 2.3203, test_acc = 0.5179
After round 96, test_loss = 2.3226, test_acc = 0.5182
After round 97, test_loss = 2.3254, test_acc = 0.5189
After round 98, test_loss = 2.3274, test_acc = 0.519
After round 99, test_loss = 2.3296, test_acc = 0.5188
After round 100, test_loss = 2.3314, test_acc = 0.5205
After round 101, test_loss = 2.3336, test_acc = 0.5222
After round 102, test_loss = 2.3352, test_acc = 0.5234
After round 103, test_loss = 2.3373, test_acc = 0.5239
After round 104, test_loss = 2.3397, test_acc = 0.5241
After round 105, test_loss = 2.342, test_acc = 0.5254
After round 106, test_loss = 2.3454, test_acc = 0.5255
After round 107, test_loss = 2.3474, test_acc = 0.5265
After round 108, test_loss = 2.3495, test_acc = 0.5266
After round 109, test_loss = 2.3522, test_acc = 0.5266
After round 110, test_loss = 2.3544, test_acc = 0.5267
After round 111, test_loss = 2.3571, test_acc = 0.5265
After round 112, test_loss = 2.3589, test_acc = 0.527
After round 113, test_loss = 2.3616, test_acc = 0.5274
After round 114, test_loss = 2.3635, test_acc = 0.5278
After round 115, test_loss = 2.3664, test_acc = 0.5279
After round 116, test_loss = 2.369, test_acc = 0.5279
After round 117, test_loss = 2.3699, test_acc = 0.5284
After round 118, test_loss = 2.3726, test_acc = 0.5285
After round 119, test_loss = 2.3733, test_acc = 0.5291
After round 120, test_loss = 2.3745, test_acc = 0.5295
After round 121, test_loss = 2.3767, test_acc = 0.5301
After round 122, test_loss = 2.3787, test_acc = 0.5301
After round 123, test_loss = 2.3806, test_acc = 0.5305
After round 124, test_loss = 2.3827, test_acc = 0.5306
After round 125, test_loss = 2.3847, test_acc = 0.5311
After round 126, test_loss = 2.3868, test_acc = 0.5314
After round 127, test_loss = 2.3897, test_acc = 0.5317
After round 128, test_loss = 2.3921, test_acc = 0.5314
After round 129, test_loss = 2.3943, test_acc = 0.5313
After round 130, test_loss = 2.396, test_acc = 0.5318
After round 131, test_loss = 2.3977, test_acc = 0.5317
After round 132, test_loss = 2.3997, test_acc = 0.5325
After round 133, test_loss = 2.4019, test_acc = 0.533
After round 134, test_loss = 2.4048, test_acc = 0.533
After round 135, test_loss = 2.4069, test_acc = 0.5333
After round 136, test_loss = 2.4086, test_acc = 0.5336
After round 137, test_loss = 2.4105, test_acc = 0.534
After round 138, test_loss = 2.4128, test_acc = 0.534
After round 139, test_loss = 2.4142, test_acc = 0.5345
After round 140, test_loss = 2.4162, test_acc = 0.5346
After round 141, test_loss = 2.4187, test_acc = 0.5343
After round 142, test_loss = 2.4208, test_acc = 0.5345
After round 143, test_loss = 2.4227, test_acc = 0.5347
After round 144, test_loss = 2.4249, test_acc = 0.5348
After round 145, test_loss = 2.4269, test_acc = 0.535
After round 146, test_loss = 2.4292, test_acc = 0.535
After round 147, test_loss = 2.4315, test_acc = 0.5348
After round 148, test_loss = 2.4329, test_acc = 0.5346
After round 149, test_loss = 2.4357, test_acc = 0.5342
After round 150, test_loss = 2.4376, test_acc = 0.5339
After round 151, test_loss = 2.4389, test_acc = 0.5341
After round 152, test_loss = 2.4409, test_acc = 0.5341
After round 153, test_loss = 2.4434, test_acc = 0.5346
After round 154, test_loss = 2.4454, test_acc = 0.5347
After round 155, test_loss = 2.447, test_acc = 0.5351
After round 156, test_loss = 2.4485, test_acc = 0.5352
After round 157, test_loss = 2.4498, test_acc = 0.5357
After round 158, test_loss = 2.4524, test_acc = 0.5364
After round 159, test_loss = 2.454, test_acc = 0.5364
After round 160, test_loss = 2.4555, test_acc = 0.5371
After round 161, test_loss = 2.4583, test_acc = 0.5364
After round 162, test_loss = 2.4605, test_acc = 0.5369
After round 163, test_loss = 2.4631, test_acc = 0.5367
After round 164, test_loss = 2.4645, test_acc = 0.5372
After round 165, test_loss = 2.4666, test_acc = 0.5376
After round 166, test_loss = 2.4684, test_acc = 0.5377
After round 167, test_loss = 2.4706, test_acc = 0.5378
After round 168, test_loss = 2.472, test_acc = 0.5383
After round 169, test_loss = 2.4742, test_acc = 0.5384
After round 170, test_loss = 2.4756, test_acc = 0.5385
After round 171, test_loss = 2.4769, test_acc = 0.5387
After round 172, test_loss = 2.4783, test_acc = 0.5389
After round 173, test_loss = 2.4794, test_acc = 0.5386
After round 174, test_loss = 2.4816, test_acc = 0.5388
After round 175, test_loss = 2.4842, test_acc = 0.5389
After round 176, test_loss = 2.4855, test_acc = 0.539
After round 177, test_loss = 2.4865, test_acc = 0.5395
After round 178, test_loss = 2.4877, test_acc = 0.5393
After round 179, test_loss = 2.4899, test_acc = 0.5388
After round 180, test_loss = 2.4913, test_acc = 0.5394
After round 181, test_loss = 2.4926, test_acc = 0.5389
After round 182, test_loss = 2.4943, test_acc = 0.5394
After round 183, test_loss = 2.4967, test_acc = 0.5394
After round 184, test_loss = 2.4983, test_acc = 0.5389
After round 185, test_loss = 2.4996, test_acc = 0.5391
After round 186, test_loss = 2.5013, test_acc = 0.5394
After round 187, test_loss = 2.5031, test_acc = 0.5393
After round 188, test_loss = 2.5046, test_acc = 0.5397
After round 189, test_loss = 2.5076, test_acc = 0.5397
After round 190, test_loss = 2.5099, test_acc = 0.5399
After round 191, test_loss = 2.5119, test_acc = 0.5399
After round 192, test_loss = 2.5136, test_acc = 0.5394
After round 193, test_loss = 2.5161, test_acc = 0.5394
After round 194, test_loss = 2.5174, test_acc = 0.5402
After round 195, test_loss = 2.5191, test_acc = 0.5404
After round 196, test_loss = 2.5204, test_acc = 0.5402
After round 197, test_loss = 2.5226, test_acc = 0.5405
After round 198, test_loss = 2.5243, test_acc = 0.5405
After round 199, test_loss = 2.5262, test_acc = 0.5409
After round 200, test_loss = 2.528, test_acc = 0.5404
After round 201, test_loss = 2.5298, test_acc = 0.5402
After round 202, test_loss = 2.5314, test_acc = 0.5404
After round 203, test_loss = 2.5333, test_acc = 0.5403
After round 204, test_loss = 2.5351, test_acc = 0.5405
After round 205, test_loss = 2.5365, test_acc = 0.5403
After round 206, test_loss = 2.5377, test_acc = 0.5409
After round 207, test_loss = 2.5391, test_acc = 0.5412
After round 208, test_loss = 2.5407, test_acc = 0.5412
After round 209, test_loss = 2.5421, test_acc = 0.5415
After round 210, test_loss = 2.5441, test_acc = 0.5412
After round 211, test_loss = 2.5453, test_acc = 0.5414
After round 212, test_loss = 2.5467, test_acc = 0.5415
After round 213, test_loss = 2.5471, test_acc = 0.5417
After round 214, test_loss = 2.5487, test_acc = 0.542
After round 215, test_loss = 2.5509, test_acc = 0.5417
After round 216, test_loss = 2.5517, test_acc = 0.5424
After round 217, test_loss = 2.5528, test_acc = 0.5425
After round 218, test_loss = 2.5545, test_acc = 0.5434
After round 219, test_loss = 2.5557, test_acc = 0.5433
After round 220, test_loss = 2.5572, test_acc = 0.5431
After round 221, test_loss = 2.5584, test_acc = 0.5437
After round 222, test_loss = 2.5594, test_acc = 0.5442
After round 223, test_loss = 2.5613, test_acc = 0.544
After round 224, test_loss = 2.5635, test_acc = 0.544
After round 225, test_loss = 2.5654, test_acc = 0.5439
After round 226, test_loss = 2.5669, test_acc = 0.5436
After round 227, test_loss = 2.5693, test_acc = 0.543
After round 228, test_loss = 2.5704, test_acc = 0.5435
After round 229, test_loss = 2.5719, test_acc = 0.5435
After round 230, test_loss = 2.5727, test_acc = 0.5434
After round 231, test_loss = 2.5743, test_acc = 0.5435
After round 232, test_loss = 2.5764, test_acc = 0.5431
After round 233, test_loss = 2.5776, test_acc = 0.5431
After round 234, test_loss = 2.5794, test_acc = 0.5434
After round 235, test_loss = 2.5812, test_acc = 0.5436
After round 236, test_loss = 2.5823, test_acc = 0.5444
After round 237, test_loss = 2.5842, test_acc = 0.5441
After round 238, test_loss = 2.5857, test_acc = 0.5443
After round 239, test_loss = 2.5871, test_acc = 0.5446
After round 240, test_loss = 2.5884, test_acc = 0.5447
After round 241, test_loss = 2.5898, test_acc = 0.5451
After round 242, test_loss = 2.5903, test_acc = 0.5453
After round 243, test_loss = 2.5922, test_acc = 0.5456
After round 244, test_loss = 2.5937, test_acc = 0.5453
After round 245, test_loss = 2.5949, test_acc = 0.5456
After round 246, test_loss = 2.5957, test_acc = 0.5457
After round 247, test_loss = 2.598, test_acc = 0.5456
After round 248, test_loss = 2.6001, test_acc = 0.5457
After round 249, test_loss = 2.6016, test_acc = 0.5457
After round 250, test_loss = 2.6023, test_acc = 0.5457
After round 251, test_loss = 2.6035, test_acc = 0.5458
After round 252, test_loss = 2.6043, test_acc = 0.546
After round 253, test_loss = 2.6055, test_acc = 0.5461
After round 254, test_loss = 2.6075, test_acc = 0.5459
After round 255, test_loss = 2.6088, test_acc = 0.5458
After round 256, test_loss = 2.6105, test_acc = 0.5457
After round 257, test_loss = 2.6126, test_acc = 0.5457
After round 258, test_loss = 2.6142, test_acc = 0.5457
After round 259, test_loss = 2.616, test_acc = 0.5459
After round 260, test_loss = 2.6172, test_acc = 0.5459
After round 261, test_loss = 2.6182, test_acc = 0.5462
After round 262, test_loss = 2.6198, test_acc = 0.5462
After round 263, test_loss = 2.6208, test_acc = 0.5463
After round 264, test_loss = 2.622, test_acc = 0.5465
After round 265, test_loss = 2.6233, test_acc = 0.5466
After round 266, test_loss = 2.624, test_acc = 0.5468
After round 267, test_loss = 2.6252, test_acc = 0.5469
After round 268, test_loss = 2.6263, test_acc = 0.5469
After round 269, test_loss = 2.6282, test_acc = 0.547
After round 270, test_loss = 2.6293, test_acc = 0.5471
After round 271, test_loss = 2.6301, test_acc = 0.547
After round 272, test_loss = 2.6314, test_acc = 0.547
After round 273, test_loss = 2.6322, test_acc = 0.5471
After round 274, test_loss = 2.6332, test_acc = 0.5471
After round 275, test_loss = 2.6338, test_acc = 0.5473
After round 276, test_loss = 2.6353, test_acc = 0.5473
After round 277, test_loss = 2.6371, test_acc = 0.5472
After round 278, test_loss = 2.6384, test_acc = 0.5472
After round 279, test_loss = 2.6395, test_acc = 0.5472
After round 280, test_loss = 2.6408, test_acc = 0.5473
After round 281, test_loss = 2.6424, test_acc = 0.5477
After round 282, test_loss = 2.6434, test_acc = 0.5474
After round 283, test_loss = 2.6454, test_acc = 0.5474
After round 284, test_loss = 2.6461, test_acc = 0.5474
After round 285, test_loss = 2.6483, test_acc = 0.5473
After round 286, test_loss = 2.6493, test_acc = 0.5478
After round 287, test_loss = 2.6506, test_acc = 0.5482
After round 288, test_loss = 2.6523, test_acc = 0.5483
After round 289, test_loss = 2.6536, test_acc = 0.5481
After round 290, test_loss = 2.6548, test_acc = 0.5483
After round 291, test_loss = 2.6562, test_acc = 0.549
After round 292, test_loss = 2.658, test_acc = 0.5488
After round 293, test_loss = 2.6588, test_acc = 0.549
After round 294, test_loss = 2.6598, test_acc = 0.5489
After round 295, test_loss = 2.6609, test_acc = 0.5495
After round 296, test_loss = 2.6622, test_acc = 0.5493
After round 297, test_loss = 2.6636, test_acc = 0.5491
After round 298, test_loss = 2.6651, test_acc = 0.5492
After round 299, test_loss = 2.6669, test_acc = 0.5493
After round 300, test_loss = 2.6679, test_acc = 0.5493
