Starting: 17:07:29:222714
round_1_start: 17:07:29:222756
round_1_model_trained: 17:07:29:346882
round_1_model_shared: 17:07:29:364045
round_1_received_params_1: 17:07:29:479066
round_1_end: 17:07:29:479434
round_2_start: 17:07:29:479459
round_2_model_trained: 17:07:29:492942
round_2_model_shared: 17:07:29:500332
round_2_received_params_1: 17:07:29:617008
round_2_end: 17:07:29:617288
round_3_start: 17:07:29:617310
round_3_model_trained: 17:07:29:629876
round_3_model_shared: 17:07:29:637236
round_3_received_params_1: 17:07:29:763534
round_3_end: 17:07:29:763810
round_4_start: 17:07:29:763831
round_4_model_trained: 17:07:29:776446
round_4_model_shared: 17:07:29:783814
round_4_received_params_1: 17:07:29:895287
round_4_end: 17:07:29:895560
round_5_start: 17:07:29:895582
round_5_model_trained: 17:07:29:908188
round_5_model_shared: 17:07:29:915557
round_5_received_params_1: 17:07:30:065950
round_5_end: 17:07:30:066234
round_6_start: 17:07:30:066257
round_6_model_trained: 17:07:30:078795
round_6_model_shared: 17:07:30:086153
round_6_received_params_1: 17:07:30:217791
round_6_end: 17:07:30:218078
round_7_start: 17:07:30:218100
round_7_model_trained: 17:07:30:230510
round_7_model_shared: 17:07:30:237857
round_7_received_params_1: 17:07:30:404576
round_7_end: 17:07:30:404875
round_8_start: 17:07:30:404901
round_8_model_trained: 17:07:30:417421
round_8_model_shared: 17:07:30:424758
round_8_received_params_1: 17:07:30:572851
round_8_end: 17:07:30:573149
round_9_start: 17:07:30:573172
round_9_model_trained: 17:07:30:585549
round_9_model_shared: 17:07:30:592902
round_9_received_params_1: 17:07:30:775005
round_9_end: 17:07:30:775288
round_10_start: 17:07:30:775311
round_10_model_trained: 17:07:30:787732
round_10_model_shared: 17:07:30:795084
round_10_received_params_1: 17:07:30:948683
round_10_end: 17:07:30:948981
round_11_start: 17:07:30:949005
round_11_model_trained: 17:07:30:961353
round_11_model_shared: 17:07:30:968688
round_11_received_params_1: 17:07:31:136467
round_11_end: 17:07:31:136748
round_12_start: 17:07:31:136770
round_12_model_trained: 17:07:31:149357
round_12_model_shared: 17:07:31:156674
round_12_received_params_1: 17:07:31:337045
round_12_end: 17:07:31:337319
round_13_start: 17:07:31:337342
round_13_model_trained: 17:07:31:349654
round_13_model_shared: 17:07:31:357020
round_13_received_params_1: 17:07:31:527375
round_13_end: 17:07:31:527656
round_14_start: 17:07:31:527678
round_14_model_trained: 17:07:31:540078
round_14_model_shared: 17:07:31:547470
round_14_received_params_1: 17:07:31:700240
round_14_end: 17:07:31:700528
round_15_start: 17:07:31:700552
round_15_model_trained: 17:07:31:712926
round_15_model_shared: 17:07:31:720255
round_15_received_params_1: 17:07:31:880684
round_15_end: 17:07:31:880995
round_16_start: 17:07:31:881019
round_16_model_trained: 17:07:31:893378
round_16_model_shared: 17:07:31:900715
round_16_received_params_1: 17:07:32:077939
round_16_end: 17:07:32:078226
round_17_start: 17:07:32:078252
round_17_model_trained: 17:07:32:090679
round_17_model_shared: 17:07:32:098128
round_17_received_params_1: 17:07:32:259362
round_17_end: 17:07:32:259647
round_18_start: 17:07:32:259669
