Starting: 17:03:51:719704
round_1_start: 17:03:58:711323
round_1_model_trained: 17:03:58:834347
round_1_model_shared: 17:03:58:851836
round_1_end: 17:03:59:210399
round_2_start: 17:03:59:210476
round_2_model_trained: 17:03:59:223364
round_2_model_shared: 17:03:59:230474
round_2_end: 17:03:59:500525
round_3_start: 17:03:59:500564
round_3_model_trained: 17:03:59:514668
round_3_model_shared: 17:03:59:523848
round_3_end: 17:03:59:703691
round_4_start: 17:03:59:703745
round_4_model_trained: 17:03:59:720231
round_4_model_shared: 17:03:59:727557
round_4_end: 17:03:59:935614
round_5_start: 17:03:59:935659
round_5_model_trained: 17:03:59:948401
round_5_model_shared: 17:03:59:955605
round_5_end: 17:04:00:139650
round_6_start: 17:04:00:139688
round_6_model_trained: 17:04:00:151868
round_6_model_shared: 17:04:00:158984
round_6_end: 17:04:00:354238
round_7_start: 17:04:00:354278
round_7_model_trained: 17:04:00:366460
round_7_model_shared: 17:04:00:373546
round_7_end: 17:04:00:568722
round_8_start: 17:04:00:568766
round_8_model_trained: 17:04:00:580722
round_8_model_shared: 17:04:00:587804
round_8_end: 17:04:00:754442
round_9_start: 17:04:00:754477
round_9_model_trained: 17:04:00:766137
round_9_model_shared: 17:04:00:773217
round_9_end: 17:04:00:968800
round_10_start: 17:04:00:968835
round_10_model_trained: 17:04:00:980884
round_10_model_shared: 17:04:00:987949
round_10_end: 17:04:01:159575
round_11_start: 17:04:01:159611
round_11_model_trained: 17:04:01:171678
round_11_model_shared: 17:04:01:178755
round_11_end: 17:04:01:356486
round_12_start: 17:04:01:356530
round_12_model_trained: 17:04:01:368339
round_12_model_shared: 17:04:01:375494
round_12_end: 17:04:01:555567
round_13_start: 17:04:01:555612
round_13_model_trained: 17:04:01:567876
round_13_model_shared: 17:04:01:574976
round_13_end: 17:04:01:756714
round_14_start: 17:04:01:756760
round_14_model_trained: 17:04:01:768896
round_14_model_shared: 17:04:01:776101
round_14_end: 17:04:01:954583
round_15_start: 17:04:01:954618
round_15_model_trained: 17:04:01:966506
round_15_model_shared: 17:04:01:973617
round_15_end: 17:04:02:145813
round_16_start: 17:04:02:145862
round_16_model_trained: 17:04:02:158907
round_16_model_shared: 17:04:02:166035
round_16_end: 17:04:02:350392
round_17_start: 17:04:02:350441
round_17_model_trained: 17:04:02:363297
round_17_model_shared: 17:04:02:370367
round_17_end: 17:04:02:530448
round_18_start: 17:04:02:530483
round_18_model_trained: 17:04:02:542489
round_18_model_shared: 17:04:02:549607
round_18_end: 17:04:02:722785
round_19_start: 17:04:02:722822
round_19_model_trained: 17:04:02:735072
round_19_model_shared: 17:04:02:742092
round_19_end: 17:04:02:925969
round_20_start: 17:04:02:926005
round_20_model_trained: 17:04:02:938169
round_20_model_shared: 17:04:02:945361
round_20_end: 17:04:03:124338
round_21_start: 17:04:03:124382
round_21_model_trained: 17:04:03:136891
round_21_model_shared: 17:04:03:144031
round_21_end: 17:04:03:337404
round_22_start: 17:04:03:337447
round_22_model_trained: 17:04:03:349956
round_22_model_shared: 17:04:03:357142
round_22_end: 17:04:03:538379
round_23_start: 17:04:03:538424
round_23_model_trained: 17:04:03:550876
round_23_model_shared: 17:04:03:557920
round_23_end: 17:04:03:732862
round_24_start: 17:04:03:732904
round_24_model_trained: 17:04:03:745283
round_24_model_shared: 17:04:03:752399
round_24_end: 17:04:03:926275
round_25_start: 17:04:03:926341
round_25_model_trained: 17:04:03:938282
round_25_model_shared: 17:04:03:945376
round_25_end: 17:04:04:130702
round_26_start: 17:04:04:130740
round_26_model_trained: 17:04:04:143012
round_26_model_shared: 17:04:04:150128
round_26_end: 17:04:04:319171
round_27_start: 17:04:04:319211
round_27_model_trained: 17:04:04:331369
round_27_model_shared: 17:04:04:338560
round_27_end: 17:04:04:508378
round_28_start: 17:04:04:508413
round_28_model_trained: 17:04:04:520208
round_28_model_shared: 17:04:04:527293
round_28_end: 17:04:04:701260
round_29_start: 17:04:04:701294
round_29_model_trained: 17:04:04:713136
round_29_model_shared: 17:04:04:720248
round_29_end: 17:04:04:924044
round_30_start: 17:04:04:924086
round_30_model_trained: 17:04:04:936591
round_30_model_shared: 17:04:04:943748
round_30_end: 17:04:05:110372
round_31_start: 17:04:05:110412
round_31_model_trained: 17:04:05:122835
round_31_model_shared: 17:04:05:130049
round_31_end: 17:04:05:317398
round_32_start: 17:04:05:317438
round_32_model_trained: 17:04:05:329697
round_32_model_shared: 17:04:05:336789
round_32_end: 17:04:05:510650
round_33_start: 17:04:05:510684
round_33_model_trained: 17:04:05:522597
round_33_model_shared: 17:04:05:529647
round_33_end: 17:04:05:699023
round_34_start: 17:04:05:699059
round_34_model_trained: 17:04:05:710932
round_34_model_shared: 17:04:05:718038
round_34_end: 17:04:05:891996
round_35_start: 17:04:05:892032
round_35_model_trained: 17:04:05:903966
round_35_model_shared: 17:04:05:911044
round_35_end: 17:04:06:089039
round_36_start: 17:04:06:089076
round_36_model_trained: 17:04:06:100910
round_36_model_shared: 17:04:06:108007
round_36_end: 17:04:06:273754
round_37_start: 17:04:06:273792
round_37_model_trained: 17:04:06:285620
round_37_model_shared: 17:04:06:292762
round_37_end: 17:04:06:467572
round_38_start: 17:04:06:467607
round_38_model_trained: 17:04:06:479637
round_38_model_shared: 17:04:06:486785
round_38_end: 17:04:06:664724
round_39_start: 17:04:06:664760
round_39_model_trained: 17:04:06:676712
round_39_model_shared: 17:04:06:683808
round_39_end: 17:04:06:855041
round_40_start: 17:04:06:855074
round_40_model_trained: 17:04:06:867058
round_40_model_shared: 17:04:06:874173
round_40_end: 17:04:07:047415
round_41_start: 17:04:07:047451
round_41_model_trained: 17:04:07:059746
round_41_model_shared: 17:04:07:067031
round_41_end: 17:04:07:238833
round_42_start: 17:04:07:238873
round_42_model_trained: 17:04:07:251085
round_42_model_shared: 17:04:07:258237
round_42_end: 17:04:07:424935
round_43_start: 17:04:07:424991
round_43_model_trained: 17:04:07:437508
round_43_model_shared: 17:04:07:444652
round_43_end: 17:04:07:633979
round_44_start: 17:04:07:634016
round_44_model_trained: 17:04:07:645874
round_44_model_shared: 17:04:07:653037
round_44_end: 17:04:07:830169
round_45_start: 17:04:07:830212
round_45_model_trained: 17:04:07:842097
round_45_model_shared: 17:04:07:849166
round_45_end: 17:04:08:021348
round_46_start: 17:04:08:021384
round_46_model_trained: 17:04:08:034789
round_46_model_shared: 17:04:08:048356
round_46_end: 17:04:08:210268
round_47_start: 17:04:08:210332
round_47_model_trained: 17:04:08:221354
round_47_model_shared: 17:04:08:228562
round_47_end: 17:04:08:400270
round_48_start: 17:04:08:400306
round_48_model_trained: 17:04:08:412634
round_48_model_shared: 17:04:08:419853
round_48_end: 17:04:08:592331
round_49_start: 17:04:08:592370
round_49_model_trained: 17:04:08:604408
round_49_model_shared: 17:04:08:611484
round_49_end: 17:04:08:783636
round_50_start: 17:04:08:783668
round_50_model_trained: 17:04:08:795556
round_50_model_shared: 17:04:08:802700
round_50_end: 17:04:08:976187
round_51_start: 17:04:08:976226
