Starting: 17:03:55:557350
round_1_start: 17:03:58:711654
round_1_model_trained: 17:03:58:840126
round_1_model_shared: 17:03:58:858985
round_1_end: 17:03:59:250205
round_2_start: 17:03:59:250254
round_2_model_trained: 17:03:59:268287
round_2_model_shared: 17:03:59:282775
round_2_end: 17:03:59:489006
round_3_start: 17:03:59:489069
round_3_model_trained: 17:03:59:502039
round_3_model_shared: 17:03:59:510276
round_3_end: 17:03:59:715019
round_4_start: 17:03:59:715068
round_4_model_trained: 17:03:59:727822
round_4_model_shared: 17:03:59:735244
round_4_end: 17:03:59:972145
round_5_start: 17:03:59:972196
round_5_model_trained: 17:03:59:985996
round_5_model_shared: 17:03:59:994118
round_5_end: 17:04:00:175018
round_6_start: 17:04:00:175067
round_6_model_trained: 17:04:00:188156
round_6_model_shared: 17:04:00:195679
round_6_end: 17:04:00:383272
round_7_start: 17:04:00:383322
round_7_model_trained: 17:04:00:398516
round_7_model_shared: 17:04:00:406230
round_7_end: 17:04:00:591668
round_8_start: 17:04:00:591715
round_8_model_trained: 17:04:00:606241
round_8_model_shared: 17:04:00:615084
round_8_end: 17:04:00:784851
round_9_start: 17:04:00:784900
round_9_model_trained: 17:04:00:799025
round_9_model_shared: 17:04:00:806907
round_9_end: 17:04:01:000521
round_10_start: 17:04:01:000566
round_10_model_trained: 17:04:01:013954
round_10_model_shared: 17:04:01:022397
round_10_end: 17:04:01:195256
round_11_start: 17:04:01:195304
round_11_model_trained: 17:04:01:208674
round_11_model_shared: 17:04:01:217497
round_11_end: 17:04:01:393039
round_12_start: 17:04:01:393092
round_12_model_trained: 17:04:01:406403
round_12_model_shared: 17:04:01:414609
round_12_end: 17:04:01:591573
round_13_start: 17:04:01:591638
round_13_model_trained: 17:04:01:605562
round_13_model_shared: 17:04:01:614407
round_13_end: 17:04:01:790503
round_14_start: 17:04:01:790554
round_14_model_trained: 17:04:01:804681
round_14_model_shared: 17:04:01:812964
round_14_end: 17:04:01:990567
round_15_start: 17:04:01:990657
round_15_model_trained: 17:04:02:004680
round_15_model_shared: 17:04:02:012313
round_15_end: 17:04:02:180141
round_16_start: 17:04:02:180211
round_16_model_trained: 17:04:02:194408
round_16_model_shared: 17:04:02:204361
round_16_end: 17:04:02:378126
round_17_start: 17:04:02:378175
round_17_model_trained: 17:04:02:391534
round_17_model_shared: 17:04:02:399864
round_17_end: 17:04:02:567620
round_18_start: 17:04:02:567673
round_18_model_trained: 17:04:02:580982
round_18_model_shared: 17:04:02:588654
round_18_end: 17:04:02:758698
round_19_start: 17:04:02:758755
round_19_model_trained: 17:04:02:771551
round_19_model_shared: 17:04:02:779147
round_19_end: 17:04:02:959571
round_20_start: 17:04:02:959628
round_20_model_trained: 17:04:02:972275
round_20_model_shared: 17:04:02:979923
round_20_end: 17:04:03:161187
round_21_start: 17:04:03:161240
round_21_model_trained: 17:04:03:174421
round_21_model_shared: 17:04:03:182060
round_21_end: 17:04:03:373595
round_22_start: 17:04:03:373647
round_22_model_trained: 17:04:03:386386
round_22_model_shared: 17:04:03:395518
round_22_end: 17:04:03:572714
round_23_start: 17:04:03:572765
round_23_model_trained: 17:04:03:585496
round_23_model_shared: 17:04:03:593608
round_23_end: 17:04:03:768436
round_24_start: 17:04:03:768490
round_24_model_trained: 17:04:03:781434
round_24_model_shared: 17:04:03:789187
round_24_end: 17:04:03:963123
round_25_start: 17:04:03:963176
round_25_model_trained: 17:04:03:975895
round_25_model_shared: 17:04:03:983488
round_25_end: 17:04:04:163932
round_26_start: 17:04:04:163982
round_26_model_trained: 17:04:04:181943
round_26_model_shared: 17:04:04:189776
round_26_end: 17:04:04:355747
round_27_start: 17:04:04:355798
round_27_model_trained: 17:04:04:368884
round_27_model_shared: 17:04:04:377333
round_27_end: 17:04:04:544401
round_28_start: 17:04:04:544450
round_28_model_trained: 17:04:04:557231
round_28_model_shared: 17:04:04:565352
round_28_end: 17:04:04:741091
round_29_start: 17:04:04:741155
round_29_model_trained: 17:04:04:761095
round_29_model_shared: 17:04:04:775786
round_29_end: 17:04:04:944713
round_30_start: 17:04:04:944775
round_30_model_trained: 17:04:04:964322
round_30_model_shared: 17:04:04:972054
round_30_end: 17:04:05:144970
round_31_start: 17:04:05:145018
round_31_model_trained: 17:04:05:157863
round_31_model_shared: 17:04:05:170984
round_31_end: 17:04:05:341776
round_32_start: 17:04:05:341823
round_32_model_trained: 17:04:05:354739
round_32_model_shared: 17:04:05:362260
round_32_end: 17:04:05:545375
round_33_start: 17:04:05:545428
round_33_model_trained: 17:04:05:559560
round_33_model_shared: 17:04:05:567745
round_33_end: 17:04:05:738722
round_34_start: 17:04:05:738773
round_34_model_trained: 17:04:05:752767
round_34_model_shared: 17:04:05:760881
round_34_end: 17:04:05:927742
round_35_start: 17:04:05:927792
round_35_model_trained: 17:04:05:940775
round_35_model_shared: 17:04:05:949473
round_35_end: 17:04:06:119349
round_36_start: 17:04:06:119398
round_36_model_trained: 17:04:06:132402
round_36_model_shared: 17:04:06:140620
round_36_end: 17:04:06:308033
round_37_start: 17:04:06:308086
round_37_model_trained: 17:04:06:321024
round_37_model_shared: 17:04:06:331879
round_37_end: 17:04:06:504976
round_38_start: 17:04:06:505028
round_38_model_trained: 17:04:06:517945
round_38_model_shared: 17:04:06:526209
round_38_end: 17:04:06:698628
round_39_start: 17:04:06:698676
round_39_model_trained: 17:04:06:711626
round_39_model_shared: 17:04:06:719883
round_39_end: 17:04:06:894809
round_40_start: 17:04:06:894863
