Starting: 17:03:36:181802
round_1_start: 17:03:36:181832
round_1_received_params: 17:03:59:197861
round_1_aggregation: 17:03:59:197992
round_1_end: 17:03:59:227884
round_2_start: 17:03:59:227921
round_2_received_params: 17:03:59:458881
round_2_aggregation: 17:03:59:459085
round_2_end: 17:03:59:470761
round_3_start: 17:03:59:470807
round_3_received_params: 17:03:59:684856
round_3_aggregation: 17:03:59:684933
round_3_end: 17:03:59:697105
round_4_start: 17:03:59:697174
round_4_received_params: 17:03:59:940126
round_4_aggregation: 17:03:59:940233
round_4_end: 17:03:59:950145
round_5_start: 17:03:59:950178
round_5_received_params: 17:04:00:142326
round_5_aggregation: 17:04:00:142441
round_5_end: 17:04:00:153620
round_6_start: 17:04:00:153654
round_6_received_params: 17:04:00:350266
round_6_aggregation: 17:04:00:350361
round_6_end: 17:04:00:361548
round_7_start: 17:04:00:361582
round_7_received_params: 17:04:00:562277
round_7_aggregation: 17:04:00:562367
round_7_end: 17:04:00:573940
round_8_start: 17:04:00:573975
round_8_received_params: 17:04:00:752885
round_8_aggregation: 17:04:00:752971
round_8_end: 17:04:00:764262
round_9_start: 17:04:00:764298
round_9_received_params: 17:04:00:964213
round_9_aggregation: 17:04:00:964310
round_9_end: 17:04:00:973543
round_10_start: 17:04:00:973591
round_10_received_params: 17:04:01:162913
round_10_aggregation: 17:04:01:162997
round_10_end: 17:04:01:172521
round_11_start: 17:04:01:172560
round_11_received_params: 17:04:01:360079
round_11_aggregation: 17:04:01:360179
round_11_end: 17:04:01:369642
round_12_start: 17:04:01:369690
round_12_received_params: 17:04:01:557845
round_12_aggregation: 17:04:01:557946
round_12_end: 17:04:01:566802
round_13_start: 17:04:01:566834
round_13_received_params: 17:04:01:758949
round_13_aggregation: 17:04:01:759016
round_13_end: 17:04:01:767966
round_14_start: 17:04:01:767999
round_14_received_params: 17:04:01:961224
round_14_aggregation: 17:04:01:961307
round_14_end: 17:04:01:972569
round_15_start: 17:04:01:972622
round_15_received_params: 17:04:02:145291
round_15_aggregation: 17:04:02:145373
round_15_end: 17:04:02:154627
round_16_start: 17:04:02:154677
round_16_received_params: 17:04:02:342629
round_16_aggregation: 17:04:02:342719
round_16_end: 17:04:02:351956
round_17_start: 17:04:02:352007
round_17_received_params: 17:04:02:533019
round_17_aggregation: 17:04:02:533087
round_17_end: 17:04:02:541939
round_18_start: 17:04:02:541972
round_18_received_params: 17:04:02:723077
round_18_aggregation: 17:04:02:723166
round_18_end: 17:04:02:735569
round_19_start: 17:04:02:735604
round_19_received_params: 17:04:02:926963
round_19_aggregation: 17:04:02:927024
round_19_end: 17:04:02:936604
round_20_start: 17:04:02:936639
round_20_received_params: 17:04:03:125223
round_20_aggregation: 17:04:03:125293
round_20_end: 17:04:03:134139
round_21_start: 17:04:03:134172
round_21_received_params: 17:04:03:339297
round_21_aggregation: 17:04:03:339356
round_21_end: 17:04:03:348673
round_22_start: 17:04:03:348711
round_22_received_params: 17:04:03:540701
