Starting: 15:39:07:108586
round_1_start: 15:39:07:108619
round_1_received_params: 15:39:31:774687
round_1_aggregation: 15:39:33:857243
round_1_end: 15:39:33:897461
round_2_start: 15:39:33:897528
round_2_received_params: 15:39:34:455613
round_2_aggregation: 15:39:34:910771
round_2_end: 15:39:34:919849
round_3_start: 15:39:34:919914
round_3_received_params: 15:39:35:440751
round_3_aggregation: 15:39:35:654749
round_3_end: 15:39:35:670759
round_4_start: 15:39:35:670817
round_4_received_params: 15:39:36:199598
round_4_aggregation: 15:39:36:267717
round_4_end: 15:39:36:283120
round_5_start: 15:39:36:283186
round_5_received_params: 15:39:36:791453
round_5_aggregation: 15:39:36:817004
round_5_end: 15:39:36:826737
round_6_start: 15:39:36:826778
round_6_received_params: 15:39:37:338656
round_6_aggregation: 15:39:37:426296
round_6_end: 15:39:37:435397
round_7_start: 15:39:37:435458
round_7_received_params: 15:39:37:945545
round_7_aggregation: 15:39:37:967754
round_7_end: 15:39:37:976588
round_8_start: 15:39:37:976639
round_8_received_params: 15:39:38:480410
round_8_aggregation: 15:39:38:569472
round_8_end: 15:39:38:589038
round_9_start: 15:39:38:589124
round_9_received_params: 15:39:39:093228
round_9_aggregation: 15:39:39:182957
round_9_end: 15:39:39:191706
round_10_start: 15:39:39:191750
round_10_received_params: 15:39:39:695634
round_10_aggregation: 15:39:39:721728
round_10_end: 15:39:39:730547
round_11_start: 15:39:39:730591
round_11_received_params: 15:39:40:247902
round_11_aggregation: 15:39:40:286128
round_11_end: 15:39:40:294875
round_12_start: 15:39:40:294934
round_12_received_params: 15:39:40:802592
round_12_aggregation: 15:39:40:872068
round_12_end: 15:39:40:880929
round_13_start: 15:39:40:880986
round_13_received_params: 15:39:41:400756
round_13_aggregation: 15:39:41:442036
round_13_end: 15:39:41:458008
round_14_start: 15:39:41:458065
round_14_received_params: 15:39:41:945769
round_14_aggregation: 15:39:42:008111
round_14_end: 15:39:42:024023
round_15_start: 15:39:42:024085
round_15_received_params: 15:39:42:519719
round_15_aggregation: 15:39:42:545438
round_15_end: 15:39:42:554364
round_16_start: 15:39:42:554406
round_16_received_params: 15:39:43:066162
round_16_aggregation: 15:39:43:100205
round_16_end: 15:39:43:110263
round_17_start: 15:39:43:110318
round_17_received_params: 15:39:43:586702
round_17_aggregation: 15:39:43:609007
round_17_end: 15:39:43:618636
round_18_start: 15:39:43:618678
round_18_received_params: 15:39:44:116720
round_18_aggregation: 15:39:44:139958
round_18_end: 15:39:44:149111
round_19_start: 15:39:44:149158
round_19_received_params: 15:39:44:652499
round_19_aggregation: 15:39:44:675854
round_19_end: 15:39:44:684909
round_20_start: 15:39:44:684950
round_20_received_params: 15:39:45:183110
round_20_aggregation: 15:39:45:205850
round_20_end: 15:39:45:214876
round_21_start: 15:39:45:214917
round_21_received_params: 15:39:45:717649
