Starting: 15:39:06:364010
round_1_start: 15:39:06:364039
round_1_received_params: 15:39:31:761859
round_1_aggregation: 15:39:33:852310
round_1_end: 15:39:33:882285
round_2_start: 15:39:33:882321
round_2_received_params: 15:39:34:450322
round_2_aggregation: 15:39:34:908385
round_2_end: 15:39:34:918024
round_3_start: 15:39:34:918075
round_3_received_params: 15:39:35:448743
round_3_aggregation: 15:39:35:649963
round_3_end: 15:39:35:659088
round_4_start: 15:39:35:659131
round_4_received_params: 15:39:36:185488
round_4_aggregation: 15:39:36:269087
round_4_end: 15:39:36:285095
round_5_start: 15:39:36:285138
round_5_received_params: 15:39:36:805799
round_5_aggregation: 15:39:36:827682
round_5_end: 15:39:36:842626
round_6_start: 15:39:36:842667
round_6_received_params: 15:39:37:334255
round_6_aggregation: 15:39:37:431925
round_6_end: 15:39:37:448682
round_7_start: 15:39:37:448725
round_7_received_params: 15:39:37:943040
round_7_aggregation: 15:39:37:965223
round_7_end: 15:39:37:974269
round_8_start: 15:39:37:974303
round_8_received_params: 15:39:38:498440
round_8_aggregation: 15:39:38:562693
round_8_end: 15:39:38:573310
round_9_start: 15:39:38:573359
round_9_received_params: 15:39:39:078627
round_9_aggregation: 15:39:39:198602
round_9_end: 15:39:39:218190
round_10_start: 15:39:39:218246
round_10_received_params: 15:39:39:714617
round_10_aggregation: 15:39:39:736119
round_10_end: 15:39:39:751176
round_11_start: 15:39:39:751210
round_11_received_params: 15:39:40:243888
round_11_aggregation: 15:39:40:286308
round_11_end: 15:39:40:294907
round_12_start: 15:39:40:294942
round_12_received_params: 15:39:40:801883
round_12_aggregation: 15:39:40:871248
round_12_end: 15:39:40:880065
round_13_start: 15:39:40:880110
round_13_received_params: 15:39:41:392550
round_13_aggregation: 15:39:41:432813
round_13_end: 15:39:41:441497
round_14_start: 15:39:41:441532
round_14_received_params: 15:39:41:951787
round_14_aggregation: 15:39:42:007797
round_14_end: 15:39:42:023481
round_15_start: 15:39:42:023528
round_15_received_params: 15:39:42:527577
round_15_aggregation: 15:39:42:549301
round_15_end: 15:39:42:558641
round_16_start: 15:39:42:558690
round_16_received_params: 15:39:43:061854
round_16_aggregation: 15:39:43:086902
round_16_end: 15:39:43:096701
round_17_start: 15:39:43:096746
round_17_received_params: 15:39:43:594702
round_17_aggregation: 15:39:43:616419
round_17_end: 15:39:43:628334
round_18_start: 15:39:43:628378
round_18_received_params: 15:39:44:145050
round_18_aggregation: 15:39:44:179031
round_18_end: 15:39:44:193746
round_19_start: 15:39:44:193785
round_19_received_params: 15:39:44:664615
round_19_aggregation: 15:39:44:685790
round_19_end: 15:39:44:694852
round_20_start: 15:39:44:694894
round_20_received_params: 15:39:45:187303
round_20_aggregation: 15:39:45:213353
round_20_end: 15:39:45:224656
round_21_start: 15:39:45:224696
