Starting: 15:27:11:518841
round_1_start: 15:27:11:518873
round_1_received_params: 15:27:37:805495
round_1_aggregation: 15:27:38:371808
round_1_end: 15:27:38:421736
round_2_start: 15:27:38:421795
round_2_received_params: 15:27:38:953891
round_2_aggregation: 15:27:39:064618
round_2_end: 15:27:39:073609
round_3_start: 15:27:39:073651
round_3_received_params: 15:27:39:591794
round_3_aggregation: 15:27:39:749089
round_3_end: 15:27:39:775851
round_4_start: 15:27:39:775904
round_4_received_params: 15:27:40:260332
round_4_aggregation: 15:27:40:362825
round_4_end: 15:27:40:375745
round_5_start: 15:27:40:375788
round_5_received_params: 15:27:40:889818
round_5_aggregation: 15:27:40:912999
round_5_end: 15:27:40:922922
round_6_start: 15:27:40:922958
round_6_received_params: 15:27:41:445004
round_6_aggregation: 15:27:41:476805
round_6_end: 15:27:41:486856
round_7_start: 15:27:41:486895
round_7_received_params: 15:27:41:990899
round_7_aggregation: 15:27:42:014757
round_7_end: 15:27:42:024201
round_8_start: 15:27:42:024250
round_8_received_params: 15:27:42:544437
round_8_aggregation: 15:27:42:567853
round_8_end: 15:27:42:578261
round_9_start: 15:27:42:578297
round_9_received_params: 15:27:43:095629
round_9_aggregation: 15:27:43:143855
round_9_end: 15:27:43:154460
round_10_start: 15:27:43:154510
round_10_received_params: 15:27:43:669886
round_10_aggregation: 15:27:43:783739
round_10_end: 15:27:43:801770
round_11_start: 15:27:43:801846
round_11_received_params: 15:27:44:316199
round_11_aggregation: 15:27:44:590688
round_11_end: 15:27:44:600299
round_12_start: 15:27:44:600349
round_12_received_params: 15:27:45:112848
round_12_aggregation: 15:27:45:189003
round_12_end: 15:27:45:198728
round_13_start: 15:27:45:198778
round_13_received_params: 15:27:45:708994
round_13_aggregation: 15:27:45:762626
round_13_end: 15:27:45:772524
round_14_start: 15:27:45:772562
round_14_received_params: 15:27:46:278842
round_14_aggregation: 15:27:46:427121
round_14_end: 15:27:46:446116
round_15_start: 15:27:46:446188
round_15_received_params: 15:27:46:940846
round_15_aggregation: 15:27:46:962282
round_15_end: 15:27:46:970803
round_16_start: 15:27:46:970836
round_16_received_params: 15:27:47:474030
round_16_aggregation: 15:27:47:496828
round_16_end: 15:27:47:506884
round_17_start: 15:27:47:506935
round_17_received_params: 15:27:48:012925
round_17_aggregation: 15:27:48:035351
round_17_end: 15:27:48:043936
round_18_start: 15:27:48:043970
round_18_received_params: 15:27:48:552815
round_18_aggregation: 15:27:48:574052
round_18_end: 15:27:48:583193
round_19_start: 15:27:48:583278
round_19_received_params: 15:27:49:106860
round_19_aggregation: 15:27:49:128472
round_19_end: 15:27:49:144030
round_20_start: 15:27:49:144080
round_20_received_params: 15:27:49:641429
round_20_aggregation: 15:27:49:763283
round_20_end: 15:27:49:772956
round_21_start: 15:27:49:773035
round_21_received_params: 15:27:50:313854
round_21_aggregation: 15:27:50:385211
round_21_end: 15:27:50:395873
round_22_start: 15:27:50:395937
round_22_received_params: 15:27:50:910305
round_22_aggregation: 15:27:51:011893
round_22_end: 15:27:51:021891
round_23_start: 15:27:51:021932
round_23_received_params: 15:27:51:525107
round_23_aggregation: 15:27:51:631032
round_23_end: 15:27:51:640743
round_24_start: 15:27:51:640794
round_24_received_params: 15:27:52:154412
round_24_aggregation: 15:27:52:253392
round_24_end: 15:27:52:261861
round_25_start: 15:27:52:261918
round_25_received_params: 15:27:52:805368
round_25_aggregation: 15:27:52:896271
round_25_end: 15:27:52:905576
round_26_start: 15:27:52:905618
round_26_received_params: 15:27:53:407663
round_26_aggregation: 15:27:53:429342
round_26_end: 15:27:53:438418
round_27_start: 15:27:53:438472
round_27_received_params: 15:27:53:970548
round_27_aggregation: 15:27:53:993777
round_27_end: 15:27:54:002681
round_28_start: 15:27:54:002746
round_28_received_params: 15:27:54:514651
round_28_aggregation: 15:27:54:635667
round_28_end: 15:27:54:644431
round_29_start: 15:27:54:644473
round_29_received_params: 15:27:55:149853
round_29_aggregation: 15:27:55:265292
round_29_end: 15:27:55:273790
round_30_start: 15:27:55:273826
round_30_received_params: 15:27:55:781687
round_30_aggregation: 15:27:55:891389
round_30_end: 15:27:55:900032
round_31_start: 15:27:55:900083
round_31_received_params: 15:27:56:411228
round_31_aggregation: 15:27:56:513784
round_31_end: 15:27:56:522620
round_32_start: 15:27:56:522655
round_32_received_params: 15:27:57:032094
round_32_aggregation: 15:27:57:053345
round_32_end: 15:27:57:061786
round_33_start: 15:27:57:061838
round_33_received_params: 15:27:57:567109
round_33_aggregation: 15:27:57:590218
round_33_end: 15:27:57:599805
round_34_start: 15:27:57:599860
round_34_received_params: 15:27:58:103115
round_34_aggregation: 15:27:58:206312
round_34_end: 15:27:58:214772
round_35_start: 15:27:58:214813
round_35_received_params: 15:27:58:718825
round_35_aggregation: 15:27:58:834213
round_35_end: 15:27:58:842654
round_36_start: 15:27:58:842695
round_36_received_params: 15:27:59:348185
round_36_aggregation: 15:27:59:463920
round_36_end: 15:27:59:472576
round_37_start: 15:27:59:472629
round_37_received_params: 15:27:59:980669
round_37_aggregation: 15:28:00:053161
round_37_end: 15:28:00:061625
round_38_start: 15:28:00:061678
round_38_received_params: 15:28:00:566288
round_38_aggregation: 15:28:00:588347
round_38_end: 15:28:00:597302
round_39_start: 15:28:00:597354
round_39_received_params: 15:28:01:106176
round_39_aggregation: 15:28:01:127781
round_39_end: 15:28:01:137623
round_40_start: 15:28:01:137668
round_40_received_params: 15:28:01:638721
round_40_aggregation: 15:28:01:660114
round_40_end: 15:28:01:669356
round_41_start: 15:28:01:669408
round_41_received_params: 15:28:02:166911
round_41_aggregation: 15:28:02:296409
round_41_end: 15:28:02:305010
round_42_start: 15:28:02:305064
round_42_received_params: 15:28:02:802627
round_42_aggregation: 15:28:02:934106
round_42_end: 15:28:02:942567
round_43_start: 15:28:02:942603
round_43_received_params: 15:28:03:446692
round_43_aggregation: 15:28:03:546598
round_43_end: 15:28:03:555137
round_44_start: 15:28:03:555196
round_44_received_params: 15:28:04:053735
round_44_aggregation: 15:28:04:074970
round_44_end: 15:28:04:084692
round_45_start: 15:28:04:084736
round_45_received_params: 15:28:04:589493
round_45_aggregation: 15:28:04:663968
round_45_end: 15:28:04:673777
round_46_start: 15:28:04:673827
round_46_received_params: 15:28:05:177521
round_46_aggregation: 15:28:05:279832
round_46_end: 15:28:05:288478
round_47_start: 15:28:05:288572
round_47_received_params: 15:28:05:802877
round_47_aggregation: 15:28:05:900302
round_47_end: 15:28:05:908703
round_48_start: 15:28:05:908749
round_48_received_params: 15:28:06:415882
round_48_aggregation: 15:28:06:438525
round_48_end: 15:28:06:446917
round_49_start: 15:28:06:446951
round_49_received_params: 15:28:06:947685
round_49_aggregation: 15:28:07:074217
round_49_end: 15:28:07:083913
round_50_start: 15:28:07:083952
round_50_received_params: 15:28:07:583767
round_50_aggregation: 15:28:07:664519
round_50_end: 15:28:07:674048
round_51_start: 15:28:07:674090
round_51_received_params: 15:28:08:170755
round_51_aggregation: 15:28:08:192684
round_51_end: 15:28:08:202196
round_52_start: 15:28:08:202231
round_52_received_params: 15:28:08:703391
round_52_aggregation: 15:28:08:979065
round_52_end: 15:28:08:987892
round_53_start: 15:28:08:987933
round_53_received_params: 15:28:09:487039
round_53_aggregation: 15:28:09:517002
round_53_end: 15:28:09:525387
round_54_start: 15:28:09:525436
round_54_received_params: 15:28:10:025241
round_54_aggregation: 15:28:10:325810
round_54_end: 15:28:10:334321
round_55_start: 15:28:10:334387
round_55_received_params: 15:28:10:859117
round_55_aggregation: 15:28:10:879765
round_55_end: 15:28:10:889365
round_56_start: 15:28:10:889400
round_56_received_params: 15:28:11:377176
round_56_aggregation: 15:28:11:399525
round_56_end: 15:28:11:409177
round_57_start: 15:28:11:409222
round_57_received_params: 15:28:11:912519
round_57_aggregation: 15:28:11:933693
round_57_end: 15:28:11:943341
round_58_start: 15:28:11:943393
round_58_received_params: 15:28:12:442632
round_58_aggregation: 15:28:12:464701
round_58_end: 15:28:12:473568
round_59_start: 15:28:12:473602
round_59_received_params: 15:28:12:984169
round_59_aggregation: 15:28:13:006332
round_59_end: 15:28:13:015909
round_60_start: 15:28:13:015961
round_60_received_params: 15:28:13:514583
round_60_aggregation: 15:28:13:621560
round_60_end: 15:28:13:631063
round_61_start: 15:28:13:631102
round_61_received_params: 15:28:14:130967
round_61_aggregation: 15:28:14:266587
round_61_end: 15:28:14:277851
round_62_start: 15:28:14:277917
round_62_received_params: 15:28:14:781072
round_62_aggregation: 15:28:14:896916
round_62_end: 15:28:14:912522
round_63_start: 15:28:14:912570
round_63_received_params: 15:28:15:408786
round_63_aggregation: 15:28:15:430396
round_63_end: 15:28:15:438965
round_64_start: 15:28:15:438997
round_64_received_params: 15:28:15:937187
round_64_aggregation: 15:28:16:063671
round_64_end: 15:28:16:073263
round_65_start: 15:28:16:073299
round_65_received_params: 15:28:16:580367
round_65_aggregation: 15:28:16:695379
round_65_end: 15:28:16:704432
round_66_start: 15:28:16:704486
round_66_received_params: 15:28:17:200773
round_66_aggregation: 15:28:17:341469
round_66_end: 15:28:17:355044
round_67_start: 15:28:17:355095
round_67_received_params: 15:28:17:861902
round_67_aggregation: 15:28:17:952083
round_67_end: 15:28:17:960572
round_68_start: 15:28:17:960608
round_68_received_params: 15:28:18:462958
round_68_aggregation: 15:28:18:598011
round_68_end: 15:28:18:613052
round_69_start: 15:28:18:613096
round_69_received_params: 15:28:19:107014
round_69_aggregation: 15:28:19:212473
round_69_end: 15:28:19:220899
round_70_start: 15:28:19:220949
round_70_received_params: 15:28:19:723470
round_70_aggregation: 15:28:19:848868
round_70_end: 15:28:19:858447
round_71_start: 15:28:19:858496
round_71_received_params: 15:28:20:362655
round_71_aggregation: 15:28:20:384914
round_71_end: 15:28:20:394493
round_72_start: 15:28:20:394525
round_72_received_params: 15:28:20:896713
round_72_aggregation: 15:28:21:014645
round_72_end: 15:28:21:023401
round_73_start: 15:28:21:023450
round_73_received_params: 15:28:21:533629
round_73_aggregation: 15:28:21:631763
round_73_end: 15:28:21:640204
round_74_start: 15:28:21:640240
round_74_received_params: 15:28:22:142011
round_74_aggregation: 15:28:22:245923
round_74_end: 15:28:22:259504
round_75_start: 15:28:22:259572
round_75_received_params: 15:28:22:760008
round_75_aggregation: 15:28:22:865016
round_75_end: 15:28:22:874154
round_76_start: 15:28:22:874189
round_76_received_params: 15:28:23:387572
round_76_aggregation: 15:28:23:411732
round_76_end: 15:28:23:421630
round_77_start: 15:28:23:421666
round_77_received_params: 15:28:23:915302
round_77_aggregation: 15:28:24:033427
round_77_end: 15:28:24:042078
round_78_start: 15:28:24:042128
round_78_received_params: 15:28:24:542692
round_78_aggregation: 15:28:24:659854
round_78_end: 15:28:24:668325
round_79_start: 15:28:24:668359
round_79_received_params: 15:28:25:173412
round_79_aggregation: 15:28:25:304049
round_79_end: 15:28:25:312541
round_80_start: 15:28:25:312575
round_80_received_params: 15:28:25:819459
round_80_aggregation: 15:28:25:939531
round_80_end: 15:28:25:948006
