Starting: 11:07:57:983224
round_1_start: 11:07:57:983261
round_1_received_params: 11:07:58:639407
round_1_aggregation: 11:07:58:639424
round_1_end: 11:07:58:642024
round_2_start: 11:07:58:642065
round_2_received_params: 11:07:59:165251
received_params: 11:07:59:171290
round_2_aggregation: 11:07:59:171307
round_2_end: 11:07:59:173475
round_3_start: 11:07:59:173501
round_3_received_params: 11:07:59:694834
received_params: 11:07:59:727694
round_3_aggregation: 11:07:59:727711
round_3_end: 11:07:59:729883
round_4_start: 11:07:59:729910
round_4_received_params: 11:08:00:250320
received_params: 11:08:00:308198
round_4_aggregation: 11:08:00:308215
round_4_end: 11:08:00:310412
round_5_start: 11:08:00:310437
round_5_received_params: 11:08:00:831324
received_params: 11:08:00:881562
round_5_aggregation: 11:08:00:881580
round_5_end: 11:08:00:883777
round_6_start: 11:08:00:883804
round_6_received_params: 11:08:01:405004
received_params: 11:08:01:459030
round_6_aggregation: 11:08:01:459047
round_6_end: 11:08:01:461219
round_7_start: 11:08:01:461246
round_7_received_params: 11:08:01:982306
received_params: 11:08:02:034834
round_7_aggregation: 11:08:02:034851
round_7_end: 11:08:02:037004
round_8_start: 11:08:02:037030
round_8_received_params: 11:08:02:557878
received_params: 11:08:02:611906
round_8_aggregation: 11:08:02:611924
round_8_end: 11:08:02:614103
round_9_start: 11:08:02:614129
round_9_received_params: 11:08:03:134333
received_params: 11:08:03:194425
round_9_aggregation: 11:08:03:194443
round_9_end: 11:08:03:196617
round_10_start: 11:08:03:196643
round_10_received_params: 11:08:03:717153
received_params: 11:08:03:775910
round_10_aggregation: 11:08:03:775927
round_10_end: 11:08:03:778097
round_11_start: 11:08:03:778123
round_11_received_params: 11:08:04:299149
received_params: 11:08:04:352558
round_11_aggregation: 11:08:04:352575
round_11_end: 11:08:04:354767
round_12_start: 11:08:04:354794
round_12_received_params: 11:08:04:875344
received_params: 11:08:04:922129
round_12_aggregation: 11:08:04:922147
round_12_end: 11:08:04:924319
round_13_start: 11:08:04:924345
round_13_received_params: 11:08:05:445643
received_params: 11:08:05:489656
round_13_aggregation: 11:08:05:489675
round_13_end: 11:08:05:491863
round_14_start: 11:08:05:491889
round_14_received_params: 11:08:06:013555
received_params: 11:08:06:058512
round_14_aggregation: 11:08:06:058530
round_14_end: 11:08:06:060716
round_15_start: 11:08:06:060743
round_15_received_params: 11:08:06:583131
received_params: 11:08:06:631478
round_15_aggregation: 11:08:06:631495
round_15_end: 11:08:06:633664
round_16_start: 11:08:06:633689
round_16_received_params: 11:08:07:155657
received_params: 11:08:07:200893
round_16_aggregation: 11:08:07:200910
round_16_end: 11:08:07:203091
round_17_start: 11:08:07:203118
round_17_received_params: 11:08:07:723954
received_params: 11:08:07:769100
round_17_aggregation: 11:08:07:769118
round_17_end: 11:08:07:771305
round_18_start: 11:08:07:771332
round_18_received_params: 11:08:08:291919
received_params: 11:08:08:337070
round_18_aggregation: 11:08:08:337087
round_18_end: 11:08:08:339289
round_19_start: 11:08:08:339315
round_19_received_params: 11:08:08:861172
received_params: 11:08:08:905870
round_19_aggregation: 11:08:08:905887
round_19_end: 11:08:08:908070
round_20_start: 11:08:08:908097
round_20_received_params: 11:08:09:429340
received_params: 11:08:09:473849
round_20_aggregation: 11:08:09:473867
round_20_end: 11:08:09:476044
round_21_start: 11:08:09:476071
round_21_received_params: 11:08:09:998006
received_params: 11:08:10:042968
round_21_aggregation: 11:08:10:042985
round_21_end: 11:08:10:045193
round_22_start: 11:08:10:045219
round_22_received_params: 11:08:10:566374
received_params: 11:08:10:610365
round_22_aggregation: 11:08:10:610383
round_22_end: 11:08:10:612570
round_23_start: 11:08:10:612596
round_23_received_params: 11:08:11:133891
received_params: 11:08:11:178554
round_23_aggregation: 11:08:11:178572
round_23_end: 11:08:11:180731
round_24_start: 11:08:11:180757
round_24_received_params: 11:08:11:701577
received_params: 11:08:11:754470
round_24_aggregation: 11:08:11:754488
round_24_end: 11:08:11:756651
round_25_start: 11:08:11:756677
round_25_received_params: 11:08:12:278339
received_params: 11:08:12:325370
round_25_aggregation: 11:08:12:325387
round_25_end: 11:08:12:327570
round_26_start: 11:08:12:327597
round_26_received_params: 11:08:12:850342
received_params: 11:08:12:896837
round_26_aggregation: 11:08:12:896854
round_26_end: 11:08:12:899079
round_27_start: 11:08:12:899106
round_27_received_params: 11:08:13:419760
received_params: 11:08:13:466610
round_27_aggregation: 11:08:13:466628
round_27_end: 11:08:13:468793
round_28_start: 11:08:13:468820
round_28_received_params: 11:08:13:990407
received_params: 11:08:14:038025
round_28_aggregation: 11:08:14:038043
round_28_end: 11:08:14:040225
round_29_start: 11:08:14:040252
round_29_received_params: 11:08:14:561494
received_params: 11:08:14:610077
round_29_aggregation: 11:08:14:610095
round_29_end: 11:08:14:612282
round_30_start: 11:08:14:612308
round_30_received_params: 11:08:15:133394
received_params: 11:08:15:179997
round_30_aggregation: 11:08:15:180014
round_30_end: 11:08:15:182194
round_31_start: 11:08:15:182220
round_31_received_params: 11:08:15:703892
received_params: 11:08:15:749992
round_31_aggregation: 11:08:15:750010
round_31_end: 11:08:15:752200
round_32_start: 11:08:15:752226
round_32_received_params: 11:08:16:273344
received_params: 11:08:16:319670
round_32_aggregation: 11:08:16:319688
round_32_end: 11:08:16:321838
round_33_start: 11:08:16:321865
round_33_received_params: 11:08:16:843005
received_params: 11:08:16:891604
round_33_aggregation: 11:08:16:891622
round_33_end: 11:08:16:893788
round_34_start: 11:08:16:893815
round_34_received_params: 11:08:17:415363
received_params: 11:08:17:460095
round_34_aggregation: 11:08:17:460112
round_34_end: 11:08:17:462283
round_35_start: 11:08:17:462309
round_35_received_params: 11:08:17:983736
received_params: 11:08:18:030842
round_35_aggregation: 11:08:18:030860
round_35_end: 11:08:18:033008
round_36_start: 11:08:18:033035
round_36_received_params: 11:08:18:554299
received_params: 11:08:18:602176
round_36_aggregation: 11:08:18:602195
round_36_end: 11:08:18:604363
round_37_start: 11:08:18:604388
round_37_received_params: 11:08:19:126782
received_params: 11:08:19:172853
round_37_aggregation: 11:08:19:172870
round_37_end: 11:08:19:175073
round_38_start: 11:08:19:175100
round_38_received_params: 11:08:19:698888
received_params: 11:08:19:742125
round_38_aggregation: 11:08:19:742143
round_38_end: 11:08:19:744332
round_39_start: 11:08:19:744359
round_39_received_params: 11:08:20:268787
received_params: 11:08:20:312937
round_39_aggregation: 11:08:20:312955
round_39_end: 11:08:20:315165
round_40_start: 11:08:20:315192
round_40_received_params: 11:08:20:839521
received_params: 11:08:20:881663
round_40_aggregation: 11:08:20:881681
round_40_end: 11:08:20:883888
round_41_start: 11:08:20:883915
round_41_received_params: 11:08:21:408366
received_params: 11:08:21:453690
round_41_aggregation: 11:08:21:453708
round_41_end: 11:08:21:455899
round_42_start: 11:08:21:455925
round_42_received_params: 11:08:21:979947
received_params: 11:08:22:022296
round_42_aggregation: 11:08:22:022315
round_42_end: 11:08:22:024475
round_43_start: 11:08:22:024502
round_43_received_params: 11:08:22:548021
received_params: 11:08:22:593250
round_43_aggregation: 11:08:22:593267
round_43_end: 11:08:22:595486
round_44_start: 11:08:22:595513
round_44_received_params: 11:08:23:119924
received_params: 11:08:23:162678
round_44_aggregation: 11:08:23:162697
round_44_end: 11:08:23:164846
round_45_start: 11:08:23:164873
round_45_received_params: 11:08:23:688161
received_params: 11:08:23:734799
round_45_aggregation: 11:08:23:734817
round_45_end: 11:08:23:736989
round_46_start: 11:08:23:737015
round_46_received_params: 11:08:24:261015
received_params: 11:08:24:304917
round_46_aggregation: 11:08:24:304936
round_46_end: 11:08:24:307156
round_47_start: 11:08:24:307184
round_47_received_params: 11:08:24:831323
received_params: 11:08:24:873643
round_47_aggregation: 11:08:24:873661
round_47_end: 11:08:24:875861
round_48_start: 11:08:24:875888
round_48_received_params: 11:08:25:401603
received_params: 11:08:25:442786
round_48_aggregation: 11:08:25:442805
round_48_end: 11:08:25:444965
round_49_start: 11:08:25:444992
round_49_received_params: 11:08:25:969768
received_params: 11:08:26:010872
round_49_aggregation: 11:08:26:010891
round_49_end: 11:08:26:013069
round_50_start: 11:08:26:013095
round_50_received_params: 11:08:26:537595
received_params: 11:08:26:583183
round_50_aggregation: 11:08:26:583201
round_50_end: 11:08:26:585381
round_51_start: 11:08:26:585407
round_51_received_params: 11:08:27:109660
received_params: 11:08:27:153148
round_51_aggregation: 11:08:27:153167
round_51_end: 11:08:27:155381
round_52_start: 11:08:27:155408
round_52_received_params: 11:08:27:679288
received_params: 11:08:27:722289
round_52_aggregation: 11:08:27:722308
round_52_end: 11:08:27:724469
round_53_start: 11:08:27:724496
round_53_received_params: 11:08:28:249205
received_params: 11:08:28:289041
round_53_aggregation: 11:08:28:289060
round_53_end: 11:08:28:291256
round_54_start: 11:08:28:291284
round_54_received_params: 11:08:28:815561
received_params: 11:08:28:857147
round_54_aggregation: 11:08:28:857165
round_54_end: 11:08:28:859361
round_55_start: 11:08:28:859389
round_55_received_params: 11:08:29:383234
received_params: 11:08:29:425217
round_55_aggregation: 11:08:29:425236
round_55_end: 11:08:29:427437
round_56_start: 11:08:29:427464
round_56_received_params: 11:08:29:951629
received_params: 11:08:29:993448
round_56_aggregation: 11:08:29:993466
round_56_end: 11:08:29:995678
round_57_start: 11:08:29:995705
round_57_received_params: 11:08:30:518142
received_params: 11:08:30:561323
round_57_aggregation: 11:08:30:561341
round_57_end: 11:08:30:563545
round_58_start: 11:08:30:563572
round_58_received_params: 11:08:31:085445
received_params: 11:08:31:132290
round_58_aggregation: 11:08:31:132308
round_58_end: 11:08:31:134507
round_59_start: 11:08:31:134534
round_59_received_params: 11:08:31:655863
received_params: 11:08:31:705105
round_59_aggregation: 11:08:31:705123
round_59_end: 11:08:31:707320
round_60_start: 11:08:31:707347
round_60_received_params: 11:08:32:229295
received_params: 11:08:32:274063
round_60_aggregation: 11:08:32:274081
round_60_end: 11:08:32:276261
round_61_start: 11:08:32:276288
round_61_received_params: 11:08:32:797499
received_params: 11:08:32:842390
round_61_aggregation: 11:08:32:842409
round_61_end: 11:08:32:844594
round_62_start: 11:08:32:844621
round_62_received_params: 11:08:33:366063
received_params: 11:08:33:417504
round_62_aggregation: 11:08:33:417522
round_62_end: 11:08:33:419703
round_63_start: 11:08:33:419730
round_63_received_params: 11:08:33:941731
received_params: 11:08:33:990908
round_63_aggregation: 11:08:33:990927
round_63_end: 11:08:33:993070
round_64_start: 11:08:33:993097
round_64_received_params: 11:08:34:515089
received_params: 11:08:34:560173
round_64_aggregation: 11:08:34:560191
round_64_end: 11:08:34:562374
round_65_start: 11:08:34:562401
round_65_received_params: 11:08:35:084026
received_params: 11:08:35:127717
round_65_aggregation: 11:08:35:127735
round_65_end: 11:08:35:129888
round_66_start: 11:08:35:129915
round_66_received_params: 11:08:35:652840
received_params: 11:08:35:697750
round_66_aggregation: 11:08:35:697769
round_66_end: 11:08:35:699966
round_67_start: 11:08:35:699993
round_67_received_params: 11:08:36:221656
received_params: 11:08:36:268117
round_67_aggregation: 11:08:36:268135
round_67_end: 11:08:36:270337
round_68_start: 11:08:36:270364
round_68_received_params: 11:08:36:793199
received_params: 11:08:36:842375
round_68_aggregation: 11:08:36:842393
round_68_end: 11:08:36:844594
round_69_start: 11:08:36:844620
round_69_received_params: 11:08:37:365894
received_params: 11:08:37:412982
round_69_aggregation: 11:08:37:413000
round_69_end: 11:08:37:415200
round_70_start: 11:08:37:415228
round_70_received_params: 11:08:37:937155
received_params: 11:08:37:981414
round_70_aggregation: 11:08:37:981432
round_70_end: 11:08:37:983624
round_71_start: 11:08:37:983651
round_71_received_params: 11:08:38:504692
received_params: 11:08:38:549326
round_71_aggregation: 11:08:38:549344
round_71_end: 11:08:38:551540
round_72_start: 11:08:38:551568
round_72_received_params: 11:08:39:073742
received_params: 11:08:39:119681
round_72_aggregation: 11:08:39:119699
round_72_end: 11:08:39:121839
round_73_start: 11:08:39:121867
round_73_received_params: 11:08:39:644466
received_params: 11:08:39:687707
round_73_aggregation: 11:08:39:687726
round_73_end: 11:08:39:689886
round_74_start: 11:08:39:689914
round_74_received_params: 11:08:40:212467
received_params: 11:08:40:254973
round_74_aggregation: 11:08:40:254991
round_74_end: 11:08:40:257143
round_75_start: 11:08:40:257169
round_75_received_params: 11:08:40:780210
received_params: 11:08:40:824635
round_75_aggregation: 11:08:40:824654
round_75_end: 11:08:40:826865
round_76_start: 11:08:40:826892
round_76_received_params: 11:08:41:348483
received_params: 11:08:41:393883
round_76_aggregation: 11:08:41:393901
round_76_end: 11:08:41:396149
round_77_start: 11:08:41:396176
round_77_received_params: 11:08:41:917236
received_params: 11:08:41:962797
round_77_aggregation: 11:08:41:962815
round_77_end: 11:08:41:964964
round_78_start: 11:08:41:964990
round_78_received_params: 11:08:42:486952
received_params: 11:08:42:532402
round_78_aggregation: 11:08:42:532420
round_78_end: 11:08:42:534593
round_79_start: 11:08:42:534620
round_79_received_params: 11:08:43:056047
received_params: 11:08:43:101770
round_79_aggregation: 11:08:43:101788
round_79_end: 11:08:43:103978
round_80_start: 11:08:43:104004
round_80_received_params: 11:08:43:625975
received_params: 11:08:43:681385
round_80_aggregation: 11:08:43:681403
round_80_end: 11:08:43:683601
round_81_start: 11:08:43:683627
round_81_received_params: 11:08:44:205752
received_params: 11:08:44:253124
round_81_aggregation: 11:08:44:253142
round_81_end: 11:08:44:255330
round_82_start: 11:08:44:255357
round_82_received_params: 11:08:44:777530
received_params: 11:08:44:824059
round_82_aggregation: 11:08:44:824077
round_82_end: 11:08:44:826245
round_83_start: 11:08:44:826272
round_83_received_params: 11:08:45:348803
received_params: 11:08:45:393337
round_83_aggregation: 11:08:45:393354
round_83_end: 11:08:45:395675
round_84_start: 11:08:45:395702
round_84_received_params: 11:08:45:918868
received_params: 11:08:45:963230
round_84_aggregation: 11:08:45:963248
round_84_end: 11:08:45:965404
round_85_start: 11:08:45:965431
round_85_received_params: 11:08:46:488561
received_params: 11:08:46:540938
round_85_aggregation: 11:08:46:540957
round_85_end: 11:08:46:543164
round_86_start: 11:08:46:543191
round_86_received_params: 11:08:47:066000
received_params: 11:08:47:112098
round_86_aggregation: 11:08:47:112116
