Starting: 17:45:25:989290
round_1_start: 17:45:25:989323
round_1_received_params: 17:45:26:027027
received_params: 17:45:26:626488
round_1_aggregation: 17:45:26:626500
round_1_end: 17:45:26:727881
round_2_start: 17:45:26:727923
round_2_received_params: 17:45:27:374480
received_params: 17:45:27:381851
received_params: 17:45:27:407962
round_2_aggregation: 17:45:27:407975
round_2_end: 17:45:27:493718
round_3_start: 17:45:27:493763
round_3_received_params: 17:45:28:131053
received_params: 17:45:28:151114
received_params: 17:45:28:195926
round_3_aggregation: 17:45:28:195936
round_3_end: 17:45:28:250418
round_4_start: 17:45:28:250463
round_4_received_params: 17:45:28:898699
received_params: 17:45:28:920398
received_params: 17:45:28:927817
round_4_aggregation: 17:45:28:927827
round_4_end: 17:45:28:998994
round_5_start: 17:45:28:999047
round_5_received_params: 17:45:29:642095
received_params: 17:45:29:659721
received_params: 17:45:29:663998
round_5_aggregation: 17:45:29:664010
round_5_end: 17:45:29:746021
round_6_start: 17:45:29:746065
round_6_received_params: 17:45:30:352458
received_params: 17:45:30:377734
received_params: 17:45:30:385464
round_6_aggregation: 17:45:30:385473
round_6_end: 17:45:30:467570
round_7_start: 17:45:30:467613
round_7_received_params: 17:45:31:091387
received_params: 17:45:31:099983
received_params: 17:45:31:106587
round_7_aggregation: 17:45:31:106596
round_7_end: 17:45:31:168555
round_8_start: 17:45:31:168601
round_8_received_params: 17:45:31:828322
received_params: 17:45:31:832705
received_params: 17:45:31:849677
round_8_aggregation: 17:45:31:849691
round_8_end: 17:45:31:934628
round_9_start: 17:45:31:934673
round_9_received_params: 17:45:32:570329
received_params: 17:45:32:581805
received_params: 17:45:32:592331
round_9_aggregation: 17:45:32:592341
round_9_end: 17:45:32:671283
round_10_start: 17:45:32:671326
round_10_received_params: 17:45:33:328470
received_params: 17:45:33:343901
received_params: 17:45:33:373651
round_10_aggregation: 17:45:33:373662
round_10_end: 17:45:33:457140
end: 17:45:33:457213
