Starting: 14:15:19:395598
round_1_start: 14:15:19:395646
round_1_received_params: 14:15:46:322556
round_1_aggregation: 14:15:46:322759
round_1_end: 14:15:46:715203
round_2_start: 14:15:46:715235
round_2_received_params: 14:15:46:803254
round_2_aggregation: 14:15:46:803378
round_2_end: 14:15:46:811852
round_3_start: 14:15:46:811881
round_3_received_params: 14:15:46:878329
round_3_aggregation: 14:15:46:878411
round_3_end: 14:15:46:887716
round_4_start: 14:15:46:887745
round_4_received_params: 14:15:46:936096
round_4_aggregation: 14:15:46:936210
round_4_end: 14:15:46:944646
round_5_start: 14:15:46:944682
round_5_received_params: 14:15:47:005625
round_5_aggregation: 14:15:47:005728
round_5_end: 14:15:47:013971
round_6_start: 14:15:47:014009
round_6_received_params: 14:15:47:074767
round_6_aggregation: 14:15:47:074858
round_6_end: 14:15:47:083322
round_7_start: 14:15:47:083347
round_7_received_params: 14:15:47:143490
round_7_aggregation: 14:15:47:143640
round_7_end: 14:15:47:152206
round_8_start: 14:15:47:152248
round_8_received_params: 14:15:47:214145
round_8_aggregation: 14:15:47:214298
round_8_end: 14:15:47:222729
round_9_start: 14:15:47:222757
round_9_received_params: 14:15:47:279332
round_9_aggregation: 14:15:47:279411
round_9_end: 14:15:47:287813
round_10_start: 14:15:47:287838
round_10_received_params: 14:15:47:346592
round_10_aggregation: 14:15:47:346712
round_10_end: 14:15:47:355852
round_11_start: 14:15:47:355878
round_11_received_params: 14:15:47:418079
round_11_aggregation: 14:15:47:418184
round_11_end: 14:15:47:426558
round_12_start: 14:15:47:426585
round_12_received_params: 14:15:47:487062
round_12_aggregation: 14:15:47:487170
round_12_end: 14:15:47:495633
round_13_start: 14:15:47:495672
round_13_received_params: 14:15:47:551474
round_13_aggregation: 14:15:47:551554
round_13_end: 14:15:47:559832
round_14_start: 14:15:47:559857
round_14_received_params: 14:15:47:619758
round_14_aggregation: 14:15:47:619835
round_14_end: 14:15:47:628030
round_15_start: 14:15:47:628055
round_15_received_params: 14:15:47:688834
round_15_aggregation: 14:15:47:688900
round_15_end: 14:15:47:697108
round_16_start: 14:15:47:697133
round_16_received_params: 14:15:47:760295
round_16_aggregation: 14:15:47:760373
round_16_end: 14:15:47:768557
round_17_start: 14:15:47:768582
round_17_received_params: 14:15:47:826318
