Starting: 14:15:33:224383
round_1_start: 14:15:41:181703
round_1_model_trained: 14:15:45:977132
round_1_model_shared: 14:15:46:264948
round_1_end: 14:15:46:715043
round_2_start: 14:15:46:715086
round_2_model_trained: 14:15:46:727946
round_2_model_shared: 14:15:46:735094
round_2_end: 14:15:46:802855
round_3_start: 14:15:46:802911
round_3_model_trained: 14:15:46:815122
round_3_model_shared: 14:15:46:822889
round_3_end: 14:15:46:872715
round_4_start: 14:15:46:872748
round_4_model_trained: 14:15:46:884735
round_4_model_shared: 14:15:46:891895
round_4_end: 14:15:46:962895
round_5_start: 14:15:46:962944
round_5_model_trained: 14:15:46:975718
round_5_model_shared: 14:15:46:989789
round_5_end: 14:15:47:027553
round_6_start: 14:15:47:027588
round_6_model_trained: 14:15:47:039642
round_6_model_shared: 14:15:47:050179
round_6_end: 14:15:47:093317
round_7_start: 14:15:47:093353
round_7_model_trained: 14:15:47:105305
round_7_model_shared: 14:15:47:113758
round_7_end: 14:15:47:172938
round_8_start: 14:15:47:172975
round_8_model_trained: 14:15:47:188785
round_8_model_shared: 14:15:47:201872
round_8_end: 14:15:47:267990
round_9_start: 14:15:47:268029
round_9_model_trained: 14:15:47:279997
round_9_model_shared: 14:15:47:287539
round_9_end: 14:15:47:311640
round_10_start: 14:15:47:311700
round_10_model_trained: 14:15:47:332037
round_10_model_shared: 14:15:47:345260
round_10_end: 14:15:47:395982
round_11_start: 14:15:47:396037
round_11_model_trained: 14:15:47:418813
round_11_model_shared: 14:15:47:430395
round_11_end: 14:15:47:446382
round_12_start: 14:15:47:446435
round_12_model_trained: 14:15:47:469639
round_12_model_shared: 14:15:47:482894
round_12_end: 14:15:47:531575
round_13_start: 14:15:47:531620
round_13_model_trained: 14:15:47:550734
round_13_model_shared: 14:15:47:564796
round_13_end: 14:15:47:579714
round_14_start: 14:15:47:579746
round_14_model_trained: 14:15:47:593086
round_14_model_shared: 14:15:47:606558
round_14_end: 14:15:47:648413
round_15_start: 14:15:47:648448
round_15_model_trained: 14:15:47:663492
round_15_model_shared: 14:15:47:681891
round_15_end: 14:15:47:721249
round_16_start: 14:15:47:721283
round_16_model_trained: 14:15:47:737910
round_16_model_shared: 14:15:47:751433
round_16_end: 14:15:47:789298
round_17_start: 14:15:47:789331
round_17_model_trained: 14:15:47:803740
round_17_model_shared: 14:15:47:812001
round_17_end: 14:15:47:844215
round_18_start: 14:15:47:844247
round_18_model_trained: 14:15:47:855854
round_18_model_shared: 14:15:47:863869
round_18_end: 14:15:47:909302
round_19_start: 14:15:47:909335
round_19_model_trained: 14:15:47:921130
round_19_model_shared: 14:15:47:928270
round_19_end: 14:15:47:976109
round_20_start: 14:15:47:976140
round_20_model_trained: 14:15:47:987609
round_20_model_shared: 14:15:47:994727
round_20_end: 14:15:48:048746
round_21_start: 14:15:48:048778
round_21_model_trained: 14:15:48:060395
round_21_model_shared: 14:15:48:067487
round_21_end: 14:15:48:122965
round_22_start: 14:15:48:123000
round_22_model_trained: 14:15:48:134754
round_22_model_shared: 14:15:48:143693
round_22_end: 14:15:48:184184
round_23_start: 14:15:48:184217
round_23_model_trained: 14:15:48:195849
round_23_model_shared: 14:15:48:202968
round_23_end: 14:15:48:253376
round_24_start: 14:15:48:253410
round_24_model_trained: 14:15:48:265080
round_24_model_shared: 14:15:48:272235
round_24_end: 14:15:48:320783
round_25_start: 14:15:48:320817
round_25_model_trained: 14:15:48:332527
round_25_model_shared: 14:15:48:339671
round_25_end: 14:15:48:391872
round_26_start: 14:15:48:391906
round_26_model_trained: 14:15:48:403613
round_26_model_shared: 14:15:48:410723
round_26_end: 14:15:48:460189
round_27_start: 14:15:48:460228
round_27_model_trained: 14:15:48:472071
round_27_model_shared: 14:15:48:479203
round_27_end: 14:15:48:526503
round_28_start: 14:15:48:526536
round_28_model_trained: 14:15:48:538153
round_28_model_shared: 14:15:48:545276
round_28_end: 14:15:48:595816
round_29_start: 14:15:48:595850
round_29_model_trained: 14:15:48:607597
round_29_model_shared: 14:15:48:616453
round_29_end: 14:15:48:658427
round_30_start: 14:15:48:658459
round_30_model_trained: 14:15:48:671450
round_30_model_shared: 14:15:48:678621
round_30_end: 14:15:48:723690
round_31_start: 14:15:48:723722
round_31_model_trained: 14:15:48:735481
round_31_model_shared: 14:15:48:743357
round_31_end: 14:15:48:789949
round_32_start: 14:15:48:789981
round_32_model_trained: 14:15:48:801526
round_32_model_shared: 14:15:48:809252
round_32_end: 14:15:48:859934
round_33_start: 14:15:48:859967
round_33_model_trained: 14:15:48:871878
round_33_model_shared: 14:15:48:879204
round_33_end: 14:15:48:925208
round_34_start: 14:15:48:925245
round_34_model_trained: 14:15:48:938656
round_34_model_shared: 14:15:48:945850
round_34_end: 14:15:48:992045
round_35_start: 14:15:48:992079
round_35_model_trained: 14:15:49:003787
round_35_model_shared: 14:15:49:010901
round_35_end: 14:15:49:063313
round_36_start: 14:15:49:063350
round_36_model_trained: 14:15:49:075164
round_36_model_shared: 14:15:49:083595
round_36_end: 14:15:49:128998
round_37_start: 14:15:49:129030
round_37_model_trained: 14:15:49:140733
round_37_model_shared: 14:15:49:148413
round_37_end: 14:15:49:193740
round_38_start: 14:15:49:193782
round_38_model_trained: 14:15:49:205689
round_38_model_shared: 14:15:49:212842
round_38_end: 14:15:49:271264
round_39_start: 14:15:49:271297
round_39_model_trained: 14:15:49:283005
round_39_model_shared: 14:15:49:290108
round_39_end: 14:15:49:337388
round_40_start: 14:15:49:337425
round_40_model_trained: 14:15:49:349098
round_40_model_shared: 14:15:49:356613
round_40_end: 14:15:49:402346
round_41_start: 14:15:49:402376
round_41_model_trained: 14:15:49:413973
round_41_model_shared: 14:15:49:421104
round_41_end: 14:15:49:473557
round_42_start: 14:15:49:473596
round_42_model_trained: 14:15:49:485214
round_42_model_shared: 14:15:49:492748
round_42_end: 14:15:49:535224
round_43_start: 14:15:49:535256
