Starting: 17:16:21:466245
round_1_start: 17:16:21:466296
round_1_model_trained: 17:16:21:584761
round_1_model_shared: 17:16:21:601794
round_1_received_params_1: 17:16:21:720261
round_1_end: 17:16:21:720561
round_2_start: 17:16:21:720583
round_2_model_trained: 17:16:21:735298
round_2_model_shared: 17:16:21:742389
round_2_received_params_1: 17:16:21:865287
round_2_end: 17:16:21:865498
round_3_start: 17:16:21:865518
round_3_model_trained: 17:16:21:879042
round_3_model_shared: 17:16:21:886113
round_3_received_params_1: 17:16:22:057868
round_3_end: 17:16:22:058072
round_4_start: 17:16:22:058092
round_4_model_trained: 17:16:22:071557
round_4_model_shared: 17:16:22:078622
round_4_received_params_1: 17:16:22:197850
round_4_end: 17:16:22:198048
round_5_start: 17:16:22:198068
round_5_model_trained: 17:16:22:211816
round_5_model_shared: 17:16:22:218837
round_5_received_params_1: 17:16:22:365268
round_5_end: 17:16:22:365467
round_6_start: 17:16:22:365486
round_6_model_trained: 17:16:22:378857
round_6_model_shared: 17:16:22:385889
round_6_received_params_1: 17:16:22:511567
round_6_end: 17:16:22:511764
round_7_start: 17:16:22:511784
round_7_model_trained: 17:16:22:525107
round_7_model_shared: 17:16:22:532137
round_7_received_params_1: 17:16:22:648899
round_7_end: 17:16:22:649097
round_8_start: 17:16:22:649116
round_8_model_trained: 17:16:22:662370
round_8_model_shared: 17:16:22:669402
round_8_received_params_1: 17:16:22:841298
round_8_end: 17:16:22:841581
round_9_start: 17:16:22:841604
round_9_model_trained: 17:16:22:855537
round_9_model_shared: 17:16:22:862620
round_9_received_params_1: 17:16:23:022708
round_9_end: 17:16:23:022921
round_10_start: 17:16:23:022941
round_10_model_trained: 17:16:23:036418
round_10_model_shared: 17:16:23:043498
round_10_received_params_1: 17:16:23:214945
round_10_end: 17:16:23:215153
round_11_start: 17:16:23:215173
round_11_model_trained: 17:16:23:228543
round_11_model_shared: 17:16:23:235592
round_11_received_params_1: 17:16:23:399048
round_11_end: 17:16:23:399251
round_12_start: 17:16:23:399270
round_12_model_trained: 17:16:23:412501
round_12_model_shared: 17:16:23:419585
round_12_received_params_1: 17:16:23:572684
round_12_end: 17:16:23:572887
round_13_start: 17:16:23:572907
round_13_model_trained: 17:16:23:586245
round_13_model_shared: 17:16:23:593289
round_13_received_params_1: 17:16:23:764213
round_13_end: 17:16:23:764416
round_14_start: 17:16:23:764436
round_14_model_trained: 17:16:23:777717
round_14_model_shared: 17:16:23:784758
round_14_received_params_1: 17:16:23:958818
round_14_end: 17:16:23:959021
round_15_start: 17:16:23:959041
round_15_model_trained: 17:16:23:972367
round_15_model_shared: 17:16:23:979390
round_15_received_params_1: 17:16:24:138030
round_15_end: 17:16:24:138328
round_16_start: 17:16:24:138352
round_16_model_trained: 17:16:24:152289
round_16_model_shared: 17:16:24:159365
round_16_received_params_1: 17:16:24:322789
round_16_end: 17:16:24:323010
round_17_start: 17:16:24:323032
round_17_model_trained: 17:16:24:336459
round_17_model_shared: 17:16:24:343530
round_17_received_params_1: 17:16:24:524736
round_17_end: 17:16:24:524947
round_18_start: 17:16:24:524967
round_18_model_trained: 17:16:24:538297
round_18_model_shared: 17:16:24:545342
round_18_received_params_1: 17:16:24:712101
round_18_end: 17:16:24:712305
round_19_start: 17:16:24:712326
round_19_model_trained: 17:16:24:725684
round_19_model_shared: 17:16:24:732728
round_19_received_params_1: 17:16:24:901796
round_19_end: 17:16:24:902021
round_20_start: 17:16:24:902041
round_20_model_trained: 17:16:24:915484
round_20_model_shared: 17:16:24:922522
round_20_received_params_1: 17:16:25:100528
round_20_end: 17:16:25:100731
round_21_start: 17:16:25:100751
round_21_model_trained: 17:16:25:114119
round_21_model_shared: 17:16:25:121191
round_21_received_params_1: 17:16:25:286220
round_21_end: 17:16:25:286425
round_22_start: 17:16:25:286445
round_22_model_trained: 17:16:25:299765
round_22_model_shared: 17:16:25:306784
round_22_received_params_1: 17:16:25:474561
round_22_end: 17:16:25:474766
round_23_start: 17:16:25:474786
round_23_model_trained: 17:16:25:488219
round_23_model_shared: 17:16:25:495270
round_23_received_params_1: 17:16:25:666469
round_23_end: 17:16:25:666749
round_24_start: 17:16:25:666773
